"УИК №308"	"УИК №309"	"УИК №310"	"УИК №312"	"УИК №313"	"УИК №314"	"УИК №315"	"УИК №316"	"УИК №317"	"УИК №318"	"УИК №319"	"УИК №320"	"УИК №321"	"УИК №322"	"УИК №323"	"УИК №324"	"УИК №325"	"УИК №326"	"УИК №327"	"УИК №328"	"УИК №329"	"УИК №330"	"УИК №331"	"УИК №332"	"УИК №333"	"УИК №334"	
1137	1112	1106	1086	153	1129	86	198	181	248	258	258	122	156	115	283	173	208	333	428	948	742	242	643	282	330	
1050	1050	1050	1050	140	1050	100	190	190	250	290	250	100	150	120	290	180	200	320	450	1000	800	250	600	280	350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
580	613	591	598	66	672	33	97	99	140	147	138	64	69	65	153	96	133	156	241	478	402	157	341	163	186	
64	59	62	46	22	52	0	32	20	21	40	36	9	41	11	46	22	14	64	47	65	32	22	79	36	50	
406	378	397	406	52	326	67	61	71	89	103	76	27	40	44	91	62	53	100	162	457	366	71	180	81	114	
64	59	62	46	22	52	0	32	20	21	40	36	9	41	11	46	22	14	64	47	65	32	22	79	36	50	
580	613	591	598	66	672	33	97	99	140	147	138	64	69	65	153	96	133	156	241	478	402	157	341	163	186	
5	3	4	11	0	7	1	1	1	3	3	0	1	0	2	3	0	0	0	3	5	6	3	2	2	4	
639	669	649	633	88	717	32	128	118	158	184	174	72	110	74	196	118	147	220	285	538	428	176	418	197	232	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	5	11	13	1	6	0	1	1	2	1	1	0	0	1	1	1	0	3	3	6	8	1	6	0	0	
150	143	140	151	29	167	3	15	14	24	28	21	10	14	3	14	18	10	33	35	126	58	24	92	19	30	
52	69	59	58	4	46	5	9	15	19	5	19	9	14	8	21	10	14	21	25	25	67	14	27	21	11	
414	435	424	389	51	481	24	102	86	113	148	130	52	82	61	158	86	118	157	217	368	287	127	289	152	186	
7	6	5	6	1	3	0	0	0	0	0	1	0	0	0	1	1	2	1	3	5	2	5	1	3	1	
4	6	4	1	0	5	0	1	1	0	1	1	1	0	0	1	1	2	3	1	3	4	0	1	1	1	
6	5	3	6	1	3	0	0	1	0	0	0	0	0	1	0	1	1	1	1	3	0	5	0	1	3	
1	0	3	9	1	6	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	2	0	2	0	0	
