"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	"УИК №253"	"УИК №254"	"УИК №255"	"УИК №256"	"УИК №257"	"УИК №258"	
1347	1204	983	1202	822	639	249	350	103	191	325	210	189	199	295	97	363	146	184	184	270	223	179	155	
1385	1270	996	1248	845	684	261	382	105	204	341	211	208	221	305	98	385	152	191	189	276	232	183	169	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
983	962	823	1020	714	439	225	301	97	166	288	174	159	176	278	84	303	133	162	169	247	192	162	140	
169	92	125	81	81	56	20	39	4	22	33	33	23	21	12	10	51	9	16	12	19	28	14	11	
233	216	48	147	50	189	16	42	4	16	20	4	26	24	15	4	31	10	13	8	10	12	7	18	
169	92	125	81	81	56	20	39	4	22	33	33	23	21	12	10	51	9	16	12	19	28	14	11	
983	962	823	1020	714	439	225	301	97	166	288	174	159	176	278	84	303	133	162	169	247	192	162	140	
3	0	4	20	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
1149	1054	944	1081	795	486	245	340	101	188	321	207	182	197	290	94	354	142	178	181	266	218	176	151	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
182	178	126	223	57	125	2	15	2	2	4	2	5	2	7	3	23	2	5	6	1	3	2	2	
29	3	7	2	2	24	2	2	0	0	2	2	1	1	3	1	1	1	1	4	1	0	1	1	
931	872	797	852	736	331	241	321	99	185	315	203	176	194	280	90	329	139	170	169	263	215	173	147	
1	0	6	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
1	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
