"УИК №1240"	"УИК №1241"	"УИК №1242"	"УИК №1243"	"УИК №1244"	"УИК №1245"	"УИК №1246"	"УИК №1247"	"УИК №1248"	"УИК №1249"	"УИК №1250"	"УИК №1251"	"УИК №1252"	"УИК №1253"	"УИК №1254"	"УИК №1255"	"УИК №1256"	"УИК №1257"	"УИК №1258"	"УИК №1259"	"УИК №1260"	"УИК №1261"	"УИК №1262"	"УИК №1263"	"УИК №1264"	"УИК №1265"	"УИК №1266"	"УИК №1267"	"УИК №1268"	"УИК №1269"	"УИК №1270"	"УИК №1271"	"УИК №2227"	"УИК №2228"	
1492	1768	2919	1501	2767	1419	2699	2667	1922	1903	2085	1091	1719	1202	1462	2839	2906	2693	2774	2915	2862	2788	2866	1455	2885	2731	1993	2811	1269	2654	2778	234	2560	196	
1400	1600	2800	1400	2700	1300	2600	2600	1800	1800	2000	1000	1600	1100	1400	2800	2800	2600	2700	2800	2700	2600	2600	1300	2700	2500	1800	2700	1200	2500	2500	200	2400	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
947	1117	1802	976	1737	903	1672	1692	1087	1252	1341	716	1196	786	971	1809	1931	1737	1871	1979	1835	1861	1694	1186	1785	1587	1234	1824	717	1647	1725	114	1532	83	
24	30	51	20	41	30	51	60	89	42	55	32	11	32	21	64	25	51	32	50	41	62	55	10	16	65	66	30	24	41	128	29	73	110	
429	453	947	404	922	367	877	848	624	506	604	252	393	282	408	927	844	812	797	771	824	677	851	104	899	848	500	846	459	812	647	57	795	7	
24	30	51	20	41	30	51	60	89	42	55	32	11	32	21	64	25	51	32	50	41	62	55	10	16	65	66	30	24	41	128	29	73	110	
947	1114	1802	976	1737	902	1670	1692	1087	1252	1340	716	1196	786	971	1809	1930	1737	1871	1978	1835	1861	1694	1186	1784	1587	1234	1824	717	1647	1723	114	1532	83	
15	14	38	14	19	10	31	24	19	18	19	6	14	14	22	32	23	29	29	32	23	26	36	18	23	22	14	32	6	29	136	2	23	0	
956	1130	1815	982	1759	922	1690	1728	1157	1276	1376	742	1193	804	970	1841	1932	1759	1874	1996	1853	1897	1713	1178	1777	1630	1286	1822	735	1659	1715	141	1582	193	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	7	22	4	19	7	14	16	14	10	15	3	9	7	17	18	13	21	17	18	15	11	10	7	13	5	11	12	8	7	21	1	11	3	
126	121	221	106	201	101	215	220	120	155	157	93	167	81	99	205	232	208	221	218	232	211	221	126	222	205	150	209	106	198	323	10	211	18	
68	111	151	86	167	78	143	139	84	93	113	66	59	72	62	168	172	145	139	144	141	143	137	103	139	132	117	186	68	85	164	13	128	14	
708	830	1323	735	1292	688	1223	1257	904	928	991	529	884	613	737	1368	1413	1314	1405	1517	1364	1429	1265	903	1298	1187	951	1331	514	1318	1163	113	1176	154	
17	22	44	17	32	28	42	42	15	33	52	16	34	18	12	39	52	30	31	39	39	50	23	26	41	42	29	34	9	20	20	0	19	2	
3	15	16	8	12	4	15	12	6	11	10	9	8	2	15	11	9	10	12	16	16	14	20	4	16	17	9	14	8	11	12	0	13	1	
12	17	14	15	23	8	18	23	6	27	14	15	27	6	14	17	26	16	31	21	26	16	17	2	30	20	11	20	12	4	6	1	16	0	
16	7	24	11	13	8	20	19	8	19	24	11	5	5	14	15	15	15	18	23	20	23	20	7	18	22	8	16	10	16	6	3	8	1	
