"УИК №391"	"УИК №392"	"УИК №393"	"УИК №394"	"УИК №395"	"УИК №396"	"УИК №397"	"УИК №398"	"УИК №399"	"УИК №400"	"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	
545	355	2635	2164	677	238	189	467	942	456	305	211	121	195	217	406	149	289	256	
500	330	2100	1700	680	220	180	430	940	450	280	200	110	180	200	400	140	290	270	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
250	132	1617	1294	314	143	75	242	749	196	154	98	27	60	85	143	80	146	87	
138	87	112	147	94	34	42	73	47	94	72	42	48	90	75	115	36	34	92	
112	111	371	259	272	43	63	115	144	160	54	60	35	30	40	142	24	110	91	
138	87	112	147	94	34	42	73	47	94	72	42	48	90	75	115	36	34	92	
250	132	1617	1294	314	143	75	242	749	196	154	98	27	60	85	143	80	146	87	
3	0	22	13	2	2	1	2	10	1	0	0	0	0	2	3	0	1	0	
385	219	1707	1428	406	175	116	313	786	289	226	140	75	150	158	255	116	179	179	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	2	18	21	1	4	1	3	7	2	1	1	0	1	1	0	0	3	1	
35	20	207	203	30	20	24	13	109	14	10	12	5	16	4	28	2	18	17	
33	18	166	110	54	24	19	24	63	16	13	12	13	10	9	20	10	10	22	
305	172	1261	1057	315	122	69	269	587	255	192	112	56	121	143	199	102	146	137	
4	1	26	15	0	2	2	2	10	0	7	2	0	0	0	4	1	2	0	
1	2	3	11	3	0	1	0	3	2	0	0	1	1	0	3	1	0	0	
1	2	10	2	3	2	0	2	7	0	3	1	0	0	0	1	0	0	0	
4	2	16	9	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	
