"УИК №141"	"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	"УИК №151"	"УИК №152"	"УИК №153"	"УИК №154"	"УИК №155"	"УИК №156"	"УИК №157"	"УИК №158"	"УИК №159"	"УИК №160"	"УИК №161"	"УИК №162"	"УИК №163"	"УИК №164"	"УИК №165"	"УИК №166"	"УИК №167"	"УИК №168"	"УИК №169"	"УИК №170"	"УИК №171"	
2190	2454	1956	1760	2641	2520	1974	608	2556	2655	2860	2731	2358	2111	2275	1441	2020	2110	2189	2314	1582	2179	1118	2099	2293	2595	2677	1883	1506	2461	1591	
2200	2600	1800	1700	2600	2300	1800	500	2500	2500	2700	2600	2400	2000	2100	1200	1800	2000	2000	2100	1300	1800	1000	1800	2100	2300	2500	1600	1200	2300	1400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1355	1567	1375	1308	1650	1772	1302	408	1557	1476	1582	1408	1442	1411	1337	1021	1478	1626	1642	1540	1125	1683	877	1443	1647	1771	1841	1554	1084	1345	1239	
255	230	120	35	340	240	143	46	100	63	453	124	263	63	93	17	148	196	25	308	14	70	34	234	198	131	411	44	91	387	61	
590	803	305	357	610	288	355	46	843	961	665	1068	695	526	670	162	174	178	333	252	161	47	89	123	255	398	248	2	25	568	100	
255	230	120	35	340	240	143	46	100	63	453	124	263	63	93	17	148	196	25	308	14	70	34	234	198	131	411	44	91	387	61	
1355	1567	1375	1308	1650	1772	1302	408	1557	1476	1582	1408	1442	1411	1336	1021	1478	1626	1642	1540	1125	1683	877	1443	1647	1771	1840	1510	1084	1345	1239	
21	26	0	2	12	27	0	0	11	16	12	15	19	2	10	7	3	16	18	20	2	0	14	0	1	15	38	10	7	16	8	
1589	1771	1495	1341	1978	1985	1445	454	1646	1523	2023	1517	1686	1472	1419	1031	1623	1806	1649	1828	1137	1753	897	1677	1844	1887	2213	1544	1168	1716	1292	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

23	29	10	2	14	15	20	13	16	9	13	14	14	2	16	2	2	15	10	9	3	0	2	1	5	6	14	6	4	10	16	
181	207	58	58	196	192	62	40	207	193	161	160	191	63	123	60	49	150	46	137	15	53	53	97	49	161	226	29	64	173	73	
137	93	138	190	107	101	129	45	101	106	113	86	91	88	131	82	152	143	126	101	140	229	79	118	183	79	232	139	139	112	93	
1171	1328	1210	1082	1603	1581	1156	322	1251	1153	1674	1212	1350	1296	1090	880	1409	1447	1412	1505	952	1455	752	1453	1572	1581	1682	1337	947	1391	1050	
31	34	27	3	23	43	5	8	35	29	22	18	19	1	20	3	3	18	15	28	13	8	5	1	12	32	16	5	4	10	9	
14	17	12	2	13	13	27	8	18	12	13	10	8	1	19	1	2	7	5	10	1	2	2	4	10	11	11	9	3	8	7	
16	35	18	1	14	18	21	10	7	12	13	11	10	18	14	1	3	17	20	26	6	2	2	2	10	11	18	12	3	8	4	
16	28	22	3	8	22	25	8	11	9	14	6	3	3	6	2	3	9	15	12	7	4	2	1	3	6	14	7	4	4	40	
