"УИК №1201"	"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	"УИК №1206"	"УИК №1207"	"УИК №1208"	"УИК №1209"	"УИК №1210"	"УИК №1211"	"УИК №1212"	"УИК №1213"	"УИК №1214"	"УИК №1215"	"УИК №1216"	"УИК №1217"	"УИК №1218"	"УИК №1219"	"УИК №1220"	"УИК №1221"	"УИК №1222"	"УИК №1223"	"УИК №1224"	"УИК №1225"	"УИК №1226"	"УИК №1227"	"УИК №1228"	"УИК №1229"	"УИК №1230"	
472	111	174	163	347	170	68	439	1995	88	102	494	101	249	143	375	160	364	111	185	66	1050	110	292	953	922	1475	1142	1015	1506	
440	105	155	150	320	155	60	420	1820	95	100	440	100	240	130	360	150	360	100	175	60	980	100	255	785	835	1340	1030	920	1500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
326	74	117	119	281	139	48	305	1195	51	74	350	82	189	89	248	93	238	62	144	45	653	63	186	627	473	895	681	663	1343	
30	8	15	11	22	0	3	30	61	5	5	26	7	21	20	39	7	37	13	13	4	42	12	25	19	48	48	99	33	61	
84	23	23	20	17	16	9	85	564	39	21	64	11	30	21	73	50	85	25	18	11	285	25	44	139	314	397	250	224	96	
30	8	15	11	22	0	3	30	61	5	5	26	7	21	20	39	7	37	13	13	4	42	12	25	19	48	48	99	33	61	
326	74	117	119	280	139	48	305	1195	51	74	350	82	189	89	248	93	238	62	144	45	653	63	186	627	473	895	681	663	1343	
5	0	1	2	2	1	0	4	6	0	1	4	0	0	1	1	1	0	2	2	1	10	1	1	12	7	10	8	17	32	
351	82	131	128	300	138	51	331	1250	56	78	372	89	210	108	286	99	275	73	155	48	685	74	210	634	514	933	772	679	1372	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	2	0	1	1	1	0	2	5	1	0	1	0	0	0	2	0	1	1	0	0	4	1	1	1	4	5	4	5	7	
35	4	9	24	34	5	3	35	215	5	10	28	2	15	7	36	25	38	4	7	3	155	5	38	80	69	178	136	137	150	
31	7	14	13	20	6	0	47	119	7	3	41	5	9	6	22	8	11	18	11	4	70	7	26	64	78	109	62	60	131	
281	69	105	88	237	123	47	244	881	43	65	296	81	184	94	225	63	224	48	136	38	438	59	140	469	355	622	560	467	1028	
0	0	0	2	5	1	1	0	8	0	0	4	0	1	0	1	2	0	1	1	2	6	0	1	12	2	7	5	4	31	
0	0	2	0	2	1	0	2	8	0	0	1	0	1	1	0	1	1	1	0	0	3	2	4	4	3	3	2	2	3	
1	0	0	0	0	0	0	0	8	0	0	1	1	0	0	0	0	0	0	0	0	7	0	0	3	1	1	2	3	14	
0	0	1	0	1	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	8	1	1	8	
