"УИК №1848"	"УИК №1849"	"УИК №1850"	"УИК №1851"	"УИК №1852"	"УИК №1853"	"УИК №1854"	"УИК №1855"	"УИК №1856"	"УИК №1857"	"УИК №1858"	"УИК №1859"	"УИК №1860"	"УИК №1861"	"УИК №1862"	"УИК №1863"	"УИК №1864"	"УИК №1865"	"УИК №1866"	"УИК №1867"	"УИК №1868"	"УИК №1869"	"УИК №1870"	"УИК №1871"	"УИК №1872"	"УИК №1873"	"УИК №1874"	"УИК №1875"	"УИК №1876"	"УИК №1877"	"УИК №1878"	"УИК №1879"	"УИК №1880"	"УИК №1881"	"УИК №1882"	"УИК №1883"	"УИК №1884"	"УИК №1885"	"УИК №1886"	"УИК №1887"	"УИК №2241"	"УИК №2242"	"УИК №2243"	"УИК №2244"	"УИК №2274"	"УИК №2275"	"УИК №2295"	"УИК №2296"	"УИК №2297"	"УИК №2319"	
573	387	879	249	124	138	365	180	156	154	212	1226	611	218	1351	1520	107	525	213	110	307	319	1091	301	320	72	528	193	511	295	248	275	126	425	175	73	125	1003	105	93	1123	62	1517	633	265	228	785	558	462	39	
585	390	885	250	120	140	355	180	170	140	210	1230	625	225	1380	1500	110	530	220	120	315	330	1100	300	330	75	520	200	485	290	230	280	125	445	190	75	130	980	110	90	1145	55	1550	630	270	230	780	560	470	45	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388	203	579	142	74	69	259	114	97	102	151	718	387	128	816	912	65	348	147	92	205	162	636	190	218	51	374	147	321	197	149	153	87	282	96	52	83	597	70	59	726	44	885	364	182	145	438	359	315	24	
36	28	35	13	5	8	30	10	8	13	2	41	13	20	47	77	3	29	7	0	5	14	17	7	22	2	12	7	8	11	5	28	17	31	8	0	3	57	7	11	28	5	21	20	9	11	30	29	21	4	
161	159	271	95	41	63	66	56	65	25	57	471	225	77	517	511	42	153	66	28	105	154	447	103	90	22	134	46	156	82	76	99	21	132	86	23	44	326	33	20	391	6	644	246	79	74	312	172	134	17	
36	28	35	13	5	8	30	10	8	13	2	41	13	20	47	77	3	29	7	0	5	14	17	7	22	2	12	7	8	11	5	28	17	31	8	0	3	57	7	11	28	5	21	20	9	11	30	29	21	4	
388	203	579	142	74	69	259	114	97	102	151	718	387	128	816	912	65	348	147	92	205	162	636	190	218	51	374	147	321	197	149	153	87	282	96	52	83	597	70	59	725	44	885	364	182	145	438	359	315	24	
6	0	11	4	2	0	3	0	0	0	1	11	6	1	8	12	1	4	0	1	2	7	18	2	0	1	5	1	6	0	3	1	0	1	1	0	1	6	0	0	9	1	17	7	4	0	9	7	0	2	
418	231	603	151	77	77	286	124	105	115	152	748	394	147	855	977	67	373	154	91	208	169	635	195	240	52	381	153	323	208	151	180	104	312	103	52	85	648	77	70	744	48	889	377	187	156	459	381	336	26	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	2	7	0	0	0	2	1	0	0	1	3	2	1	6	3	0	0	0	0	0	0	2	3	3	1	2	1	0	1	0	0	1	1	0	0	0	3	0	0	4	0	3	6	1	3	4	2	1	0	
63	20	68	16	13	10	12	13	4	8	10	122	64	17	129	122	6	36	9	5	14	15	106	23	16	6	83	1	46	8	10	11	10	29	7	2	4	65	7	12	105	2	134	41	20	24	41	40	28	0	
29	17	39	8	10	0	15	3	8	13	21	40	26	7	51	48	8	23	4	6	16	8	42	11	11	0	22	6	18	15	12	14	5	17	10	2	2	27	2	7	50	3	48	23	16	20	44	20	13	0	
314	190	482	126	54	66	250	97	90	92	119	571	296	119	650	772	53	312	141	79	177	145	470	153	207	44	259	143	244	181	124	154	87	260	85	48	77	541	66	51	548	42	685	297	144	106	359	307	289	26	
3	0	1	0	0	1	3	3	2	1	1	4	0	2	6	11	0	1	0	1	1	1	8	1	1	0	10	0	7	3	3	0	0	1	0	0	1	3	0	0	15	1	4	1	3	2	7	3	3	0	
2	1	1	1	0	0	0	0	1	1	0	3	4	0	5	5	0	1	0	0	0	0	4	0	1	0	3	0	3	0	1	1	0	1	1	0	0	3	2	0	11	0	4	3	2	1	1	3	1	0	
2	0	2	0	0	0	1	1	0	0	0	2	2	1	4	8	0	0	0	0	0	0	3	3	0	0	2	0	3	0	1	0	0	2	0	0	1	4	0	0	6	0	6	1	0	0	2	3	1	0	
2	1	3	0	0	0	3	6	0	0	0	3	0	0	4	8	0	0	0	0	0	0	0	1	1	1	0	2	2	0	0	0	1	1	0	0	0	2	0	0	5	0	5	5	1	0	1	3	0	0	
