"УИК №1901"	"УИК №1902"	"УИК №1903"	"УИК №1904"	"УИК №1905"	"УИК №1906"	"УИК №1907"	"УИК №1908"	"УИК №1909"	"УИК №1910"	"УИК №1911"	"УИК №1912"	"УИК №1913"	"УИК №1914"	"УИК №1915"	"УИК №1916"	"УИК №1917"	"УИК №1918"	"УИК №1919"	"УИК №1920"	"УИК №1921"	"УИК №1922"	"УИК №1923"	"УИК №1924"	"УИК №1925"	"УИК №1926"	"УИК №1927"	"УИК №1928"	"УИК №1929"	"УИК №1930"	"УИК №1931"	"УИК №1932"	"УИК №1933"	"УИК №1934"	"УИК №1935"	"УИК №1936"	
1214	961	1073	487	1026	675	1166	278	733	670	78	82	348	416	312	90	91	264	379	172	223	1546	645	1852	249	634	176	491	941	188	197	396	1040	315	410	248	
1265	970	1060	490	1065	710	1235	290	750	710	85	80	365	425	330	95	80	270	385	170	220	1565	675	1885	255	620	165	510	970	190	200	405	1110	320	420	260	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
592	755	594	300	630	434	775	186	525	550	54	67	248	300	245	53	46	182	275	111	167	1149	499	1582	189	444	141	311	538	136	149	247	597	245	315	201	
174	62	98	40	148	48	164	58	93	104	10	13	40	48	30	26	21	62	78	45	22	385	133	29	20	73	19	90	260	24	22	80	196	54	66	30	
499	153	368	150	287	228	296	46	132	56	21	0	77	77	55	16	13	26	32	14	31	31	43	274	46	103	5	109	172	30	29	78	317	21	39	29	
174	62	98	40	148	48	164	58	93	104	10	13	40	48	30	26	21	62	78	45	22	385	133	29	20	73	19	90	260	24	22	80	196	54	66	30	
592	755	594	300	630	434	775	186	525	550	54	67	248	300	245	53	46	182	275	111	167	1149	499	1582	189	444	141	311	538	136	149	247	597	245	315	201	
2	6	11	2	17	5	6	0	24	24	0	0	2	1	5	0	0	1	6	2	0	10	5	16	0	1	2	4	0	2	0	3	7	2	0	0	
764	811	681	338	761	477	933	244	594	630	64	80	286	347	270	79	67	243	347	154	189	1524	627	1595	209	516	158	397	798	158	171	324	786	297	381	231	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	6	6	6	0	1	2	0	5	1	0	0	6	2	1	0	0	1	0	2	2	10	10	8	2	3	0	5	0	2	1	0	3	2	2	0	
111	99	116	49	65	88	132	39	53	51	1	2	26	24	12	4	1	8	40	3	19	113	65	163	14	50	8	57	67	19	8	44	67	21	18	12	
59	131	37	12	34	44	41	8	30	16	4	6	24	26	12	6	7	8	21	2	13	49	31	32	16	27	7	6	8	9	8	10	43	15	9	10	
575	560	503	268	656	333	748	193	498	561	59	72	225	287	242	68	58	223	282	146	154	1337	496	1367	174	429	142	323	718	126	153	265	663	258	348	209	
4	4	7	0	3	3	2	1	2	0	0	0	1	5	1	1	1	2	2	1	1	6	8	12	1	4	0	2	0	1	0	3	1	1	2	0	
4	6	2	1	2	6	7	3	5	1	0	0	3	3	1	0	0	1	1	0	0	5	7	9	2	2	1	4	5	1	1	2	6	0	1	0	
3	1	6	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	3	8	2	0	0	0	0	0	0	0	0	2	0	0	0	
4	4	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	0	0	0	0	0	0	1	0	1	0	
