"УИК №879"	"УИК №880"	"УИК №881"	"УИК №882"	"УИК №883"	"УИК №886"	"УИК №887"	"УИК №889"	"УИК №890"	"УИК №891"	"УИК №892"	"УИК №893"	"УИК №894"	"УИК №895"	"УИК №896"	"УИК №897"	"УИК №898"	"УИК №899"	"УИК №900"	"УИК №901"	"УИК №902"	"УИК №903"	"УИК №904"	"УИК №905"	"УИК №906"	"УИК №907"	"УИК №908"	"УИК №909"	"УИК №910"	"УИК №911"	"УИК №912"	
1422	706	1170	1561	628	92	144	612	84	131	76	259	105	573	97	606	99	104	67	597	76	170	46	492	77	834	137	56	430	89	98	
1400	780	1180	1580	615	89	171	660	84	130	80	260	105	555	97	620	93	101	73	600	84	181	54	507	86	838	140	57	430	82	101	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
977	504	755	932	448	80	127	507	76	123	69	171	85	462	84	478	85	89	58	428	58	135	34	364	64	700	71	43	340	70	61	
87	97	117	201	105	7	6	93	8	3	7	80	11	90	7	99	5	7	3	114	11	21	8	115	9	88	56	13	53	12	35	
336	179	308	447	62	2	38	60	0	4	4	9	9	3	6	43	3	5	12	58	15	25	12	28	13	50	13	1	37	0	5	
87	97	117	201	105	7	6	93	8	3	7	80	11	90	7	99	5	7	3	114	11	21	8	115	9	88	56	13	53	12	35	
977	504	755	932	448	80	127	507	76	123	69	171	85	462	84	478	85	89	58	428	58	135	34	364	64	700	71	43	340	70	61	
7	6	13	21	6	1	1	1	0	1	0	3	0	6	1	6	0	2	0	2	2	1	0	36	1	3	0	0	5	2	2	
1057	595	859	1112	547	86	132	599	84	125	76	248	96	546	90	571	90	94	61	540	67	155	42	443	72	785	127	56	388	80	94	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	6	4	9	3	0	0	2	1	0	0	1	0	5	0	5	0	0	0	3	0	1	0	2	0	6	0	1	0	1	2	
176	98	143	201	64	9	7	72	0	1	2	21	3	54	8	47	0	6	1	47	1	9	2	26	1	84	19	7	36	18	6	
77	46	84	105	24	15	27	43	4	11	4	9	5	40	2	62	13	10	0	50	6	5	3	34	11	58	20	14	24	5	6	
768	436	606	767	445	62	91	473	78	107	68	216	86	442	79	448	77	77	59	425	58	137	36	374	60	624	85	34	324	56	80	
11	3	10	12	4	0	2	3	1	0	2	1	0	1	1	2	0	1	1	6	1	0	1	2	0	2	2	0	1	0	0	
11	4	6	11	4	0	4	5	0	0	0	0	2	1	0	3	0	0	0	8	0	1	0	0	0	7	1	0	1	0	0	
3	0	2	4	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	4	0	3	0	0	1	0	0	
1	2	4	3	2	0	1	0	0	6	0	0	0	2	0	3	0	0	0	0	1	2	0	1	0	1	0	0	1	0	0	
