"УИК №1497"	"УИК №1498"	"УИК №1499"	"УИК №1500"	"УИК №1501"	"УИК №1502"	"УИК №1503"	"УИК №1504"	"УИК №1505"	"УИК №1506"	"УИК №1507"	"УИК №1508"	"УИК №1509"	"УИК №1510"	"УИК №1511"	"УИК №1512"	"УИК №1513"	"УИК №1514"	"УИК №1515"	"УИК №1516"	"УИК №1517"	"УИК №1518"	"УИК №1519"	"УИК №1520"	"УИК №1521"	"УИК №1522"	"УИК №1523"	"УИК №1524"	"УИК №1525"	"УИК №1526"	"УИК №1527"	"УИК №1528"	"УИК №1529"	"УИК №1530"	"УИК №1531"	"УИК №1532"	"УИК №1533"	"УИК №1534"	"УИК №1572"	
400	912	2260	1614	2550	2622	1534	1349	2750	1413	1617	1443	2644	1846	1687	2847	1926	2703	2830	2153	1742	1441	1601	1338	2067	1857	2268	1811	1678	1503	1551	2865	2899	2529	2663	2715	2795	1427	919	
400	850	2245	1600	2650	2750	1550	1350	2800	1500	1650	1450	2750	1750	1600	2800	1950	2750	2850	2170	1750	1450	1550	1300	2050	1900	2250	1800	1700	1500	1550	2850	2950	2199	2700	2750	2850	1385	793	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	655	1463	979	1598	1929	1120	976	1981	911	1174	970	1455	1030	1006	1793	1452	1585	1816	1265	1065	849	902	921	1351	1354	1730	1250	1460	1132	1289	1669	1767	1883	1647	1567	1739	891	686	
400	61	227	127	204	99	124	22	56	127	41	40	76	136	79	53	34	56	75	62	35	40	49	96	124	74	45	112	39	11	14	52	118	47	27	26	42	19	10	
0	134	555	494	848	722	306	352	763	462	435	440	1219	584	515	954	464	1109	959	843	650	561	599	283	575	472	475	438	201	357	247	1129	1065	269	1026	1157	1069	475	97	
400	61	227	127	204	99	124	22	56	127	41	40	76	136	79	53	34	56	75	62	35	40	49	96	124	74	45	112	39	11	14	52	118	47	27	26	42	19	10	
0	655	1463	979	1598	1929	1120	976	1981	911	1174	970	1455	1030	1006	1793	1452	1585	1815	1265	1065	849	902	921	1351	1354	1730	1250	1460	1132	1289	1669	1767	1883	1647	1567	1739	891	686	
0	0	23	15	7	7	0	0	73	11	3	2	19	13	34	18	15	35	9	28	0	0	12	0	10	13	0	0	152	8	6	37	19	3	36	19	23	14	0	
400	716	1667	1091	1795	2021	1244	998	1964	1027	1212	1008	1512	1153	1051	1828	1471	1606	1881	1299	1100	889	939	1017	1465	1415	1775	1362	1347	1135	1297	1684	1866	1927	1638	1574	1758	896	696	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	1	5	12	14	13	5	7	9	8	7	5	6	12	4	13	15	14	14	6	4	4	2	2	13	11	2	0	6	6	30	13	19	40	14	7	12	3	2	
33	95	248	138	270	422	147	119	250	127	134	121	170	166	117	135	181	221	218	190	150	99	128	143	225	118	226	136	135	126	143	267	242	174	287	166	150	113	97	
29	16	76	40	103	78	79	89	82	41	55	92	98	40	45	54	100	108	69	78	31	30	60	52	53	57	33	82	40	90	117	112	102	97	102	81	123	45	30	
315	583	1250	848	1352	1441	995	749	1532	792	969	758	1131	865	831	1553	1108	1164	1493	963	842	733	704	810	1114	1196	1508	1103	1145	906	977	1206	1440	1447	1149	1248	1384	707	543	
6	9	43	18	16	28	9	12	38	23	15	14	43	30	19	27	23	31	31	30	24	8	18	2	26	19	2	11	5	2	1	35	25	39	32	25	23	16	16	
6	4	14	12	6	16	2	7	18	11	7	6	15	10	9	5	10	13	15	11	13	6	12	2	8	5	1	8	6	3	17	19	9	45	17	14	19	5	2	
1	5	13	16	12	7	3	6	13	12	5	3	21	13	4	11	7	18	15	7	13	5	3	1	13	4	1	2	5	1	8	8	13	22	17	19	19	1	4	
5	3	18	7	22	16	4	9	22	13	20	9	28	17	22	30	27	37	26	14	23	4	12	5	13	5	2	20	5	1	4	24	16	63	20	14	28	6	2	
