"УИК №838"	"УИК №839"	"УИК №840"	"УИК №841"	"УИК №842"	"УИК №843"	"УИК №844"	"УИК №845"	"УИК №846"	"УИК №847"	"УИК №848"	"УИК №849"	"УИК №850"	"УИК №851"	"УИК №852"	"УИК №853"	"УИК №854"	"УИК №855"	"УИК №856"	"УИК №857"	"УИК №858"	"УИК №859"	"УИК №860"	"УИК №861"	"УИК №862"	"УИК №863"	"УИК №864"	"УИК №865"	"УИК №866"	"УИК №867"	"УИК №868"	"УИК №869"	"УИК №870"	"УИК №871"	"УИК №872"	"УИК №873"	"УИК №874"	"УИК №875"	"УИК №876"	"УИК №877"	"УИК №878"	"УИК №879"	"УИК №880"	"УИК №881"	"УИК №882"	"УИК №883"	"УИК №884"	"УИК №885"	"УИК №886"	"УИК №887"	"УИК №888"	"УИК №889"	"УИК №890"	"УИК №891"	
893	826	1293	1657	1440	1469	1448	1428	1422	1525	1332	1348	1580	1259	1495	1556	1638	1344	1593	1487	1433	1922	1524	1368	1684	1262	2069	2236	1494	1474	1333	1464	1830	1496	1515	1394	1163	1054	398	1704	993	1513	1281	1076	791	1344	1232	1137	265	506	1619	1331	1127	1700	
909	824	1322	1703	1416	1477	1451	1459	1445	1526	1377	1342	1617	1286	1497	1563	1671	1408	1609	1488	1448	1973	1554	1389	1728	1287	2103	2278	1518	1512	1382	1518	1861	1541	1498	1397	1176	1045	669	1740	1042	1385	1269	1077	800	1362	1278	1193	245	477	1651	1256	1177	1716	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
479	431	731	890	819	929	958	860	832	898	746	798	1027	757	918	980	957	925	981	871	952	1258	980	872	1079	829	1397	1493	914	925	880	970	1233	612	807	750	669	524	381	1048	626	748	762	608	524	879	779	547	137	304	1018	871	706	1096	
10	20	26	42	80	23	22	30	39	30	20	13	33	28	42	35	18	27	31	40	39	47	51	29	17	23	15	36	38	27	27	18	11	22	76	28	26	24	17	49	21	107	28	17	31	36	32	33	13	18	26	18	19	25	
420	373	565	771	517	525	471	569	574	598	611	531	557	501	537	548	696	456	597	577	457	668	523	488	632	435	691	749	566	560	475	530	617	907	615	619	481	497	271	642	395	530	479	452	245	447	467	613	95	155	607	367	452	595	
10	20	26	42	80	23	22	30	39	30	20	13	33	28	42	35	18	27	31	40	39	47	51	29	17	23	15	36	38	27	27	18	11	22	76	28	26	24	17	49	21	107	28	17	31	36	32	33	13	18	26	18	19	25	
479	431	731	890	739	929	957	860	832	898	746	798	1027	757	918	980	957	925	981	871	952	1258	980	872	1079	829	1397	1493	914	925	879	970	1233	612	807	750	669	524	381	1048	622	748	762	608	524	879	779	547	137	304	1018	871	706	1096	
4	8	8	8	17	19	15	12	11	9	9	5	12	10	12	9	15	15	6	12	11	13	15	16	22	11	16	18	9	14	11	12	8	7	13	10	9	10	2	7	0	6	10	5	4	9	11	6	2	2	15	18	19	13	
485	443	749	924	802	933	964	878	860	919	757	806	1048	775	948	1006	960	937	1006	899	980	1292	1016	885	1074	841	1396	1511	943	938	895	976	1236	627	870	768	686	538	396	1090	643	849	780	620	551	906	800	574	148	320	1029	871	706	1108	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	5	7	5	3	4	5	9	9	7	6	7	10	8	12	6	3	8	10	4	9	15	9	5	11	6	7	14	3	4	6	8	8	5	5	3	2	5	2	9	3	7	3	1	2	7	14	5	1	1	7	5	6	6	
78	63	120	156	131	156	160	136	171	155	150	147	148	125	137	155	163	132	159	133	178	213	166	163	176	139	231	233	156	169	125	161	202	106	171	146	110	88	84	158	97	159	161	142	88	164	147	109	29	43	180	137	115	176	
43	23	56	63	71	66	51	70	60	81	58	51	77	61	54	66	57	74	68	61	54	93	76	46	62	55	91	107	63	54	62	56	79	59	70	68	41	39	34	82	54	73	54	40	31	59	57	49	5	27	62	60	47	87	
345	337	555	659	558	679	708	629	596	656	516	572	789	560	721	752	708	687	730	668	715	926	728	650	791	611	999	1101	690	683	659	717	915	433	594	534	518	391	259	820	469	586	541	426	418	646	550	400	108	240	743	638	514	798	
7	5	6	18	17	7	19	8	10	7	10	10	7	7	11	11	9	16	15	14	8	16	14	10	11	10	32	19	9	14	10	8	10	9	15	5	6	4	3	10	2	13	6	4	5	7	10	4	2	3	12	13	10	20	
1	1	2	7	8	11	3	6	9	5	9	8	3	6	4	4	6	7	8	5	4	11	13	2	8	12	7	14	9	2	14	10	7	6	6	4	6	9	5	3	9	7	5	1	5	14	13	5	2	2	9	6	6	10	
4	5	2	10	6	6	9	7	2	4	5	7	8	4	2	5	9	8	10	7	5	7	6	5	7	4	13	15	4	8	9	8	7	6	5	4	2	0	4	3	6	3	6	1	2	6	7	2	0	2	8	8	4	5	
3	4	1	6	8	4	9	13	3	4	3	4	6	4	7	7	5	5	6	7	7	11	4	4	8	4	16	8	9	4	10	8	8	3	4	4	1	2	5	5	3	1	4	5	0	3	2	0	1	2	8	4	4	6	
