"УИК №646"	"УИК №647"	"УИК №648"	"УИК №649"	"УИК №650"	"УИК №651"	"УИК №652"	"УИК №653"	"УИК №654"	"УИК №655"	"УИК №656"	"УИК №657"	"УИК №658"	"УИК №659"	"УИК №660"	"УИК №661"	"УИК №662"	"УИК №663"	"УИК №860"	"УИК №861"	
241	527	532	431	487	671	406	596	298	312	132	416	351	319	158	250	94	263	28	18	
220	500	440	400	480	640	400	600	300	300	100	400	320	280	160	220	90	300	30	20	
0	0	0	0	0	267	0	36	0	0	0	0	20	0	0	0	0	0	0	0	
154	269	303	278	262	260	234	297	211	217	90	224	161	160	100	166	51	259	28	18	
9	23	45	11	16	9	8	29	0	2	3	54	33	30	4	4	15	4	0	0	
57	208	92	111	202	104	158	238	89	81	7	122	106	90	56	50	24	37	2	2	
9	23	45	11	16	276	8	65	0	2	3	54	53	30	4	4	15	4	0	0	
154	269	301	278	262	260	234	297	211	217	90	224	161	160	100	166	51	259	28	18	
5	1	5	9	11	13	5	5	1	4	0	5	3	2	1	1	1	11	0	0	
158	291	341	280	267	523	237	357	210	215	93	273	211	188	103	169	65	252	28	18	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	1	3	2	2	2	1	2	1	2	1	1	4	0	1	1	1	0	0	0	
10	18	24	20	18	60	12	18	6	22	9	11	9	11	7	5	3	28	2	3	
17	44	50	39	26	74	40	27	25	20	9	28	23	15	20	20	9	45	11	6	
118	219	255	211	211	359	173	298	173	169	71	227	164	159	72	141	52	169	14	8	
5	6	6	6	4	11	3	5	2	1	3	3	1	1	0	2	0	6	0	1	
1	1	2	0	2	4	3	3	1	0	0	3	8	0	3	0	0	2	0	0	
2	2	1	0	3	4	4	2	2	1	0	0	1	0	0	0	0	1	0	0	
1	0	0	2	1	9	1	2	0	0	0	0	1	2	0	0	0	1	1	0	
