"УИК №341"	"УИК №342"	"УИК №343"	"УИК №344"	"УИК №345"	"УИК №346"	"УИК №347"	"УИК №348"	"УИК №349"	"УИК №350"	"УИК №351"	"УИК №352"	"УИК №353"	"УИК №354"	"УИК №355"	"УИК №356"	"УИК №357"	"УИК №358"	"УИК №359"	"УИК №360"	"УИК №361"	"УИК №362"	"УИК №363"	"УИК №364"	"УИК №365"	"УИК №366"	
2116	1890	332	164	442	235	345	446	737	157	528	116	149	234	699	484	93	186	154	347	327	228	417	215	105	128	
1930	1750	320	150	410	220	315	415	680	140	485	110	135	220	640	440	90	170	140	325	300	210	390	200	90	115	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1657	1415	240	134	335	175	260	343	545	121	393	86	112	170	535	386	72	142	113	257	240	171	322	172	79	93	
100	92	25	11	28	15	26	34	60	12	25	9	11	18	49	36	8	14	12	24	25	12	28	10	7	8	
173	243	55	5	47	30	29	38	75	7	67	15	12	32	56	18	10	14	15	44	35	27	40	18	4	14	
100	92	25	11	28	15	26	34	60	12	25	9	11	18	49	36	8	14	12	24	25	12	28	10	7	8	
1657	1415	240	134	335	175	260	343	545	121	393	86	112	170	535	386	72	142	113	257	240	171	322	172	79	93	
7	5	2	3	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	3	2	2	1	0	0	0	
1750	1502	263	142	363	190	285	377	605	133	416	95	123	186	584	422	80	156	125	278	263	181	349	182	86	101	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	5	1	0	0	1	0	0	2	0	1	0	0	0	2	1	0	0	2	0	0	0	0	1	0	0	
145	124	15	2	12	4	21	20	79	8	25	10	5	14	46	38	5	12	3	20	15	16	15	23	5	1	
55	60	23	5	12	5	6	22	44	7	21	5	4	6	35	23	6	7	3	15	8	8	16	10	2	5	
1525	1293	223	133	336	180	254	325	470	116	367	80	112	163	486	354	66	136	116	240	236	154	315	144	79	93	
10	4	0	1	3	0	1	4	1	0	0	0	0	3	3	2	1	1	1	1	0	1	0	2	0	0	
4	7	1	1	0	0	1	4	6	2	1	0	0	0	4	4	0	0	0	0	4	1	0	1	0	0	
2	3	0	0	0	0	1	2	1	0	1	0	0	0	7	0	2	0	0	1	0	0	3	1	0	2	
4	6	0	0	0	0	1	0	2	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	
