"УИК №188"	"УИК №189"	"УИК №190"	"УИК №191"	"УИК №192"	"УИК №193"	"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №1908"	"УИК №1909"	"УИК №1910"	"УИК №1911"	
2753	2555	2573	1842	1782	2056	2049	2632	2488	2664	2108	2977	2117	2126	2203	2331	2568	2377	2703	2364	2221	2370	1517	1739	1906	2464	1930	2210	1935	1257	2601	1801	2776	761	584	231	287	
2200	2100	2050	1600	1500	1800	1800	2250	2200	2400	1850	2700	1900	1800	1900	1900	2200	1800	2300	2000	1800	2200	1300	1500	1600	2200	1600	1900	1500	1200	1900	1750	2400	1000	1000	500	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1695	1648	1704	1006	863	1196	1141	1399	1511	1598	1425	1947	1298	1453	1313	1413	1340	1450	1401	1159	1251	1370	856	1022	1205	1361	1212	1281	1194	892	1664	1319	2088	757	582	191	285	
96	31	82	61	127	91	45	137	45	34	35	36	34	53	59	65	44	43	41	41	29	131	83	26	49	77	70	41	137	35	58	42	29	0	0	40	0	
409	421	264	533	510	513	614	714	644	768	390	717	568	294	528	422	816	307	858	800	520	699	361	452	346	762	318	578	169	273	178	389	283	243	418	269	315	
96	31	82	61	127	91	45	137	45	34	35	36	34	53	59	65	44	43	41	41	29	131	83	26	49	77	70	41	137	35	58	42	29	0	0	40	0	
1695	1648	1702	1006	861	1189	1141	1399	1511	1598	1425	1946	1298	1453	1313	1413	1339	1450	1401	1158	1251	1370	855	1021	1205	1361	1211	1281	1194	892	1663	1319	2085	756	582	191	285	
24	17	25	10	14	17	25	26	13	20	18	16	22	17	11	21	16	11	24	24	13	17	12	12	19	17	12	13	11	8	27	12	39	12	9	4	3	
1767	1662	1759	1057	974	1263	1161	1510	1543	1612	1442	1966	1310	1489	1361	1457	1367	1482	1418	1175	1267	1484	926	1035	1235	1421	1269	1309	1320	919	1694	1349	2075	744	573	227	282	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	6	12	12	6	12	13	9	13	16	11	13	3	14	9	12	10	17	11	5	10	14	4	8	6	14	14	15	10	12	16	9	14	6	4	0	0	
463	399	437	232	244	272	265	383	397	418	330	449	319	361	307	381	309	325	378	235	286	312	204	213	264	340	288	318	285	192	417	326	575	143	104	54	65	
146	94	117	77	61	112	94	118	84	119	127	114	93	91	81	100	131	105	151	117	104	85	56	79	97	78	70	72	95	36	90	63	132	44	22	24	20	
1083	1091	1113	713	614	814	742	936	989	1007	930	1299	839	953	902	910	854	971	846	784	813	1027	625	699	811	929	811	815	849	624	1055	840	1241	515	427	141	188	
29	33	28	7	20	19	16	20	25	20	22	38	20	18	21	19	30	21	13	12	26	13	10	14	24	26	42	31	34	17	52	53	48	15	7	5	3	
11	11	18	3	8	16	14	11	4	7	3	19	6	8	9	12	8	7	9	6	9	9	5	8	9	13	9	16	10	9	15	5	14	6	3	2	2	
15	12	12	8	6	7	6	15	9	12	10	15	14	13	10	7	4	11	5	7	8	8	9	7	13	8	16	13	8	7	19	21	20	3	2	0	2	
13	16	22	5	15	11	11	18	22	13	9	19	16	31	22	16	21	25	5	9	11	16	13	7	11	13	19	29	29	22	30	32	31	12	4	1	2	
