"УИК №170"	"УИК №171"	"УИК №172"	"УИК №173"	"УИК №174"	"УИК №175"	"УИК №176"	"УИК №177"	"УИК №178"	"УИК №179"	"УИК №180"	"УИК №181"	"УИК №182"	"УИК №183"	"УИК №184"	"УИК №185"	"УИК №186"	"УИК №187"	"УИК №188"	"УИК №189"	"УИК №190"	"УИК №191"	"УИК №192"	
979	1956	804	2538	2072	594	1411	242	389	663	801	244	882	304	442	863	398	218	1109	876	1222	926	1121	
950	1740	770	2390	1920	540	1320	230	370	650	740	240	850	270	420	850	390	230	1030	850	1130	860	1040	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
647	1225	526	1453	1235	449	750	167	291	437	549	193	627	210	309	557	337	164	804	708	804	544	630	
211	113	158	347	381	90	302	51	62	127	133	21	202	55	66	208	17	37	145	134	185	175	211	
92	402	86	590	304	1	268	12	17	86	58	26	21	5	45	85	36	29	81	8	141	141	199	
211	113	158	347	381	90	302	51	62	127	133	21	202	55	66	208	17	37	145	134	185	175	211	
647	1225	526	1453	1235	449	750	167	291	437	549	193	627	210	309	557	337	164	804	708	804	544	630	
0	19	2	7	31	3	7	16	1	4	7	1	0	14	1	0	2	0	0	2	16	10	5	
858	1319	682	1793	1585	536	1045	202	352	560	675	213	829	251	374	765	352	201	949	840	973	709	836	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	5	2	10	14	1	4	0	0	2	1	1	6	0	0	0	0	0	1	2	3	1	7	
93	180	31	242	212	30	60	12	30	66	70	12	6	9	33	13	25	18	96	18	35	62	73	
25	46	30	37	140	16	38	11	15	6	19	7	34	1	4	3	10	6	28	5	23	12	19	
731	1059	613	1476	1160	486	930	173	301	481	580	188	755	240	336	747	317	173	808	809	907	626	726	
1	10	2	9	16	2	3	2	4	1	1	2	7	0	1	1	0	0	2	1	2	4	2	
2	5	3	8	19	1	8	2	0	2	4	1	2	1	0	1	0	1	6	2	1	3	7	
2	5	1	3	10	0	0	2	2	1	0	1	4	0	0	0	0	3	6	2	1	0	0	
2	9	0	8	14	0	2	0	0	1	0	1	15	0	0	0	0	0	2	1	1	1	2	
