"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	
1301	1012	530	410	161	494	480	1001	1554	2582	718	1696	793	143	1435	927	674	405	409	189	1334	928	1296	1071	723	412	541	1679	927	589	1555	2068	672	528	2083	953	656	725	648	146	603	2133	1411	
1250	1000	500	400	170	500	480	950	1500	2400	700	1650	750	120	1350	950	620	410	430	170	1250	900	1250	1050	650	400	500	1600	900	540	1350	1950	580	500	2050	950	650	730	670	150	600	2050	1350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
810	586	279	160	105	218	290	544	782	1595	468	744	473	77	917	549	322	156	191	87	840	600	866	534	523	234	361	958	567	408	935	1316	436	321	1120	617	400	396	394	64	370	1333	942	
111	196	86	111	26	146	95	93	94	146	51	194	45	14	79	164	137	109	138	41	40	38	48	167	23	55	8	83	103	21	90	65	76	73	130	55	78	132	83	54	73	73	36	
329	218	135	129	39	136	95	313	624	659	181	712	232	29	354	237	161	145	101	42	370	262	336	349	104	111	131	559	230	111	325	569	68	106	800	278	172	202	193	32	157	644	372	
111	196	86	111	26	146	95	93	94	146	51	194	45	14	79	164	137	109	138	41	40	38	48	167	23	55	8	83	103	21	90	65	76	73	130	55	78	132	83	54	73	73	36	
810	586	279	160	105	218	290	544	780	1594	468	744	473	77	917	549	322	156	191	87	840	600	866	534	523	234	361	958	567	408	935	1316	436	321	1120	617	400	396	394	64	370	1333	942	
8	11	0	2	0	0	4	3	9	18	9	5	7	2	9	5	7	4	0	0	12	12	11	8	3	1	3	18	10	5	10	17	3	3	13	8	8	4	3	3	3	28	11	
913	771	365	269	131	364	381	634	865	1722	510	933	511	89	987	708	452	261	329	128	868	626	903	693	543	288	366	1023	660	424	1015	1364	509	391	1237	664	470	524	474	115	440	1378	967	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	6	3	1	1	1	4	1	4	15	2	11	6	0	5	3	2	1	5	2	8	3	5	5	4	0	6	9	6	3	11	17	1	4	9	0	1	4	1	0	3	10	6	
87	92	35	31	6	43	46	61	89	224	66	134	33	10	101	103	75	16	31	21	100	68	100	65	51	38	35	150	71	44	123	152	46	41	179	72	49	63	33	4	61	138	108	
68	65	27	11	18	45	62	55	65	144	64	78	54	9	79	64	36	27	44	10	73	55	67	70	56	34	37	99	80	34	76	135	40	56	94	62	46	50	55	10	30	120	83	
728	591	292	215	104	269	253	491	665	1257	352	669	407	67	762	516	329	209	238	92	651	475	685	527	411	209	270	719	487	321	728	995	402	277	881	504	368	389	364	100	322	1055	730	
9	6	5	6	1	3	6	13	15	41	11	16	4	1	16	9	2	2	5	0	16	11	13	13	14	6	12	21	5	13	30	27	4	3	31	12	6	10	12	1	8	24	22	
3	3	0	4	0	0	7	5	9	5	3	4	5	2	10	6	4	1	1	1	4	6	10	8	0	0	3	2	4	2	10	16	6	4	8	6	0	2	5	0	10	6	4	
5	4	2	1	0	3	0	3	10	16	4	15	2	0	9	3	1	2	3	2	10	4	12	3	3	1	2	13	2	5	17	12	4	5	11	4	0	3	1	0	2	10	7	
8	4	1	0	1	0	3	5	8	20	8	6	0	0	5	4	3	3	2	0	6	4	11	2	4	0	1	10	5	2	20	10	6	1	24	4	0	3	3	0	4	15	7	
