"УИК №1237"	"УИК №1238"	"УИК №1239"	"УИК №1240"	"УИК №1241"	"УИК №1242"	"УИК №1243"	"УИК №1244"	"УИК №1245"	"УИК №1246"	"УИК №1247"	"УИК №1248"	"УИК №1249"	"УИК №1250"	"УИК №1251"	"УИК №1252"	"УИК №1253"	"УИК №1254"	"УИК №1255"	"УИК №1256"	"УИК №1257"	"УИК №1258"	"УИК №1259"	"УИК №1260"	"УИК №1261"	"УИК №3684"	"УИК №3685"	"УИК №3686"	
2606	1312	2868	2599	2422	2436	2442	2268	2277	1424	1976	1577	2821	2357	2113	2374	2068	2158	2377	2685	2451	2261	2357	473	251	723	595	85	
1700	1000	2000	2500	1700	2000	1600	1500	2000	1000	1500	1500	2000	2000	1500	2000	1500	1500	2500	2000	1500	2500	2000	750	650	1000	1500	150	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1382	705	1686	1551	1433	1376	1467	1190	1383	812	1139	912	1673	1489	1225	1408	1174	1140	1283	1546	1376	1326	1457	322	154	375	579	81	
36	52	59	45	37	48	63	77	63	28	39	43	55	23	41	55	40	73	69	43	55	40	90	5	3	335	0	0	
282	243	255	904	230	576	70	233	554	160	322	545	272	488	234	537	286	286	1148	411	69	1134	452	423	493	290	921	69	
36	52	59	45	37	48	63	77	63	28	39	43	55	23	41	55	40	73	69	43	55	40	90	5	3	335	0	0	
1382	705	1684	1551	1415	1374	1467	1188	1377	810	1136	910	1670	1486	1223	1404	1174	1128	1282	1545	1373	1326	1456	320	154	375	579	81	
24	7	18	25	20	28	23	17	12	9	11	16	16	20	39	26	19	20	24	39	19	18	29	1	2	10	7	0	
1394	750	1725	1571	1432	1394	1507	1248	1428	829	1164	937	1709	1489	1225	1433	1195	1181	1327	1549	1409	1348	1517	324	155	700	572	81	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	13	11	14	23	16	26	18	18	8	16	9	24	18	18	18	8	5	16	23	15	7	11	7	2	7	7	0	
232	102	202	212	161	156	221	156	180	114	150	122	217	153	151	179	126	133	144	219	186	162	259	50	18	93	63	12	
73	34	85	61	89	55	49	62	51	36	65	45	73	83	77	72	72	71	92	82	85	72	85	20	15	50	40	8	
946	496	1215	1120	993	1001	978	868	974	535	822	629	1239	1106	868	1009	914	858	974	1101	1010	973	1035	228	97	498	419	59	
55	37	82	68	69	54	107	45	75	60	35	58	71	67	50	71	30	49	43	56	45	57	57	4	8	19	21	0	
8	2	12	18	13	9	13	9	14	8	12	6	11	8	10	11	9	8	11	3	11	13	11	4	2	6	4	1	
21	18	39	19	27	36	29	33	27	19	18	23	30	25	15	31	13	22	18	19	27	25	21	3	3	9	8	1	
48	48	79	59	57	67	84	57	89	49	46	45	44	29	36	42	23	35	29	46	30	39	38	8	10	18	10	0	
