"УИК №1773"	"УИК №1774"	"УИК №1775"	"УИК №1776"	"УИК №1777"	"УИК №1778"	"УИК №1779"	"УИК №1780"	"УИК №1781"	"УИК №1782"	"УИК №1783"	"УИК №1784"	"УИК №1785"	"УИК №1786"	"УИК №1787"	"УИК №1788"	"УИК №1789"	"УИК №1790"	"УИК №1791"	"УИК №1792"	"УИК №1793"	
1334	1237	1326	616	891	1130	177	153	395	264	691	587	161	691	270	114	539	153	380	144	1437	
1240	1170	1230	580	830	1100	170	150	390	250	670	590	170	660	250	100	520	140	380	130	1350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
824	716	786	423	515	587	119	85	212	133	426	426	100	426	149	84	345	120	262	92	899	
64	48	89	12	63	65	15	9	24	46	48	63	32	34	29	3	50	5	14	14	91	
352	406	355	145	252	448	36	56	154	71	196	101	38	200	72	13	125	15	104	24	360	
64	48	89	12	63	65	15	9	24	46	48	63	32	34	29	3	50	5	14	14	91	
824	716	786	423	515	587	119	85	212	133	426	426	100	426	149	84	345	120	262	92	898	
7	12	21	1	7	8	0	1	3	5	1	4	1	4	1	2	1	3	1	1	17	
881	752	854	434	571	644	134	93	233	174	473	485	131	456	177	85	394	122	275	105	972	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	3	6	1	2	5	0	2	0	2	0	2	1	3	1	0	2	1	0	0	5	
254	202	241	107	102	158	19	12	36	32	115	61	11	64	18	12	34	21	50	8	210	
56	77	77	38	55	44	8	2	23	27	55	48	18	52	5	1	39	6	17	7	84	
546	458	511	277	402	413	106	71	166	110	299	367	98	329	152	72	314	93	203	90	659	
3	1	9	1	3	7	0	3	3	1	0	3	1	3	0	0	1	0	1	0	6	
4	8	6	4	5	12	0	1	4	0	2	2	1	4	0	0	0	0	2	0	6	
5	1	0	3	1	3	1	0	1	1	2	1	1	1	1	0	2	0	1	0	0	
5	2	4	3	1	2	0	2	0	1	0	1	0	0	0	0	2	1	1	0	2	
