"УИК №187"	"УИК №188"	"УИК №189"	"УИК №190"	"УИК №191"	"УИК №192"	"УИК №193"	"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	
1341	1520	1532	594	606	433	670	200	832	111	141	410	707	378	678	108	528	514	201	503	378	245	
1300	1400	1450	570	600	450	600	200	800	120	140	380	650	350	680	110	500	550	200	500	370	230	
135	0	0	0	0	0	51	0	0	17	0	49	56	0	0	9	0	55	43	116	65	33	
561	875	897	332	369	236	344	115	445	62	89	205	320	232	328	38	279	256	88	187	175	98	
44	71	35	25	69	79	65	9	37	13	20	24	87	32	94	29	48	42	23	27	23	58	
560	454	518	213	162	135	140	76	318	28	31	102	187	86	258	34	173	197	46	170	107	41	
179	71	35	25	69	79	116	9	37	30	20	73	143	32	94	38	48	97	66	143	88	91	
561	875	897	332	369	236	344	115	445	62	89	205	320	232	328	38	279	256	88	187	175	98	
10	8	9	0	5	3	6	0	8	0	0	2	6	0	4	1	2	2	1	3	4	0	
730	938	923	357	433	312	454	124	474	92	109	276	457	264	418	75	325	351	153	327	259	189	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	4	7	0	5	1	3	1	0	0	0	1	1	1	0	1	1	5	0	0	1	0	
60	108	109	36	79	20	36	7	45	6	2	21	43	22	22	3	35	30	3	20	38	9	
58	84	80	44	26	25	23	16	35	10	10	34	59	27	31	6	25	27	18	39	23	19	
596	722	703	273	315	263	385	99	389	76	96	216	349	208	361	64	256	284	132	265	191	159	
6	9	10	0	2	1	3	1	2	0	0	1	3	0	2	0	3	1	0	3	3	0	
0	6	2	3	4	1	1	0	3	0	0	0	2	6	0	1	1	1	0	0	1	2	
2	2	9	1	1	1	1	0	0	0	0	2	0	0	0	0	4	3	0	0	0	0	
1	3	3	0	1	0	2	0	0	0	1	1	0	0	2	0	0	0	0	0	2	0	
