"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	
1381	1327	1327	1211	1586	1700	2142	2493	1872	1562	1465	1150	1021	976	1234	1571	1245	674	1017	1226	1331	796	1163	883	506	
1424	1297	1212	1074	1602	1611	2136	2342	1872	1562	1484	1135	1021	1058	1303	1600	1278	669	1059	1321	1321	905	1213	946	518	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1317	1269	1159	1047	1470	1519	1770	1810	1828	1344	1384	1004	970	955	1112	1463	1179	656	1000	1191	1294	711	1093	852	486	
37	8	14	27	32	60	17	61	21	38	21	17	28	21	23	70	17	6	5	6	27	52	41	22	20	
70	20	39	0	100	32	349	471	23	180	79	114	23	82	168	67	82	7	54	124	0	142	79	72	12	
37	8	14	27	32	60	17	61	21	38	21	17	28	21	23	70	17	6	5	6	27	52	41	22	20	
1317	1269	1159	1047	1470	1519	1770	1810	1828	1344	1384	1004	970	955	1112	1463	1179	656	1000	1191	1294	711	1093	852	486	
12	5	4	0	11	0	14	21	20	14	8	9	12	0	16	12	5	0	0	6	0	4	0	4	0	
1342	1272	1169	1074	1491	1579	1773	1850	1829	1368	1397	1012	986	976	1119	1521	1191	662	1005	1191	1321	759	1134	870	506	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	3	5	0	2	4	1	5	2	2	5	1	4	0	7	3	0	0	0	1	0	1	0	0	0	
141	83	14	5	119	226	73	87	170	62	49	72	64	29	130	78	30	12	5	94	2	35	2	18	2	
16	20	9	0	3	9	1	13	22	26	22	6	14	9	7	18	3	0	1	0	0	1	0	3	1	
1165	1104	1088	1064	1352	1321	1679	1714	1605	1255	1308	921	892	890	928	1413	1150	647	999	1089	1316	714	1131	842	503	
9	6	3	0	6	7	8	10	12	15	6	7	7	0	17	4	3	3	0	4	0	7	1	5	0	
5	5	40	5	2	4	1	6	15	5	2	1	2	0	12	3	1	0	0	2	0	1	0	2	0	
3	1	7	0	2	1	2	5	1	3	3	2	2	0	7	1	0	0	0	0	0	0	0	0	0	
2	50	3	0	5	7	8	10	2	0	2	2	1	48	11	1	4	0	0	1	3	0	0	0	0	
