"УИК №1371"	"УИК №1372"	"УИК №1373"	"УИК №1374"	"УИК №1375"	"УИК №1376"	"УИК №1377"	"УИК №1378"	"УИК №1379"	"УИК №1380"	"УИК №1381"	"УИК №1382"	"УИК №1383"	"УИК №1384"	"УИК №1385"	"УИК №1386"	"УИК №1387"	"УИК №1388"	"УИК №1389"	"УИК №1390"	"УИК №1391"	"УИК №1392"	"УИК №1393"	"УИК №1394"	"УИК №1395"	"УИК №1396"	"УИК №1397"	"УИК №1398"	"УИК №1399"	"УИК №1400"	"УИК №1401"	"УИК №1402"	"УИК №1403"	"УИК №1404"	"УИК №1405"	"УИК №1406"	"УИК №1407"	"УИК №1408"	"УИК №1409"	
109	1178	532	1555	1146	1296	1115	1257	1246	1083	1819	133	857	1532	953	1436	897	1044	1466	1947	1220	242	2114	2206	1353	2432	2387	838	2535	1380	1018	1493	1226	2808	2962	2543	177	204	314	
109	1160	500	1550	1130	1240	1100	1250	1250	1050	1845	133	787	1500	950	1450	850	1040	1450	1950	1200	241	2150	2250	1361	2450	2450	820	2550	1400	1000	1450	1200	2800	3000	2600	174	204	303	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
105	901	445	1226	888	995	843	938	905	809	1289	124	724	1167	756	1139	704	803	1187	1538	993	198	1654	1776	1084	2007	1904	725	2117	1132	834	1272	1066	2286	2440	2036	116	163	271	
3	112	35	155	72	67	68	113	111	82	83	0	33	89	50	42	67	61	38	65	25	16	30	34	22	60	25	10	44	27	22	14	11	37	18	24	33	41	4	
1	147	20	169	170	178	189	199	234	159	473	9	30	244	144	269	79	176	225	347	182	27	466	440	255	383	521	85	389	241	144	164	123	477	542	540	25	0	28	
3	112	35	155	72	67	68	113	111	82	83	0	33	89	50	42	67	61	38	65	25	16	30	34	22	60	25	10	44	27	22	14	11	37	18	24	33	41	4	
105	901	445	1226	885	995	843	938	905	809	1289	124	724	1167	756	1139	704	803	1187	1538	993	198	1654	1776	1083	2007	1904	725	2117	1132	834	1272	1066	2286	2440	2036	116	163	271	
0	4	0	2	5	2	1	4	11	9	24	0	0	3	0	0	4	0	2	27	2	2	38	0	1	10	7	0	13	0	11	8	0	24	10	12	1	0	0	
108	1009	480	1379	952	1060	910	1047	1005	882	1348	124	757	1253	806	1181	767	864	1223	1576	1016	212	1646	1810	1104	2057	1922	735	2148	1159	845	1278	1077	2299	2448	2048	148	204	275	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	3	0	10	3	2	1	2	4	4	13	0	4	3	6	1	2	6	5	18	2	1	11	36	8	5	0	3	4	0	3	7	4	6	9	5	1	1	0	
7	119	46	108	140	161	71	109	67	63	230	1	42	101	62	118	47	64	82	114	148	16	294	127	76	191	169	76	202	164	45	131	101	201	230	196	9	13	22	
2	47	10	40	35	4	43	24	19	17	75	2	17	23	36	30	41	31	18	42	7	5	78	54	55	95	22	17	78	18	23	34	37	104	71	54	7	10	6	
98	821	415	1188	748	880	770	882	897	772	971	120	685	1115	687	1004	648	739	1105	1319	850	188	1198	1521	928	1730	1701	617	1844	951	753	1073	915	1941	2068	1752	127	178	242	
0	9	4	5	6	4	11	19	3	6	19	0	3	4	2	20	12	13	4	29	3	0	24	9	13	14	13	7	12	21	12	15	5	24	33	19	3	1	2	
1	1	1	5	4	4	8	7	2	6	12	1	1	5	2	5	10	2	3	15	2	2	10	36	6	8	5	8	3	0	0	1	4	6	19	9	0	1	1	
0	3	1	11	10	2	3	3	6	7	13	0	3	2	1	2	3	4	3	13	2	0	12	9	9	6	5	3	2	0	5	9	7	3	12	5	0	0	1	
0	6	3	12	6	3	3	1	7	7	15	0	2	0	10	1	4	5	3	26	2	0	19	18	9	8	7	4	3	5	4	8	4	14	6	8	1	0	1	
