"УИК №3301"	"УИК №3302"	"УИК №3303"	"УИК №3304"	"УИК №3305"	"УИК №3306"	"УИК №3307"	"УИК №3308"	"УИК №3309"	"УИК №3310"	"УИК №3311"	"УИК №3312"	"УИК №3313"	"УИК №3314"	"УИК №3315"	"УИК №3316"	"УИК №3317"	"УИК №3318"	"УИК №3319"	"УИК №3320"	"УИК №3321"	"УИК №3322"	"УИК №3323"	"УИК №3324"	"УИК №3325"	"УИК №3326"	"УИК №3327"	"УИК №3328"	"УИК №3329"	"УИК №3330"	"УИК №3331"	
1290	1120	705	608	916	378	421	347	979	143	198	322	980	157	590	596	1031	418	209	355	645	327	1479	539	178	207	132	257	788	332	788	
1290	1120	705	610	900	385	425	350	1015	145	205	315	985	160	580	590	990	410	220	355	615	290	1520	520	170	200	130	265	790	330	800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
747	601	394	382	541	225	288	237	620	89	122	204	497	86	409	406	618	273	140	257	436	223	967	294	125	145	80	154	455	196	512	
27	33	14	5	39	14	27	17	71	9	8	29	31	14	13	15	39	22	8	16	24	10	16	11	13	21	10	32	28	9	13	
516	486	297	223	320	146	110	96	324	47	75	82	457	60	158	169	333	115	72	82	155	57	537	215	32	34	40	79	307	125	275	
27	33	14	5	39	14	27	17	71	9	8	29	31	14	13	15	39	22	8	16	24	10	16	11	13	21	10	32	28	9	13	
746	601	394	382	541	225	288	237	620	89	122	204	497	86	409	406	618	273	140	257	436	223	967	294	125	145	80	154	455	196	512	
9	5	6	1	9	1	0	8	5	0	1	1	4	2	6	5	7	4	1	4	6	3	8	1	0	3	0	1	3	2	5	
764	629	402	386	571	238	315	246	686	98	129	232	524	98	416	416	650	291	147	269	454	230	975	304	138	163	90	185	480	203	520	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	1	0	2	2	1	4	1	3	0	1	1	6	0	5	2	7	0	0	0	1	2	6	1	0	0	1	1	4	2	1	
74	64	45	40	35	24	32	11	51	3	42	32	64	8	37	81	71	16	10	15	42	23	127	26	10	19	5	9	44	20	51	
38	50	28	27	46	11	23	18	69	2	7	18	42	10	21	44	48	30	5	10	47	15	59	17	12	11	7	11	53	17	49	
620	493	326	302	477	197	256	212	545	91	78	180	404	76	344	273	501	242	130	242	352	178	756	249	115	132	74	159	357	160	411	
14	6	1	4	3	1	0	1	6	2	1	0	2	2	5	4	5	1	0	2	6	1	19	3	1	0	0	3	7	2	3	
4	4	1	3	2	2	0	2	8	0	0	1	4	1	3	8	3	1	0	0	1	2	2	6	0	1	0	1	5	0	1	
6	6	1	4	5	0	0	1	3	0	0	0	2	1	0	1	9	1	2	0	2	4	2	1	0	0	2	1	7	1	3	
5	5	0	4	1	2	0	0	1	0	0	0	0	0	1	3	6	0	0	0	3	5	4	1	0	0	1	0	3	1	1	
