"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	"УИК №80"	"УИК №81"	"УИК №82"	"УИК №83"	"УИК №84"	"УИК №85"	"УИК №86"	"УИК №87"	"УИК №88"	"УИК №89"	"УИК №90"	"УИК №91"	
2456	2175	2302	2049	1690	2299	2478	2185	2403	2187	1912	2515	2397	2180	1870	1999	2392	2117	735	1604	2025	2445	2188	1756	2003	1547	2029	1063	674	
2300	2100	2300	1700	1500	2300	2300	2000	2400	2100	2000	2500	2500	2100	1700	1600	2350	2050	600	1300	2000	2300	2000	2000	2000	1300	1800	900	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1608	1620	1797	1513	1217	1862	1833	1244	1994	1868	1446	2070	1953	1913	1489	1426	2114	1802	495	910	1371	1660	1427	1341	1476	944	1187	615	356	
46	283	100	144	177	113	87	53	189	115	144	95	223	45	193	131	111	110	19	350	55	314	108	415	129	176	150	104	172	
646	197	403	43	106	325	380	703	217	117	410	335	324	142	18	43	125	138	86	40	574	326	465	244	395	180	463	181	72	
46	283	100	144	177	113	87	53	189	115	144	95	223	45	193	131	111	110	19	350	55	314	108	415	129	176	150	104	172	
1608	1620	1797	1513	1217	1862	1833	1244	1994	1868	1446	2070	1953	1913	1489	1426	2114	1802	495	910	1371	1660	1427	1341	1347	944	1187	615	356	
18	13	22	13	13	19	13	10	31	19	13	16	20	21	20	8	21	17	6	15	15	19	12	30	18	8	18	5	0	
1636	1890	1875	1644	1381	1956	1907	1287	2152	1964	1577	2149	2156	1937	1662	1549	2204	1895	508	1245	1411	1955	1523	1726	1458	1112	1319	714	528	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

22	10	19	15	8	18	15	11	16	12	12	19	23	15	15	11	25	21	3	19	7	25	12	13	23	6	5	3	7	
174	164	241	145	99	204	197	138	210	188	153	212	227	234	144	104	251	202	68	126	152	241	206	198	197	175	167	112	55	
110	142	101	83	56	155	117	84	122	121	155	148	207	124	72	117	116	108	37	83	105	118	87	116	83	63	98	54	62	
1278	1497	1434	1360	1201	1496	1512	998	1736	1561	1181	1709	1610	1493	1386	1259	1726	1502	369	987	1103	1477	1162	1321	1101	848	1022	532	398	
13	26	37	17	9	30	25	15	33	37	38	17	35	27	22	14	33	27	10	7	16	27	26	26	22	5	10	5	2	
12	17	16	5	1	12	10	12	11	15	5	10	16	14	7	16	17	8	8	5	17	19	8	19	8	6	7	3	1	
17	21	15	12	3	14	14	14	16	14	14	23	22	18	8	14	19	9	4	9	7	18	8	20	15	5	6	3	0	
10	13	12	7	4	27	17	15	8	16	19	11	16	12	8	14	17	18	9	9	4	30	14	13	9	4	4	2	3	
