"УИК №2401"	"УИК №2402"	"УИК №2403"	"УИК №2404"	"УИК №2405"	"УИК №2406"	"УИК №2407"	"УИК №2408"	"УИК №2409"	"УИК №2410"	"УИК №2411"	"УИК №2412"	"УИК №2413"	"УИК №2414"	"УИК №2415"	"УИК №2416"	"УИК №2417"	"УИК №2418"	"УИК №2419"	"УИК №2420"	"УИК №2421"	"УИК №2422"	"УИК №2423"	"УИК №2424"	"УИК №2425"	"УИК №2426"	"УИК №2427"	"УИК №2428"	"УИК №2429"	"УИК №2430"	"УИК №2431"	"УИК №2432"	"УИК №2433"	"УИК №2434"	"УИК №2435"	"УИК №2436"	"УИК №2437"	"УИК №2438"	"УИК №2439"	
447	213	141	68	484	111	88	670	214	108	136	88	643	531	126	215	62	170	449	144	127	443	199	119	255	331	480	897	178	463	829	195	171	1548	1464	1410	517	135	113	
449	215	142	71	483	112	88	691	214	110	138	98	639	560	139	215	65	173	443	145	129	436	200	117	254	336	477	900	177	462	833	191	174	1533	1462	1400	537	140	115	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
348	176	126	63	422	87	46	595	197	98	119	74	556	482	116	191	60	151	405	129	114	342	139	101	225	287	319	790	150	340	731	156	141	1316	1170	1206	387	116	92	
77	27	10	4	35	6	30	42	11	6	12	11	58	24	4	13	0	11	12	4	5	70	47	13	18	24	61	37	8	68	56	27	12	93	59	83	30	14	10	
24	12	6	4	26	19	12	54	6	6	7	13	25	54	19	11	5	11	26	12	10	24	14	3	11	25	97	73	19	54	46	8	21	124	233	111	120	10	13	
77	27	10	4	35	6	30	42	11	6	12	11	58	24	4	13	0	11	12	4	5	70	47	13	18	24	61	37	8	68	56	27	12	93	59	83	30	14	10	
348	176	126	63	422	87	46	595	197	98	119	74	556	482	116	191	60	151	405	129	114	342	139	101	225	287	319	790	150	340	731	156	141	1316	1170	1206	387	116	92	
0	0	0	0	7	0	0	1	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	
425	203	136	67	450	93	76	636	208	104	131	85	609	506	120	204	60	162	414	133	119	412	186	114	242	311	374	827	158	408	787	183	153	1409	1229	1289	417	130	102	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	5	0	0	0	2	0	0	1	2	1	1	0	0	
27	12	3	2	36	11	4	13	4	3	8	2	13	16	2	6	1	3	7	4	2	16	7	4	6	10	66	29	5	57	45	2	4	41	34	38	49	8	5	
12	11	3	1	17	9	6	19	1	4	1	1	19	15	3	5	1	5	12	6	8	15	6	4	9	12	34	44	10	19	9	8	6	61	54	57	41	3	2	
386	180	130	64	394	69	63	599	203	97	121	82	570	471	114	190	58	151	389	122	107	379	171	105	223	289	259	754	143	331	725	173	139	1301	1130	1185	313	118	94	
0	0	0	0	1	3	0	1	0	0	1	0	3	0	0	1	0	2	2	0	0	1	0	1	2	0	6	0	0	1	2	0	2	1	2	0	1	0	0	
0	0	0	0	1	1	0	1	0	0	0	0	4	1	1	1	0	0	1	1	2	0	1	0	1	0	2	0	0	0	2	0	0	1	3	1	5	0	1	
0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	3	3	4	0	0	
0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	2	1	4	3	1	0	
