"УИК №1060"	"УИК №1061"	"УИК №1062"	"УИК №1063"	"УИК №1064"	"УИК №1065"	"УИК №1066"	"УИК №1067"	"УИК №1068"	"УИК №1069"	"УИК №1070"	"УИК №1071"	"УИК №1072"	"УИК №1073"	"УИК №1074"	"УИК №1075"	"УИК №1076"	"УИК №1077"	"УИК №1078"	"УИК №1079"	
1309	2355	2075	1913	2416	3152	1333	2630	2649	2493	2596	2799	1862	1529	2822	1871	1861	1877	2251	2107	
1000	1800	1900	1500	1800	2300	1000	2100	2000	2000	1800	2100	1500	1300	2100	1600	1500	1600	2000	1800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
708	1276	1184	1186	1536	2212	831	1823	1787	1594	1669	1866	1186	946	1788	1318	1195	1236	1523	1411	
50	72	86	89	126	25	6	38	25	35	23	37	15	14	41	15	24	22	21	10	
242	452	630	225	138	63	163	239	188	371	108	197	299	340	271	267	281	342	456	379	
50	72	86	89	126	25	6	38	25	35	23	37	15	14	41	15	24	22	21	10	
708	1261	1184	1185	1536	2207	831	1822	1785	1593	1669	1864	1185	944	1788	1318	1195	1236	1523	1410	
11	8	20	14	17	37	8	16	24	12	12	22	12	5	26	16	18	10	11	19	
747	1325	1250	1260	1645	2195	829	1844	1786	1616	1680	1879	1188	953	1803	1317	1201	1248	1533	1401	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	10	14	14	13	12	8	12	9	13	5	16	16	2	7	10	7	12	14	12	
99	195	136	147	236	345	134	266	239	228	153	288	173	144	268	190	170	155	202	207	
43	68	62	74	121	111	31	98	107	91	55	86	67	33	103	56	63	45	77	54	
556	957	956	955	1172	1597	597	1364	1293	1187	1404	1363	827	724	1299	972	899	959	1146	1046	
14	34	39	25	37	55	27	51	60	39	15	64	41	17	56	36	32	27	29	38	
4	9	13	6	13	14	1	11	13	13	8	13	18	3	7	14	3	16	7	10	
16	21	9	15	20	26	14	11	30	17	17	16	19	17	26	14	10	10	26	19	
7	31	21	24	33	35	17	31	35	28	23	33	27	13	37	25	17	24	32	15	
