"УИК №475"	"УИК №476"	"УИК №477"	"УИК №478"	"УИК №479"	"УИК №480"	"УИК №481"	"УИК №482"	"УИК №483"	"УИК №484"	"УИК №485"	"УИК №486"	"УИК №487"	"УИК №488"	"УИК №489"	"УИК №490"	"УИК №491"	"УИК №492"	"УИК №493"	"УИК №494"	"УИК №495"	"УИК №496"	"УИК №497"	"УИК №498"	"УИК №499"	"УИК №500"	"УИК №501"	"УИК №502"	"УИК №503"	"УИК №504"	"УИК №505"	"УИК №506"	"УИК №507"	"УИК №508"	
922	1606	860	629	1061	938	1318	512	197	241	137	105	324	249	209	395	488	210	120	324	340	436	290	274	314	154	361	217	568	158	179	153	164	439	
735	1356	712	512	892	762	1071	418	163	190	108	83	264	204	182	322	400	175	100	260	277	362	230	225	250	122	292	175	490	140	140	122	133	355	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
472	837	421	179	483	456	726	320	93	99	77	59	179	133	118	234	242	112	60	148	102	163	178	142	217	96	197	89	315	92	87	69	52	162	
72	83	80	122	108	74	89	55	19	49	14	13	78	45	29	44	77	50	7	67	90	78	25	52	26	23	51	53	92	34	22	29	38	84	
191	436	211	211	301	232	256	43	51	42	17	11	7	26	35	44	81	13	33	45	85	121	27	31	7	3	44	33	83	14	31	24	43	109	
72	83	80	122	108	74	89	55	19	49	14	13	78	45	29	44	77	50	7	67	90	78	25	52	26	23	51	53	92	34	22	29	38	84	
472	837	421	179	483	456	726	320	93	99	77	59	179	133	118	234	242	112	60	148	102	163	178	142	217	96	197	89	315	92	87	69	52	162	
8	10	2	0	3	4	14	2	2	0	0	0	2	1	3	2	5	2	0	0	0	2	0	0	0	1	3	0	1	0	2	0	1	3	
536	910	499	301	588	526	801	373	110	148	91	72	255	177	144	276	314	160	67	215	192	239	203	194	243	118	245	142	406	126	107	98	89	243	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	6	3	4	3	4	6	3	0	0	0	0	1	0	0	2	1	0	1	1	0	3	4	0	0	0	1	0	2	0	2	0	2	2	
56	130	48	21	68	44	82	50	14	16	1	5	13	5	13	9	27	7	3	12	7	14	14	13	25	12	16	13	25	4	5	0	11	12	
30	49	39	15	49	21	45	29	8	6	4	5	17	4	4	12	6	12	2	11	9	14	13	15	17	11	9	14	21	4	8	6	5	22	
434	703	392	258	457	440	653	284	85	125	85	61	222	167	127	249	276	140	60	190	174	205	168	165	199	95	215	109	349	118	89	87	71	205	
2	5	4	0	5	2	7	5	0	1	1	0	1	1	0	1	2	0	0	0	0	2	0	0	1	0	1	2	3	0	1	2	0	0	
8	8	7	2	1	12	5	2	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	2	2	5	0	2	3	0	1	
1	4	4	1	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	
0	5	2	0	3	3	2	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	3	0	1	0	0	1	1	0	0	0	0	0	
