"УИК №2797"	"УИК №2798"	"УИК №2799"	"УИК №2800"	"УИК №2801"	"УИК №2802"	"УИК №2803"	"УИК №2804"	"УИК №2805"	"УИК №2806"	"УИК №2807"	"УИК №2808"	"УИК №2809"	"УИК №2810"	"УИК №2811"	"УИК №2812"	"УИК №2813"	"УИК №2814"	"УИК №2815"	"УИК №2816"	"УИК №2817"	"УИК №2818"	"УИК №2819"	"УИК №2820"	"УИК №2821"	
627	347	410	245	251	973	328	332	679	169	533	596	426	519	1117	599	113	1268	964	1007	847	911	1279	862	1390	
641	362	407	244	254	1000	342	357	697	169	536	603	431	519	1151	613	116	1287	989	1041	815	949	1315	889	1429	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
606	323	380	227	244	957	322	315	651	162	522	562	410	503	1072	577	112	1203	886	973	735	598	1087	789	1355	
19	21	27	17	6	14	5	15	25	6	10	32	14	15	40	20	0	30	34	15	80	40	34	42	25	
16	18	0	0	4	29	15	27	21	1	4	9	7	1	39	16	4	54	69	53	0	311	194	58	49	
19	21	27	17	6	14	5	15	25	6	10	32	14	15	40	20	0	30	34	15	80	40	34	42	25	
606	323	380	227	244	957	322	315	651	162	522	562	410	503	1072	577	112	1203	886	973	735	598	1087	789	1355	
2	0	0	0	0	0	1	0	2	0	2	0	0	0	2	2	0	7	3	3	3	12	14	2	3	
623	344	407	244	250	971	326	330	674	168	530	594	424	518	1110	595	112	1226	917	985	812	626	1107	829	1377	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	1	2	1	3	1	0	1	2	3	2	1	1	2	3	0	3	2	3	4	2	6	3	4	
3	10	3	4	2	4	2	2	3	1	5	3	3	5	7	1	1	10	16	8	9	163	134	5	8	
1	1	2	1	1	2	2	2	4	3	2	3	4	3	5	4	1	3	6	5	6	68	25	4	6	
615	333	398	235	242	957	317	322	658	155	519	583	412	507	1088	585	110	1196	886	960	780	373	891	807	1348	
0	0	1	0	0	2	1	1	3	2	0	3	1	0	3	0	0	3	2	2	2	7	13	3	4	
0	0	1	1	1	1	1	1	2	1	0	0	1	0	2	1	0	4	3	3	3	8	13	2	3	
1	0	1	1	2	1	1	0	0	3	0	0	2	2	1	0	0	4	1	2	5	2	12	2	2	
1	0	0	0	1	1	1	2	3	1	1	0	0	0	2	1	0	3	1	2	3	3	13	3	2	
