"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №441"	"УИК №442"	"УИК №443"	"УИК №444"	"УИК №445"	"УИК №446"	"УИК №447"	"УИК №448"	"УИК №449"	"УИК №450"	"УИК №451"	"УИК №453"	"УИК №454"	"УИК №455"	"УИК №456"	"УИК №457"	"УИК №458"	"УИК №459"	"УИК №460"	"УИК №461"	"УИК №462"	"УИК №463"	"УИК №465"	"УИК №466"	"УИК №467"	
1290	920	991	1611	1931	1021	963	832	1170	1226	435	700	999	1188	900	537	475	553	266	634	734	340	547	831	500	128	226	407	133	185	367	689	290	577	294	164	151	
1440	950	1050	1830	2100	1120	1100	850	1270	1300	480	740	1100	1300	1000	550	500	550	270	680	800	360	570	920	560	130	250	410	130	210	370	740	330	600	320	160	160	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1075	837	710	1088	1340	745	744	660	767	819	399	540	892	679	752	396	258	376	185	472	432	287	300	602	402	83	171	328	120	140	280	429	180	443	192	113	128	
47	55	93	75	122	70	80	46	26	40	16	34	39	71	49	111	66	42	36	108	82	13	180	109	47	17	35	44	10	12	17	140	83	89	83	34	13	
318	58	247	667	638	305	276	144	477	441	65	166	169	550	199	43	176	132	49	100	286	60	90	209	111	30	44	38	0	58	73	171	67	68	45	13	19	
47	55	93	75	122	70	80	46	26	40	16	34	39	71	49	111	66	42	36	108	82	13	180	109	47	17	35	44	10	12	17	140	83	89	83	34	13	
1075	837	710	1088	1340	745	744	660	767	819	399	540	892	679	752	396	258	376	185	472	432	287	300	602	402	83	171	328	120	140	280	429	180	443	192	113	128	
10	6	3	25	22	14	16	8	9	12	5	14	12	16	11	1	3	4	0	0	0	1	0	6	3	0	1	0	0	2	0	5	1	1	0	1	2	
1112	886	800	1138	1440	801	808	698	784	847	410	560	919	734	790	506	321	414	221	580	514	299	480	705	446	100	205	372	130	150	297	564	262	531	275	146	139	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	4	1	9	6	5	9	7	4	3	4	3	0	3	5	2	1	1	0	2	1	2	5	3	0	0	1	1	0	0	0	4	1	1	2	0	1	
128	132	107	134	201	71	110	71	93	114	55	90	79	56	48	34	26	27	11	36	58	26	63	62	49	18	14	37	13	23	24	109	26	20	14	4	12	
62	48	103	94	80	47	48	55	41	35	16	20	76	48	44	17	18	24	9	35	27	17	23	22	18	2	5	17	4	7	22	29	8	18	11	9	10	
890	680	577	867	1120	657	620	548	622	661	329	434	741	604	681	443	272	353	199	494	418	253	385	608	362	80	181	313	112	118	248	415	222	486	247	128	112	
10	9	6	15	13	6	10	6	11	11	4	2	10	9	6	3	1	2	0	1	4	0	1	5	7	0	0	2	1	0	2	2	1	1	0	3	1	
6	8	1	9	10	6	6	4	9	14	1	4	6	6	2	4	2	3	0	7	1	0	2	3	4	0	4	2	0	1	1	1	4	1	0	2	2	
7	3	3	7	5	6	3	4	3	7	1	1	4	5	2	1	0	1	0	3	3	1	0	1	3	0	0	0	0	0	0	3	0	2	1	0	0	
1	2	2	3	5	3	2	3	1	2	0	6	3	3	2	2	1	3	2	2	2	0	1	1	3	0	0	0	0	1	0	1	0	2	0	0	1	
