"УИК №2801"	"УИК №2802"	"УИК №2803"	"УИК №2804"	"УИК №2805"	"УИК №2806"	"УИК №2807"	"УИК №2808"	"УИК №2809"	"УИК №2810"	"УИК №2811"	"УИК №2812"	"УИК №2813"	"УИК №2814"	"УИК №2815"	"УИК №2816"	"УИК №2817"	"УИК №2818"	"УИК №2819"	"УИК №2820"	"УИК №2821"	"УИК №2822"	"УИК №2823"	
333	58	106	1021	1015	536	123	457	154	102	194	618	1062	1357	162	66	854	720	1375	1365	173	346	1063	
350	50	100	1020	1050	540	120	480	150	100	190	620	1070	1420	160	60	870	740	1420	1310	160	340	1100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220	40	76	455	457	267	83	270	104	59	91	389	502	630	85	43	362	359	621	596	127	219	592	
22	4	1	39	36	26	9	30	1	0	15	0	58	59	20	1	24	32	37	20	5	24	48	
108	6	23	526	557	247	28	180	45	41	84	231	510	731	55	16	484	349	762	694	28	97	460	
22	4	1	39	36	26	9	30	1	0	15	0	58	59	20	1	24	32	37	20	5	24	48	
220	40	76	455	457	267	83	270	104	59	91	389	502	630	85	43	362	359	621	596	127	219	592	
3	1	0	6	5	8	1	3	1	1	2	5	11	9	0	0	3	4	15	4	1	0	14	
239	43	77	488	488	285	91	297	104	58	104	384	549	680	105	44	383	387	643	612	131	243	626	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	4	3	2	2	0	0	1	2	1	6	7	1	0	3	1	2	4	2	1	7	
7	8	2	35	58	56	16	61	4	3	1	46	65	70	2	1	39	35	66	51	8	7	44	
22	8	16	41	36	9	5	40	8	5	7	50	73	69	15	4	23	39	67	92	3	32	61	
203	26	59	398	384	206	65	195	91	49	92	279	390	514	80	37	311	306	495	452	109	197	504	
5	0	0	6	1	9	1	1	0	0	0	2	9	4	4	1	3	2	6	4	5	3	3	
1	0	0	3	3	2	0	0	1	0	2	5	4	9	2	1	0	4	4	8	1	2	5	
0	1	0	0	2	0	2	0	0	0	0	1	1	4	1	0	3	0	1	0	1	0	1	
1	0	0	1	1	1	0	0	0	0	0	0	1	3	0	0	1	0	2	1	2	1	1	
