"УИК №951"	"УИК №952"	"УИК №953"	"УИК №954"	"УИК №955"	"УИК №956"	"УИК №957"	"УИК №958"	"УИК №959"	"УИК №960"	"УИК №961"	"УИК №962"	"УИК №963"	"УИК №964"	"УИК №965"	"УИК №966"	"УИК №967"	"УИК №968"	"УИК №969"	"УИК №970"	"УИК №971"	"УИК №972"	"УИК №973"	"УИК №974"	"УИК №975"	"УИК №976"	"УИК №977"	"УИК №978"	"УИК №979"	"УИК №980"	
1594	2392	2272	1501	1410	1067	1239	2094	472	1370	1211	1563	744	1161	849	1497	1011	1766	637	1126	655	1062	1106	743	295	1193	1210	1912	1161	341	
1350	2000	2000	1250	1200	1000	1150	2000	400	1300	1100	1500	700	1100	800	1450	900	1500	600	1050	600	1000	1000	700	300	1150	1100	1700	1100	350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
961	1698	1457	996	1034	811	843	1390	348	1037	1024	1144	608	909	641	1329	718	1276	517	879	508	804	904	577	224	982	836	1398	851	269	
191	78	135	135	85	55	113	401	51	93	76	167	50	97	106	106	144	156	68	91	51	88	64	65	42	68	105	229	150	24	
198	224	408	119	81	134	194	209	1	170	0	189	42	94	53	15	38	68	15	80	41	108	32	58	34	100	159	73	99	57	
191	78	135	135	85	55	113	401	51	93	76	167	50	97	106	106	144	156	68	91	51	88	64	65	42	68	105	229	150	24	
961	1698	1457	996	1031	811	843	1390	348	1037	1024	1144	608	909	641	1329	718	1276	517	879	508	804	904	577	224	982	836	1398	851	269	
24	14	10	9	8	0	12	20	6	6	7	44	4	5	1	19	20	7	5	4	10	9	9	0	2	2	22	26	14	2	
1128	1762	1582	1122	1108	866	944	1771	393	1124	1093	1267	654	1001	746	1416	842	1425	580	966	549	883	959	642	264	1048	919	1601	987	291	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	1	1	3	2	0	3	6	0	2	3	6	1	1	1	2	2	2	0	0	2	1	3	3	0	1	0	3	3	0	
24	21	35	25	8	13	26	39	11	5	12	27	11	13	10	9	36	25	10	16	22	19	11	9	5	25	18	27	14	2	
18	29	13	14	13	17	12	23	6	13	3	62	9	10	20	13	9	19	6	6	5	9	6	4	4	10	18	12	39	10	
1006	1684	1489	1028	1054	824	846	1675	353	1090	1059	1075	617	957	695	1371	757	1371	553	934	506	805	904	613	250	968	823	1495	882	273	
48	20	27	25	20	12	38	22	17	9	8	68	12	15	11	13	31	7	3	5	11	19	23	8	5	35	44	44	29	3	
5	2	5	9	2	0	3	2	2	2	1	20	1	2	5	2	1	0	0	1	0	25	7	0	0	4	4	2	8	2	
9	0	0	4	1	0	3	0	0	1	1	2	2	1	0	1	3	1	1	2	0	3	2	0	0	3	2	2	4	0	
14	5	12	14	8	0	13	4	4	2	6	7	1	2	4	5	3	0	7	2	3	2	3	5	0	2	10	16	8	1	
