"УИК №797"	"УИК №798"	"УИК №799"	"УИК №800"	"УИК №801"	"УИК №802"	"УИК №803"	"УИК №804"	"УИК №805"	"УИК №806"	"УИК №807"	"УИК №808"	"УИК №809"	"УИК №810"	"УИК №811"	"УИК №812"	"УИК №813"	"УИК №814"	"УИК №815"	"УИК №816"	"УИК №817"	"УИК №818"	"УИК №819"	"УИК №820"	"УИК №821"	"УИК №822"	"УИК №823"	"УИК №824"	"УИК №825"	"УИК №826"	"УИК №827"	"УИК №828"	"УИК №829"	
860	285	577	730	741	1131	597	622	321	451	173	445	291	269	1270	232	310	255	1705	284	1070	1107	993	456	439	1412	1279	1202	889	705	553	869	1499	
600	250	460	600	600	900	450	550	270	400	150	400	250	250	1000	200	300	250	1400	250	1000	1000	900	400	400	1100	1000	1000	800	600	450	800	1100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
498	161	334	384	389	598	264	448	175	271	69	230	45	111	662	148	155	182	886	96	717	749	844	205	246	915	819	618	509	366	264	466	853	
38	9	37	88	99	101	148	45	63	56	17	96	146	68	36	7	23	12	79	89	39	48	6	28	18	44	19	102	44	33	7	18	22	
64	80	89	128	112	201	38	57	32	73	64	74	59	71	302	45	122	56	435	65	244	203	50	167	136	141	162	280	247	201	179	316	225	
38	9	37	88	99	101	148	45	63	56	17	96	146	68	36	7	23	12	79	89	39	48	6	28	18	44	19	102	44	33	7	18	22	
498	161	334	384	389	598	264	448	175	271	69	230	45	111	662	148	155	182	885	96	717	749	843	205	246	915	819	618	509	366	264	466	853	
3	0	1	5	5	5	4	5	0	3	0	3	0	2	4	1	1	2	9	0	9	9	12	0	1	12	7	5	6	4	3	6	14	
533	170	370	467	483	694	408	488	238	324	86	323	191	177	694	154	177	192	955	185	747	788	837	233	263	947	831	715	547	395	268	478	861	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	2	6	7	1	3	2	2	0	1	1	4	1	0	5	1	0	1	9	0	2	8	2	5	3	5	5	2	9	3	1	2	9	
69	26	24	54	33	70	46	46	12	27	9	39	16	16	68	7	12	11	143	23	111	85	117	15	32	162	134	108	66	37	50	82	143	
48	19	33	53	49	57	34	45	39	33	7	48	27	14	74	25	24	28	104	25	99	93	77	35	33	89	90	94	64	37	27	53	93	
396	121	299	340	384	548	313	381	185	252	68	224	146	140	517	117	137	148	650	130	514	579	611	175	186	655	562	488	388	307	166	321	580	
5	2	3	7	9	5	5	6	0	3	1	3	0	2	14	2	1	1	20	4	10	7	15	2	4	12	20	5	7	3	8	4	13	
1	0	2	2	2	7	5	4	1	3	0	4	0	2	3	0	1	2	14	1	4	3	3	0	3	10	9	6	2	2	7	11	6	
2	0	1	2	4	2	2	0	1	4	0	1	1	1	6	1	1	0	5	1	5	6	2	1	1	4	9	7	3	0	5	2	10	
7	0	2	2	1	2	1	4	0	1	0	0	0	2	7	1	1	1	10	1	2	7	10	0	1	10	2	5	8	6	4	3	7	
