"УИК №1094"	"УИК №1095"	"УИК №1096"	"УИК №1097"	"УИК №1098"	"УИК №1099"	"УИК №1100"	"УИК №1102"	"УИК №1103"	"УИК №1104"	"УИК №1105"	"УИК №1106"	"УИК №1107"	"УИК №1108"	"УИК №1109"	"УИК №1110"	"УИК №1111"	"УИК №1112"	
502	185	475	483	221	305	275	211	254	57	164	491	178	241	140	1515	1522	1499	
555	185	530	530	245	310	370	250	300	60	190	625	190	230	140	1520	1580	1540	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
283	122	320	323	154	177	155	142	128	43	82	353	88	138	62	863	812	723	
70	11	24	40	19	60	54	22	60	4	28	51	15	28	23	113	86	158	
202	52	186	167	72	73	161	86	112	13	80	221	87	64	55	544	682	659	
70	11	24	40	19	60	54	22	60	4	28	51	15	28	23	113	86	158	
283	122	320	323	154	177	155	142	128	43	82	353	88	138	62	863	811	723	
1	2	1	4	1	3	1	0	4	0	3	7	0	0	1	11	9	8	
352	131	343	359	172	234	208	164	184	47	107	397	103	166	84	965	888	873	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	0	2	2	0	2	4	3	0	3	4	6	1	1	0	7	10	10	
53	18	66	40	8	26	31	21	14	6	9	111	7	14	7	156	148	126	
35	20	31	30	29	31	14	26	24	6	15	51	20	15	17	147	102	137	
257	92	234	283	130	169	151	111	145	31	77	212	73	131	58	638	608	578	
2	1	1	1	4	2	5	2	0	0	0	8	0	3	0	6	5	7	
1	0	5	0	1	2	2	1	0	0	1	4	1	0	2	8	4	4	
1	0	4	2	0	1	0	0	1	0	1	3	1	0	0	2	5	9	
0	0	0	1	0	1	1	0	0	1	0	2	0	2	0	1	6	2	
