"УИК №2114"	"УИК №2115"	"УИК №2116"	"УИК №2117"	"УИК №2118"	"УИК №2119"	"УИК №2120"	"УИК №2121"	"УИК №2122"	"УИК №2123"	"УИК №2124"	"УИК №2125"	"УИК №2126"	"УИК №2127"	"УИК №2128"	"УИК №2129"	"УИК №2130"	"УИК №2131"	"УИК №2132"	"УИК №2133"	"УИК №2134"	"УИК №2135"	"УИК №2136"	"УИК №2137"	"УИК №2138"	"УИК №2139"	"УИК №2140"	"УИК №2141"	"УИК №2142"	"УИК №2143"	"УИК №2144"	"УИК №2145"	"УИК №2179"	"УИК №2266"	
700	955	1719	2008	1653	1402	1123	1744	1387	1874	1470	290	90	212	1335	438	125	52	175	494	1749	1198	118	433	111	100	1012	252	136	962	326	140	607	72	
684	967	1717	2021	1679	1417	1127	1753	1389	1900	1432	281	86	206	1328	422	120	46	172	483	1789	1205	119	433	104	95	1023	250	136	976	330	136	595	73	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
356	464	884	1065	840	851	592	999	802	1096	896	167	53	124	713	249	58	37	90	270	929	615	43	200	65	58	524	132	75	564	182	87	288	38	
63	44	68	18	27	49	41	62	63	69	40	29	2	7	53	21	4	0	5	63	60	53	4	8	12	0	43	7	3	32	17	3	24	0	
265	459	765	938	812	517	494	692	524	735	496	85	31	75	562	152	58	9	77	150	800	537	72	225	27	37	456	111	58	380	131	46	283	35	
63	44	68	18	27	49	41	62	63	69	40	29	2	7	53	21	4	0	5	63	60	53	4	8	12	0	43	7	3	32	17	3	24	0	
355	464	884	1065	839	851	592	999	802	1094	896	167	53	124	713	249	58	37	90	270	929	615	43	200	65	58	524	132	75	564	182	87	288	38	
3	5	11	17	7	14	1	16	5	11	6	0	1	2	4	1	1	0	1	2	11	3	1	0	0	0	4	1	0	6	2	2	3	0	
415	503	941	1066	859	886	632	1045	860	1152	930	196	54	129	762	269	61	37	94	331	978	665	46	208	77	58	563	138	78	590	197	88	309	38	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	4	11	10	6	6	5	10	11	12	11	0	1	0	2	1	0	2	0	3	8	7	0	0	0	0	7	0	1	5	0	0	1	1	
73	77	191	199	158	160	103	212	138	195	227	35	13	25	102	35	11	7	15	30	159	53	2	21	7	5	77	15	4	106	11	4	44	8	
31	29	80	68	60	43	33	61	44	79	71	14	4	9	39	20	13	4	14	42	83	54	2	18	3	5	48	8	9	27	13	7	29	3	
304	382	634	764	609	645	476	729	644	838	596	146	34	93	607	210	36	24	63	251	718	535	42	167	65	46	425	115	64	440	171	77	230	26	
2	6	11	6	7	8	4	8	10	14	8	0	1	1	2	0	1	0	0	1	1	9	0	0	2	0	1	0	0	4	0	0	3	0	
0	2	9	7	11	16	5	9	5	10	8	1	0	1	3	1	0	0	2	1	6	3	0	2	0	1	5	0	0	3	1	0	1	0	
1	2	3	6	3	4	4	7	1	1	6	0	1	0	3	1	0	0	0	1	1	1	0	0	0	1	0	0	0	2	1	0	1	0	
1	1	2	6	5	4	2	9	7	3	3	0	0	0	4	1	0	0	0	2	2	3	0	0	0	0	0	0	0	3	0	0	0	0	
