"УИК №917"	"УИК №918"	"УИК №919"	"УИК №920"	"УИК №921"	"УИК №922"	"УИК №923"	"УИК №924"	"УИК №925"	"УИК №926"	"УИК №927"	"УИК №928"	"УИК №929"	"УИК №930"	"УИК №931"	"УИК №932"	"УИК №933"	"УИК №934"	"УИК №935"	"УИК №936"	"УИК №937"	"УИК №938"	"УИК №939"	"УИК №940"	"УИК №941"	"УИК №942"	"УИК №943"	"УИК №944"	"УИК №1049"	"УИК №1050"	"УИК №1051"	"УИК №1052"	"УИК №1053"	"УИК №1054"	"УИК №1055"	
129	201	90	316	270	177	298	529	145	347	550	172	273	404	194	597	481	217	665	161	737	415	178	257	522	806	757	433	349	181	395	306	295	550	783	
110	200	80	300	250	140	270	530	130	340	540	180	250	410	190	570	460	210	640	150	750	420	160	220	500	780	730	410	330	160	330	270	270	520	760	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40	106	35	162	181	102	153	312	98	211	351	95	167	229	135	373	281	93	368	74	454	231	91	144	328	508	449	248	217	80	226	182	151	371	529	
39	23	17	38	15	20	53	52	5	35	46	24	25	46	14	71	52	24	78	42	48	63	23	42	53	55	78	35	34	48	73	42	70	50	66	
31	71	28	100	54	18	64	166	27	94	143	61	58	135	41	126	127	93	194	34	248	126	46	34	119	217	203	127	79	32	31	46	49	99	165	
39	23	17	38	15	20	53	52	5	35	46	24	25	46	14	71	52	24	78	42	48	63	23	42	53	55	78	35	34	48	73	42	70	50	66	
40	106	35	162	181	102	153	312	98	211	351	95	167	229	135	373	281	93	368	74	454	231	91	144	328	508	449	248	217	80	226	182	151	371	529	
0	3	0	5	1	2	2	6	0	2	7	1	1	1	4	4	3	1	2	0	4	2	1	1	10	4	7	1	1	3	4	2	2	3	8	
79	126	52	195	195	120	204	358	103	244	390	118	191	274	145	440	330	116	444	116	498	292	113	185	371	559	520	282	250	125	295	222	219	418	587	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	2	4	1	0	4	3	0	5	2	0	3	3	0	8	3	0	1	0	4	4	0	3	2	6	3	0	0	0	0	2	2	0	4	
7	9	5	20	19	8	25	34	11	38	68	21	25	29	18	55	44	15	46	10	37	36	12	23	43	80	52	28	26	12	36	16	24	59	76	
5	14	3	21	12	10	17	32	8	21	42	1	25	17	18	32	32	11	51	4	40	13	7	19	25	61	44	23	16	8	27	19	14	32	34	
65	99	41	143	159	100	157	279	82	173	268	91	128	218	105	330	248	88	333	99	408	232	91	135	287	384	413	229	205	103	221	182	167	311	463	
1	2	1	3	0	2	0	2	0	2	4	2	1	1	2	8	2	0	4	0	2	3	0	3	6	14	3	0	0	0	5	0	6	7	3	
0	2	0	3	2	0	0	3	0	1	1	1	5	4	1	2	0	1	3	0	5	1	1	1	4	7	1	0	2	0	1	1	4	6	5	
0	0	0	1	1	0	0	3	2	0	1	0	2	1	0	2	1	1	5	3	2	1	0	1	3	5	3	2	0	1	1	2	1	2	1	
0	0	0	0	1	0	1	2	0	4	4	2	2	1	1	3	0	0	1	0	0	2	2	0	1	2	1	0	1	1	4	0	1	1	1	
