"УИК №1719"	"УИК №1720"	"УИК №1721"	"УИК №1722"	"УИК №1723"	"УИК №1724"	"УИК №1725"	"УИК №1726"	"УИК №1727"	"УИК №1728"	"УИК №1729"	"УИК №1730"	"УИК №1731"	"УИК №1732"	"УИК №1733"	"УИК №1734"	"УИК №1735"	"УИК №1736"	"УИК №1737"	"УИК №1738"	"УИК №1739"	"УИК №1740"	"УИК №1741"	"УИК №1742"	"УИК №1743"	"УИК №1744"	"УИК №1745"	"УИК №1746"	"УИК №1747"	"УИК №1748"	"УИК №1749"	"УИК №1750"	"УИК №1751"	"УИК №1752"	"УИК №1753"	
684	833	552	487	571	567	663	479	390	622	139	60	52	354	140	196	628	283	243	125	200	263	289	250	128	82	183	180	310	376	244	79	273	230	120	
701	823	551	507	581	582	689	494	394	628	143	68	53	363	145	206	662	293	230	140	230	280	300	238	130	80	200	200	320	400	243	80	300	214	115	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329	484	294	289	301	288	365	248	197	295	75	42	43	253	106	149	314	166	173	73	138	146	191	173	88	58	144	121	172	225	152	46	173	165	89	
55	16	16	12	21	12	5	15	11	6	10	0	0	9	3	10	22	22	40	7	27	17	16	7	4	7	8	7	24	30	17	3	29	19	5	
317	323	241	206	259	282	319	231	186	327	58	26	10	101	36	47	326	105	17	60	65	117	93	58	38	15	48	72	124	145	74	31	98	30	21	
55	16	16	12	21	12	5	15	11	6	10	0	0	9	3	10	22	22	40	7	27	17	16	7	4	7	8	7	24	30	17	3	29	19	5	
329	484	294	289	301	288	365	248	197	295	75	42	43	253	106	149	314	166	173	73	138	146	191	173	88	58	144	121	172	225	152	46	173	165	89	
3	10	8	4	3	8	9	3	5	0	1	0	0	3	7	1	1	3	0	0	1	1	2	3	1	0	0	1	1	0	4	2	2	2	3	
381	490	302	297	319	292	361	260	203	301	84	42	43	259	102	158	335	185	213	80	164	162	205	177	91	65	152	127	195	255	165	47	200	182	91	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	2	2	8	7	3	4	5	2	1	0	0	0	4	1	2	5	2	1	0	3	1	3	2	2	1	0	1	1	2	2	0	6	2	1	
64	124	62	49	45	53	59	39	44	55	7	7	5	55	23	23	32	24	8	2	11	26	17	25	13	3	16	9	12	9	35	2	15	16	3	
42	51	40	19	27	20	35	24	23	31	1	1	3	30	12	12	48	34	11	9	29	18	10	9	2	2	17	5	12	15	12	7	32	5	13	
259	299	190	214	233	211	251	185	128	198	73	34	35	166	63	119	235	121	188	67	120	113	167	134	71	57	112	109	163	226	107	38	138	157	73	
1	2	2	2	3	2	5	3	4	10	1	0	0	2	3	0	1	2	2	1	0	1	3	3	1	0	6	2	2	1	4	0	3	0	0	
1	5	3	4	0	1	5	2	1	5	1	0	0	1	0	1	5	1	3	1	1	3	2	3	2	2	0	0	2	0	3	0	4	1	0	
2	4	2	0	0	1	0	1	1	0	1	0	0	0	0	1	4	0	0	0	0	0	3	1	0	0	1	0	3	2	2	0	1	0	0	
7	3	1	1	4	1	2	1	0	1	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	
