"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №623"	"УИК №624"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	
467	310	626	428	947	413	945	341	1090	746	303	350	555	789	772	290	441	808	662	246	207	780	298	444	427	261	558	570	302	491	505	
450	300	500	400	800	400	800	300	1000	650	280	300	500	700	700	250	400	700	600	250	200	700	250	400	400	250	500	500	280	500	450	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
238	175	317	153	565	245	489	177	597	465	132	159	255	462	392	174	235	422	348	144	123	453	137	248	237	120	325	228	174	210	281	
56	38	86	74	64	35	120	64	115	60	75	75	70	33	63	29	42	54	64	27	38	67	89	46	42	42	47	82	28	110	42	
156	87	97	173	171	120	191	59	288	125	73	66	175	205	245	47	123	224	188	79	39	180	24	106	121	88	128	190	78	180	127	
56	38	86	74	64	35	120	64	115	60	75	75	70	33	63	29	42	54	64	27	38	67	89	46	42	42	47	82	28	110	42	
238	175	317	153	565	245	489	177	597	465	132	159	255	462	392	174	235	422	348	144	123	453	137	248	237	120	325	228	174	210	281	
2	3	1	3	5	2	9	3	6	6	1	1	1	6	8	2	4	12	3	0	0	5	1	3	1	1	0	3	1	1	2	
292	210	402	224	624	278	600	238	706	519	206	233	324	489	447	201	273	464	409	171	161	515	225	291	278	161	372	307	201	319	321	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	1	3	0	6	2	1	2	4	4	0	0	0	7	2	0	1	0	2	0	1	1	0	0	3	0	2	1	1	3	2	
28	20	34	18	66	17	77	18	69	77	29	23	29	119	106	16	51	72	54	2	17	70	13	80	24	32	30	34	14	33	45	
18	16	22	23	43	23	48	13	66	35	22	26	23	26	31	15	20	32	36	12	12	39	15	20	17	4	18	15	14	17	26	
227	165	336	175	474	228	456	198	530	383	153	182	264	330	293	162	195	353	311	153	129	391	193	188	227	122	316	250	164	251	238	
5	1	2	2	20	7	11	5	12	5	2	0	2	2	6	4	2	1	1	2	0	5	0	3	1	2	0	0	2	2	4	
3	0	0	0	0	1	2	1	11	6	0	1	3	1	3	0	2	3	3	0	1	4	1	0	4	1	4	4	1	2	0	
1	3	1	1	8	0	2	0	5	6	0	0	0	2	4	1	2	1	2	0	0	3	0	0	1	0	1	2	1	7	1	
6	4	4	5	7	0	3	1	9	3	0	1	3	2	2	3	0	2	0	2	1	2	3	0	1	0	1	1	4	4	5	
