"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №441"	"УИК №442"	"УИК №443"	"УИК №444"	"УИК №445"	"УИК №446"	"УИК №447"	"УИК №448"	"УИК №449"	"УИК №450"	"УИК №451"	"УИК №452"	"УИК №453"	"УИК №454"	"УИК №455"	"УИК №456"	"УИК №457"	
587	55	51	278	513	215	39	183	215	167	454	174	471	210	401	295	214	543	296	403	140	492	364	394	589	136	531	135	629	803	806	315	
610	52	46	280	500	210	36	180	210	160	460	170	480	210	400	290	220	550	300	410	140	480	360	390	600	130	520	130	640	825	820	300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
321	29	31	162	275	125	23	104	100	92	222	89	284	95	218	135	103	286	145	192	62	241	189	198	322	93	290	76	320	416	480	167	
14	0	0	4	31	6	3	3	11	1	9	8	15	9	9	12	4	17	13	13	0	11	15	24	23	0	9	1	16	30	23	6	
275	23	15	114	194	79	10	73	99	67	229	73	181	106	173	143	113	247	142	205	78	228	156	168	255	37	221	53	304	379	317	127	
14	0	0	4	31	6	3	3	11	1	9	8	15	9	9	12	4	17	13	13	0	11	15	24	23	0	9	1	16	30	23	6	
321	29	31	162	275	125	23	104	100	92	222	89	284	95	218	135	103	286	145	192	62	241	189	198	322	93	290	76	320	416	480	167	
5	0	1	1	1	1	0	0	0	0	3	5	3	2	4	0	3	2	0	2	2	8	4	1	4	0	2	0	4	7	5	1	
330	29	30	165	305	130	26	107	111	93	228	92	296	102	223	147	104	301	158	203	60	244	200	221	341	93	297	77	332	439	498	172	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	0	0	0	0	1	0	1	0	0	1	0	3	0	1	0	1	2	2	0	0	0	1	1	3	0	3	0	1	3	3	5	
40	1	0	24	49	9	3	3	6	12	19	14	57	20	25	19	13	43	24	37	19	38	27	37	66	12	42	10	50	73	72	25	
31	2	1	22	26	13	3	9	7	17	25	8	25	6	20	10	10	23	11	14	5	11	12	17	16	5	18	5	29	30	36	10	
252	26	29	116	218	106	20	91	97	63	175	65	209	73	172	115	80	228	118	147	35	189	155	166	250	76	227	59	249	330	374	126	
4	0	0	1	7	1	0	1	1	1	5	1	2	1	3	2	0	3	0	4	1	0	1	0	3	0	4	1	0	2	7	1	
0	0	0	0	3	0	0	1	0	0	2	3	0	0	2	1	0	1	3	0	0	4	3	0	2	0	1	2	1	0	2	1	
0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	2	0	0	1	0	1	0	2	1	3	1	
0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	3	
