"УИК №676"	"УИК №677"	"УИК №678"	"УИК №679"	"УИК №680"	"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	"УИК №688"	"УИК №689"	"УИК №690"	"УИК №691"	"УИК №692"	"УИК №693"	"УИК №694"	"УИК №695"	"УИК №696"	"УИК №697"	"УИК №698"	"УИК №699"	"УИК №700"	"УИК №701"	"УИК №702"	"УИК №703"	"УИК №704"	
1068	1460	951	802	1376	321	305	142	136	111	524	394	642	186	220	241	162	299	104	538	244	191	166	87	266	292	111	259	458	
978	1333	894	813	1451	367	320	143	141	108	552	412	652	196	242	259	176	303	111	550	245	189	169	87	271	287	113	267	458	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
880	1166	775	693	949	281	251	128	127	103	464	255	560	160	200	189	148	258	87	467	205	162	149	78	246	258	103	237	417	
92	139	92	34	102	28	33	7	5	5	38	79	56	15	11	42	8	31	10	51	26	17	13	5	13	21	5	14	24	
6	28	27	86	400	58	36	8	9	0	50	78	36	21	31	28	20	14	14	32	14	10	7	4	12	8	5	16	17	
92	139	92	34	102	28	33	7	5	5	38	79	56	15	11	42	8	31	10	51	26	17	13	5	13	21	5	14	24	
880	1166	775	693	949	281	251	128	127	103	464	255	560	160	200	189	148	258	87	467	205	162	149	78	246	258	103	237	417	
1	3	0	1	6	0	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
971	1302	867	726	1045	309	283	135	132	108	502	334	612	175	210	231	156	289	97	518	231	179	162	83	259	278	108	251	441	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	3	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	
52	79	37	44	92	9	5	0	4	2	14	10	9	5	9	10	3	6	3	11	8	9	2	2	2	2	1	4	10	
51	77	36	18	42	2	4	1	0	1	7	11	11	2	3	4	2	1	1	9	4	1	2	2	1	2	2	3	2	
859	1128	786	654	893	296	272	132	128	105	479	311	590	167	193	216	150	282	93	495	217	168	158	79	253	271	105	243	423	
2	2	1	5	7	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	
1	6	3	2	3	0	0	2	0	0	2	0	1	0	4	0	0	0	0	2	2	0	0	0	1	1	0	1	4	
1	4	3	2	2	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	
3	3	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
