"УИК №1655"	"УИК №1656"	"УИК №1657"	"УИК №1658"	"УИК №1659"	"УИК №1660"	"УИК №1661"	"УИК №1662"	"УИК №1663"	"УИК №1664"	"УИК №1665"	"УИК №1666"	"УИК №1667"	"УИК №1668"	"УИК №1669"	"УИК №1670"	"УИК №1671"	"УИК №1672"	"УИК №1673"	"УИК №1674"	"УИК №1675"	"УИК №1676"	"УИК №1677"	"УИК №1678"	"УИК №1679"	"УИК №1680"	"УИК №1681"	"УИК №1682"	"УИК №1683"	"УИК №1684"	"УИК №1685"	"УИК №1686"	"УИК №1687"	"УИК №1688"	"УИК №1689"	"УИК №1690"	
2405	1456	873	2255	2018	2931	2193	2003	2127	2112	2255	2124	2155	2644	2028	1904	1850	2097	2123	2262	2074	2071	2057	2058	2053	2165	2183	2034	2056	2156	2075	2053	1947	1961	1996	2069	
2400	1350	800	2000	2000	2500	2000	2000	2000	2000	2000	2000	2000	2400	2000	1900	1900	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1900	2000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1870	1090	739	1799	1419	2237	1623	1503	1582	1481	1535	1538	1653	1749	1539	1398	1372	1438	1420	1676	1505	1497	1440	1429	1368	1511	1527	1419	1465	1522	1448	1417	1391	1286	1405	1454	
18	18	9	12	19	19	25	29	15	21	33	18	29	351	20	22	16	29	32	69	54	36	48	44	99	33	48	36	55	45	36	66	43	49	63	27	
512	242	52	189	562	244	352	468	403	498	432	444	318	300	441	480	512	533	548	255	441	467	512	527	533	456	425	545	480	433	516	517	566	665	432	519	
18	18	9	12	19	19	25	29	15	21	33	18	29	351	20	22	16	29	32	69	54	36	48	44	99	33	48	36	55	45	36	66	43	49	63	27	
1868	1090	739	1797	1419	2233	1622	1501	1582	1481	1534	1538	1652	1749	1539	1398	1371	1438	1419	1676	1505	1497	1439	1428	1366	1511	1527	1416	1463	1522	1448	1417	1389	1285	1405	1452	
21	22	9	26	20	19	26	13	16	18	22	20	21	27	19	24	20	18	19	23	15	22	24	28	17	24	22	20	23	35	19	16	31	16	26	23	
1865	1086	739	1783	1418	2233	1621	1517	1581	1484	1545	1536	1660	2073	1540	1396	1367	1449	1432	1722	1544	1511	1463	1444	1448	1520	1553	1432	1495	1532	1465	1467	1401	1318	1442	1456	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	3	9	13	19	12	21	20	11	12	14	16	9	21	12	8	11	16	9	8	22	21	15	13	13	18	19	23	17	19	12	19	14	17	10	10	
230	124	75	242	184	264	180	181	170	185	167	174	176	243	161	148	170	146	191	197	201	182	173	182	190	200	180	183	216	180	163	188	186	155	179	167	
101	97	72	112	94	202	107	113	97	108	95	90	88	128	101	110	120	102	132	77	88	97	119	112	74	120	106	96	89	102	101	89	76	84	86	105	
1463	811	565	1325	1067	1700	1261	1152	1232	1140	1201	1198	1316	1609	1216	1080	1018	1126	1056	1373	1180	1152	1091	1088	1101	1116	1179	1063	1083	1144	1126	1106	1045	1000	1101	1116	
32	22	8	41	26	23	14	21	27	22	25	23	23	32	17	16	15	28	21	19	18	31	30	20	27	18	33	25	32	25	19	23	32	18	21	21	
8	8	3	6	8	17	17	12	12	7	18	10	16	10	18	13	16	12	12	16	5	13	16	9	14	8	13	15	15	26	16	11	23	19	13	9	
16	15	3	22	9	6	10	10	17	5	18	10	14	16	12	11	8	7	8	14	20	6	7	12	13	17	16	9	16	12	14	15	10	10	14	14	
6	6	4	22	11	9	11	8	15	5	7	15	18	14	3	10	9	12	3	18	10	9	12	8	16	23	7	18	27	24	14	16	15	15	18	14	
