"УИК №1949"	"УИК №1950"	"УИК №1951"	"УИК №1952"	"УИК №1953"	"УИК №1954"	"УИК №1955"	"УИК №1956"	"УИК №1957"	"УИК №1958"	"УИК №1959"	"УИК №1960"	"УИК №1961"	"УИК №1962"	"УИК №1963"	"УИК №1964"	"УИК №1965"	"УИК №1966"	"УИК №1967"	"УИК №1968"	"УИК №1969"	"УИК №1970"	"УИК №1971"	"УИК №1972"	"УИК №1973"	"УИК №1974"	"УИК №1975"	"УИК №1976"	"УИК №1977"	"УИК №1978"	"УИК №1979"	"УИК №1980"	"УИК №1981"	"УИК №1982"	"УИК №1983"	"УИК №1984"	
2625	2554	2434	2581	2286	2699	1593	1982	2637	2494	2400	2320	2247	2550	2343	1915	2159	2034	2013	2293	2486	2082	2604	2475	2413	2618	2615	2578	2453	2026	2530	2420	2511	2581	2194	2439	
2100	2100	2000	2100	1900	2200	1300	1600	2000	2100	2000	1900	1900	1900	1900	1600	1800	1600	1600	1900	2000	1600	2100	2000	2000	2100	2100	2000	2000	1600	2000	1900	2100	2100	1900	2000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1545	1466	1433	1543	1326	1737	958	1163	1635	1381	1479	1371	1291	1533	1475	1164	1304	1253	1185	1338	1429	1236	1523	1367	1363	1518	1437	1547	1473	1125	1364	1489	1462	1598	1320	1501	
61	49	46	58	61	37	22	48	29	39	46	67	41	46	15	32	41	41	11	56	45	32	38	63	37	44	25	38	32	9	13	36	23	32	34	31	
494	585	521	499	513	426	320	389	336	680	475	462	568	321	410	404	455	306	404	506	526	332	539	570	600	538	638	415	495	466	623	375	615	470	546	468	
61	49	46	58	61	37	22	48	29	39	46	67	41	46	15	32	41	41	11	56	45	32	38	63	37	44	25	38	32	9	13	36	23	32	34	31	
1540	1465	1431	1543	1326	1736	957	1162	1635	1378	1479	1371	1291	1529	1475	1159	1304	1253	1185	1331	1429	1236	1523	1360	1361	1518	1436	1545	1473	1123	1362	1485	1460	1596	1320	1501	
11	12	24	10	20	24	16	13	32	21	43	13	15	25	21	12	13	14	10	23	29	21	17	15	22	23	17	17	19	21	16	20	21	24	10	19	
1590	1502	1453	1591	1367	1749	963	1197	1632	1396	1482	1425	1317	1550	1469	1179	1332	1280	1186	1364	1445	1247	1544	1408	1376	1539	1444	1566	1486	1111	1359	1501	1462	1604	1344	1513	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	7	10	10	8	14	7	5	14	10	16	13	8	8	11	10	13	6	7	16	15	20	12	14	4	4	11	15	14	2	6	8	22	14	11	9	
277	238	217	284	231	352	166	201	236	232	249	212	191	248	218	179	236	232	174	218	213	197	223	203	206	221	233	257	209	177	224	224	247	280	193	232	
60	81	62	75	52	89	40	52	82	52	64	65	63	61	55	33	54	44	61	66	54	48	67	63	50	67	67	66	69	67	62	74	52	74	48	69	
1112	1055	1034	1122	1005	1171	688	851	1204	1000	1036	1034	953	1123	1075	882	929	902	875	970	1057	903	1146	1032	1013	1158	1060	1127	1120	808	1006	1109	1058	1157	1031	1134	
56	57	59	25	36	56	23	35	33	50	47	40	42	53	45	27	40	39	41	38	42	40	38	42	39	32	31	50	35	22	28	40	30	35	25	28	
7	10	8	15	2	6	7	6	14	8	9	7	8	8	11	12	11	12	6	10	10	3	12	11	18	14	10	7	5	10	5	17	16	10	13	6	
25	16	12	26	15	16	12	15	17	12	14	14	10	18	16	12	13	15	12	15	20	14	11	15	12	9	16	10	14	15	15	7	14	13	11	9	
41	38	51	34	18	45	20	32	32	32	47	40	42	31	38	24	36	30	10	31	34	22	35	28	34	34	16	34	20	10	13	22	23	21	12	26	
