"УИК №1130"	"УИК №1131"	"УИК №1132"	"УИК №1133"	"УИК №1134"	"УИК №1135"	"УИК №1136"	"УИК №1137"	"УИК №1138"	"УИК №1139"	"УИК №1140"	"УИК №1141"	"УИК №1142"	"УИК №1143"	"УИК №1144"	"УИК №1145"	"УИК №1146"	"УИК №1147"	"УИК №1148"	"УИК №1149"	
145	162	266	266	106	219	527	240	307	913	840	457	411	270	1519	1575	1435	1922	2025	1856	
145	210	245	280	120	225	590	250	330	980	860	530	415	270	1570	1570	1530	1930	2080	1825	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
101	74	175	179	71	157	214	144	210	513	510	256	301	142	823	852	717	1093	1213	1036	
36	81	56	59	21	37	250	50	54	126	37	100	54	53	136	96	123	84	72	102	
8	55	14	42	28	31	126	56	66	341	313	174	60	75	611	622	690	753	795	687	
36	81	56	59	21	37	250	50	54	126	37	100	54	53	136	96	123	84	72	102	
101	74	175	179	71	157	214	144	210	513	510	256	301	142	823	852	717	1093	1213	1036	
2	0	2	0	0	6	3	0	4	8	2	3	2	3	14	6	10	16	21	21	
135	155	229	238	92	188	461	194	260	631	545	353	353	192	945	942	830	1161	1264	1117	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	2	0	3	0	0	2	0	7	1	8	1	1	4	8	7	1	14	10	15	
4	11	25	21	6	13	30	6	17	54	61	18	22	22	121	92	112	157	196	107	
8	10	28	31	8	12	55	20	28	54	62	54	29	17	106	86	92	116	118	116	
119	127	169	175	77	159	360	165	202	501	390	273	293	146	666	734	602	831	879	838	
1	0	4	6	0	2	9	1	4	10	12	2	1	0	12	10	5	16	15	17	
1	2	0	1	1	1	1	1	0	4	6	2	3	0	16	5	4	13	20	12	
1	1	2	1	0	1	2	1	0	7	5	1	2	3	12	3	10	6	11	8	
1	2	1	0	0	0	2	0	2	0	1	2	2	0	4	5	4	8	15	4	
