"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	
1952	2627	1489	1703	1583	2126	1170	909	1428	1328	1313	1407	1246	990	1412	574	957	2172	1379	2396	1736	2359	1476	1700	1842	1439	1389	1970	1838	2141	2004	1879	1684	1596	1922	2230	2372	2123	2210	2526	2654	2154	2051	2375	1155	2983	371	506	262	
1800	2100	1400	1550	1450	1850	1000	750	1150	1150	1200	1250	1150	850	1250	475	800	1900	1200	1950	1600	2200	1350	1350	1750	1350	1250	1850	1650	1950	1900	1750	1550	1450	1800	2100	2000	1950	2050	2400	2450	2000	1850	2050	1050	2650	370	508	265	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1139	1628	764	843	1153	1208	652	495	798	915	581	743	597	687	494	294	754	936	751	1459	768	1456	503	1132	1017	741	476	1106	1113	1284	1479	1057	1077	1008	976	1366	1379	1302	1314	1404	1448	1436	1217	1063	680	1161	353	487	219	
20	31	13	36	34	46	20	24	29	36	7	23	5	11	19	10	16	25	11	26	19	40	12	14	35	14	0	16	34	28	18	74	15	13	15	11	155	26	26	25	41	12	37	203	22	126	5	7	41	
641	441	623	671	263	596	328	231	323	199	612	484	548	152	737	171	30	939	438	465	813	704	835	204	698	595	774	728	503	638	403	619	458	429	809	723	466	622	710	971	961	552	596	784	348	1363	12	14	5	
20	31	13	36	34	46	20	24	29	36	7	23	5	11	19	10	16	25	11	26	19	40	12	14	35	14	0	16	34	28	18	74	15	13	15	11	155	26	26	25	41	12	37	203	22	126	5	7	41	
1139	1628	764	843	1153	1208	652	495	798	915	581	743	597	687	494	294	754	936	749	1459	768	1456	503	1132	1017	741	476	1106	1113	1284	1479	1057	1075	1008	976	1366	1379	1299	1314	1404	1445	1436	1217	1063	679	1159	353	487	219	
10	19	8	0	0	13	4	9	8	6	6	9	6	0	9	7	2	15	2	0	11	26	0	14	0	18	9	13	8	4	19	7	18	13	11	3	0	11	8	17	6	0	6	21	9	20	28	3	0	
1149	1640	769	879	1187	1241	668	510	819	945	582	757	596	698	504	297	768	946	758	1485	776	1470	515	1132	1052	737	467	1109	1139	1308	1478	1124	1072	1008	980	1374	1534	1314	1332	1412	1480	1448	1248	1245	692	1265	330	491	260	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	22	4	3	3	16	9	9	1	9	8	4	4	0	1	5	1	3	9	5	2	11	4	7	10	5	0	5	9	7	5	9	2	3	2	4	2	12	7	7	7	4	1	7	6	7	3	2	0	
207	237	117	27	19	208	102	100	7	69	82	122	20	39	81	51	41	16	104	179	117	215	10	81	35	141	85	52	224	105	63	48	185	68	152	221	45	212	90	275	70	30	82	198	88	231	36	38	41	
54	81	41	11	26	61	28	24	13	25	43	30	14	8	31	7	4	14	45	41	38	71	6	20	22	45	32	21	52	36	36	21	60	17	38	15	10	70	41	64	16	57	66	81	53	86	49	7	12	
820	1216	564	823	1128	873	483	333	786	803	421	563	545	650	367	224	715	889	553	1260	586	1082	479	1003	965	489	322	986	788	1118	1361	1012	753	902	752	1110	1464	952	1141	990	1368	1335	1060	897	513	894	189	431	200	
34	36	24	4	2	34	16	17	6	17	14	17	4	1	10	5	3	13	18	0	13	44	1	12	3	20	11	19	28	20	2	13	30	7	17	12	4	30	15	33	5	8	17	22	10	20	46	5	3	
10	6	6	2	2	9	5	6	1	3	2	5	1	0	3	1	1	5	2	0	2	14	3	2	2	11	3	5	6	3	4	4	8	3	7	2	3	13	9	9	3	2	5	10	7	4	3	4	0	
6	18	8	4	3	12	5	8	2	7	5	6	5	0	3	1	1	4	9	0	9	13	5	5	5	7	5	14	6	6	5	5	15	4	4	6	2	15	10	20	6	7	8	7	8	11	2	3	0	
13	24	5	5	4	28	20	13	3	12	7	10	3	0	8	3	2	2	18	0	9	20	7	2	10	19	9	7	26	13	2	12	19	4	8	4	4	10	19	14	5	5	9	23	7	12	2	1	4	
