"УИК №2301"	"УИК №2302"	"УИК №2303"	"УИК №2304"	"УИК №2305"	"УИК №2306"	"УИК №2307"	"УИК №2308"	"УИК №2309"	"УИК №2310"	"УИК №2311"	"УИК №2312"	"УИК №2313"	"УИК №2314"	"УИК №2315"	
1179	2372	1138	1184	1145	2245	2492	1136	1123	1178	1089	603	689	467	639	
1250	2450	1220	1250	1150	2300	2550	1150	1200	1250	1150	698	750	463	693	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
834	1750	882	900	784	1511	1831	826	798	793	679	519	571	368	462	
141	277	126	109	129	195	157	205	86	128	151	84	61	47	50	
275	423	212	241	237	594	562	119	316	329	320	95	118	48	181	
141	277	126	109	129	195	157	205	86	128	151	84	61	47	50	
834	1750	882	900	784	1511	1831	826	798	793	679	519	571	368	462	
19	32	7	18	10	26	32	14	11	12	8	9	3	4	9	
956	1995	1001	991	903	1680	1956	1017	873	909	822	594	629	411	503	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	13	6	5	8	8	16	10	4	5	7	4	8	1	3	
111	236	126	136	120	179	279	120	101	111	110	46	79	53	65	
66	117	61	68	65	120	154	61	40	65	63	32	16	16	27	
741	1565	784	757	688	1316	1436	802	695	690	623	491	516	330	391	
8	22	7	8	5	21	30	11	14	21	7	9	3	3	7	
15	14	6	5	6	15	19	5	9	10	7	1	5	5	4	
5	13	6	7	7	13	10	6	4	4	3	5	1	1	6	
4	15	5	5	4	8	12	2	6	3	2	6	1	2	0	
