"УИК №1456"	"УИК №1457"	"УИК №1458"	"УИК №1459"	"УИК №1460"	"УИК №1461"	"УИК №1462"	"УИК №1463"	"УИК №1464"	"УИК №1465"	"УИК №1466"	"УИК №1467"	"УИК №1468"	"УИК №1469"	"УИК №1470"	"УИК №1472"	"УИК №1473"	"УИК №1476"	"УИК №1477"	"УИК №1478"	"УИК №1479"	
964	908	1062	716	1039	939	177	606	135	245	186	418	287	168	490	108	403	45	858	888	927	
975	925	1065	725	1065	945	225	590	120	210	160	450	300	150	470	100	390	40	860	900	900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
483	483	555	422	571	490	168	319	57	168	105	313	163	121	307	68	232	14	324	409	389	
84	53	54	21	25	39	0	49	37	9	14	22	44	21	84	20	62	26	83	70	66	
408	389	456	282	469	416	57	222	26	33	41	115	93	8	79	12	96	0	453	421	445	
84	53	54	21	25	39	0	49	37	9	14	22	44	21	84	20	62	26	83	70	66	
483	483	555	422	571	490	168	319	57	168	105	313	163	121	307	68	232	14	324	409	389	
4	9	7	3	9	8	2	5	2	0	1	1	0	0	1	2	3	0	2	9	3	
563	527	602	440	587	521	166	363	92	177	118	334	207	142	390	86	291	40	405	470	452	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	2	3	5	4	2	0	1	0	0	2	1	0	2	1	0	1	0	0	1	2	
99	74	116	71	104	85	27	54	4	30	2	20	11	33	46	2	17	9	55	65	55	
62	56	60	50	75	56	17	40	7	13	13	32	23	23	35	7	37	5	44	50	49	
383	382	404	312	385	364	117	253	79	134	101	278	169	80	300	75	232	26	294	340	336	
5	5	12	1	6	7	3	4	2	0	0	1	1	3	5	1	0	0	3	7	5	
4	3	3	0	6	2	0	4	0	0	0	0	0	0	2	0	1	0	6	4	2	
3	4	2	0	1	4	2	4	0	0	0	0	2	0	1	1	2	0	1	2	3	
2	1	2	1	6	1	0	3	0	0	0	2	1	1	0	0	1	0	2	1	0	
