"УИК №769"	"УИК №770"	"УИК №771"	"УИК №772"	"УИК №773"	"УИК №774"	"УИК №775"	"УИК №776"	"УИК №777"	"УИК №778"	"УИК №779"	"УИК №780"	"УИК №781"	"УИК №782"	"УИК №783"	"УИК №784"	"УИК №785"	"УИК №786"	"УИК №787"	"УИК №788"	"УИК №789"	"УИК №790"	"УИК №791"	"УИК №792"	"УИК №793"	"УИК №794"	"УИК №795"	"УИК №796"	"УИК №797"	"УИК №798"	"УИК №799"	"УИК №800"	"УИК №801"	"УИК №802"	"УИК №803"	"УИК №804"	"УИК №805"	"УИК №806"	"УИК №807"	"УИК №808"	"УИК №809"	"УИК №810"	"УИК №811"	"УИК №812"	"УИК №813"	"УИК №814"	"УИК №815"	"УИК №816"	"УИК №817"	"УИК №818"	
1868	1182	1900	1115	1093	1860	1098	1848	341	658	219	303	289	358	136	514	94	906	656	262	249	168	480	190	147	282	982	574	339	635	354	629	466	281	373	177	1675	472	412	339	260	1549	164	304	229	167	180	101	436	211	
1800	1000	2000	1000	1300	1800	1300	1900	360	740	230	320	320	380	150	550	100	1000	700	270	270	200	500	200	200	330	1000	620	400	700	380	650	500	320	380	200	1700	500	450	400	300	1400	200	330	230	200	200	120	480	220	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1093	654	1124	731	750	1068	708	1021	225	396	112	181	188	263	79	334	51	527	314	79	194	131	292	121	89	171	520	344	257	474	194	333	206	139	299	121	994	378	256	217	111	1052	98	218	117	91	107	56	254	129	
48	58	167	115	78	90	62	75	37	133	65	56	59	44	31	89	30	118	155	75	13	21	72	28	19	62	177	73	37	56	56	114	102	97	28	31	83	1	75	49	24	162	46	40	58	36	52	29	63	56	
659	288	709	154	472	642	530	804	98	211	53	83	73	73	40	127	19	355	231	116	63	48	136	51	92	97	303	203	106	170	130	203	192	84	53	48	623	121	119	134	165	186	56	72	55	73	41	35	163	35	
48	58	167	115	78	90	62	75	37	133	65	56	59	44	31	89	30	118	155	75	13	21	72	28	19	62	177	73	37	56	56	114	102	97	28	31	83	1	75	49	24	162	46	40	58	36	52	29	63	56	
1093	654	1124	731	750	1068	708	1021	225	396	112	181	188	263	79	334	51	527	314	79	194	131	292	121	89	171	520	344	257	474	194	333	206	139	299	121	994	378	256	217	111	1052	98	218	117	91	107	56	254	129	
19	10	13	6	21	19	9	9	3	5	3	3	2	0	1	2	2	8	3	3	3	0	2	0	0	0	5	2	0	4	1	0	4	0	0	1	11	1	5	2	0	14	0	2	0	2	4	0	4	1	
1122	702	1278	840	807	1139	761	1087	259	524	174	234	245	307	109	421	79	637	466	151	204	152	362	149	108	233	692	415	294	526	249	447	304	236	327	151	1066	378	326	264	135	1200	144	256	175	125	155	85	313	184	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	3	7	4	6	9	3	5	2	0	2	0	3	4	0	1	1	4	0	1	1	3	1	1	0	4	5	0	0	0	1	0	1	2	1	1	2	1	2	2	3	17	1	2	1	0	0	1	0	0	
172	86	179	103	55	177	121	158	9	32	19	20	30	15	5	43	3	75	39	16	17	20	35	3	14	14	71	33	31	98	36	37	31	10	16	4	136	48	29	32	16	127	8	21	7	13	12	10	26	13	
76	58	101	75	71	82	62	67	14	20	15	9	39	7	5	22	0	52	29	13	10	7	22	10	11	13	48	26	13	32	23	13	13	11	15	25	78	36	11	12	7	128	13	12	15	8	8	6	20	20	
843	540	972	638	668	852	563	834	225	467	131	200	170	280	99	344	74	496	398	120	174	120	296	135	80	199	556	344	246	390	184	389	255	207	291	119	830	279	276	212	107	870	116	221	151	101	130	68	258	150	
14	5	11	9	1	8	7	12	2	3	3	4	0	0	0	6	1	5	0	0	1	1	1	0	0	1	5	5	2	5	2	5	1	1	1	1	8	10	4	2	0	39	4	0	0	1	0	0	3	0	
5	5	2	6	2	2	3	6	3	1	1	1	3	1	0	3	0	3	0	0	0	0	5	0	1	2	4	4	2	1	2	2	1	5	2	0	6	0	4	1	2	3	0	0	0	2	2	0	3	1	
2	3	1	2	2	6	0	3	4	1	3	0	0	0	0	0	0	1	0	1	0	1	2	0	2	0	2	2	0	0	1	1	1	0	1	1	6	3	0	0	0	8	1	0	0	0	2	0	3	0	
4	2	5	3	2	3	2	2	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	3	0	8	1	0	1	0	1	0	0	0	
