"УИК №428"	"УИК №1064"	"УИК №1065"	"УИК №1066"	"УИК №1067"	"УИК №1068"	"УИК №1069"	"УИК №1070"	"УИК №1071"	"УИК №1072"	"УИК №1073"	"УИК №1074"	"УИК №1075"	"УИК №1076"	"УИК №1077"	"УИК №1078"	"УИК №1079"	"УИК №1080"	"УИК №1081"	"УИК №1082"	"УИК №1083"	"УИК №1084"	"УИК №1085"	
719	1418	1381	1386	410	627	598	367	329	313	724	150	211	286	254	335	285	289	373	501	270	307	364	
760	1452	1482	1435	435	650	635	382	350	336	733	208	246	309	269	353	340	322	434	548	326	344	389	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
430	742	765	801	349	382	338	216	207	152	481	89	123	148	139	193	180	198	276	237	143	188	151	
105	205	225	202	40	64	144	59	90	100	147	40	51	107	67	88	57	43	43	148	63	73	143	
225	505	492	432	46	204	153	107	53	84	105	79	72	54	63	72	103	81	115	163	120	83	95	
105	205	225	202	40	64	144	59	90	100	147	40	51	107	67	88	57	43	43	148	63	73	143	
430	742	765	801	349	382	338	216	207	152	481	89	123	148	139	193	180	198	276	237	143	188	151	
25	12	22	12	0	8	4	1	0	0	6	0	0	0	1	4	1	3	2	4	7	1	0	
510	935	968	991	389	438	478	274	297	252	622	129	174	255	205	277	236	238	317	381	199	260	294	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	6	5	3	0	1	3	0	1	1	3	0	1	0	2	2	3	1	4	2	2	2	2	
76	128	165	157	73	72	34	21	15	21	43	10	11	8	21	31	18	29	20	112	42	57	18	
36	64	73	52	26	39	42	12	23	17	32	7	7	14	20	26	29	23	17	28	11	22	17	
383	715	708	771	283	318	388	239	258	208	530	110	154	226	159	215	181	183	272	237	138	172	251	
3	9	8	1	2	2	0	0	0	3	6	1	1	2	1	1	2	0	1	0	3	3	4	
7	9	3	6	4	3	6	1	0	1	8	1	0	4	2	0	1	1	1	0	3	2	1	
1	3	1	1	1	1	3	1	0	0	0	0	0	1	0	2	1	0	2	2	0	2	1	
1	1	5	0	0	2	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	
