"УИК №3501"	"УИК №3502"	"УИК №3503"	"УИК №3504"	"УИК №3505"	"УИК №3506"	"УИК №3507"	"УИК №3508"	"УИК №3509"	"УИК №3510"	"УИК №3511"	"УИК №3512"	"УИК №3513"	"УИК №3514"	"УИК №3515"	"УИК №3516"	"УИК №3517"	"УИК №3518"	"УИК №3519"	"УИК №3520"	"УИК №3521"	"УИК №3522"	"УИК №3523"	"УИК №3524"	"УИК №3525"	"УИК №3526"	"УИК №3527"	"УИК №3528"	"УИК №3529"	"УИК №3530"	"УИК №3531"	"УИК №3532"	"УИК №3533"	"УИК №3534"	"УИК №3535"	"УИК №3536"	"УИК №3537"	"УИК №3538"	"УИК №3539"	"УИК №3540"	"УИК №3541"	"УИК №3542"	
1533	696	890	2365	383	1065	1357	384	2730	1920	1902	1366	454	1186	640	1860	658	461	1294	245	376	2762	2957	2744	1686	1697	709	2378	1785	514	1198	210	1176	239	332	394	2471	2505	292	2465	2449	1563	
1480	690	840	2250	350	960	1280	350	2540	1790	1760	1320	430	1110	610	1730	630	440	1250	210	370	2560	2750	2490	1530	1510	650	2210	1640	480	1140	210	1080	220	320	390	2260	2330	230	2190	2280	1430	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
965	465	676	1427	249	669	1022	269	1706	1279	1181	805	241	839	360	1441	461	343	774	155	288	1640	1476	1540	1326	931	495	1342	1022	410	652	105	892	168	248	306	1586	1775	222	1503	1463	830	
126	77	84	67	18	45	89	37	120	144	124	73	52	83	44	136	67	42	85	23	22	42	52	38	50	83	32	68	74	38	126	31	76	22	42	36	68	112	3	115	74	18	
389	148	80	756	83	246	169	44	714	367	455	442	137	188	206	153	102	55	391	32	60	878	1222	912	154	496	123	800	544	32	362	74	112	30	30	48	606	443	5	572	743	582	
126	77	84	67	18	45	89	37	120	144	124	73	51	83	44	136	67	42	85	23	22	42	52	38	50	83	32	68	74	38	126	31	76	22	42	36	68	112	3	115	74	18	
965	465	676	1427	249	669	1022	269	1706	1279	1181	804	241	839	360	1441	461	343	774	155	288	1640	1476	1540	1326	931	495	1340	1022	410	652	105	892	168	248	306	1586	1775	222	1502	1463	830	
17	3	4	34	1	5	16	2	18	22	20	5	6	5	1	16	17	0	9	2	0	14	21	19	32	10	6	34	6	2	7	1	10	6	0	0	18	13	3	20	21	11	
1074	539	756	1460	266	709	1095	304	1808	1401	1285	872	286	917	403	1561	511	385	850	176	310	1668	1507	1559	1344	1004	521	1374	1090	446	771	135	958	184	290	342	1636	1874	222	1597	1516	837	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	5	2	5	1	6	5	3	9	13	7	6	2	2	5	25	1	1	3	0	2	3	11	14	14	2	15	11	7	2	6	1	6	2	0	1	4	8	0	12	17	4	
150	52	89	181	40	105	107	20	239	207	143	105	40	142	41	183	79	22	106	15	27	221	229	246	186	155	62	213	161	24	76	10	78	10	27	30	278	309	33	236	215	118	
104	34	36	122	22	49	77	12	108	86	78	66	32	42	21	96	31	22	64	10	17	102	72	77	66	49	36	87	54	49	56	16	57	18	12	16	110	99	21	83	84	58	
785	435	608	1081	193	517	865	262	1378	1058	1025	671	208	699	321	1217	379	330	651	149	258	1262	1104	1127	1006	756	357	995	835	356	626	101	787	146	245	293	1184	1416	158	1166	1113	611	
11	6	10	49	2	17	15	2	39	20	6	8	3	8	6	17	8	4	11	1	5	31	54	57	29	23	12	33	10	6	2	3	8	3	2	1	31	20	6	47	33	26	
5	5	3	9	3	9	13	2	14	7	9	6	1	13	1	10	4	4	9	1	0	17	8	10	13	3	17	12	10	5	2	4	10	2	3	1	9	9	2	15	12	3	
11	1	3	7	2	3	8	1	11	5	11	3	0	6	3	9	2	2	3	0	1	19	18	18	18	11	13	11	9	4	2	0	6	2	0	0	12	8	2	18	21	9	
2	1	5	6	3	3	5	2	10	5	6	7	0	5	5	4	7	0	3	0	0	13	11	10	12	5	9	12	4	0	1	0	6	1	1	0	8	5	0	20	21	8	
