"УИК №1201"	"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	"УИК №1206"	"УИК №1207"	"УИК №1208"	"УИК №1209"	"УИК №1210"	"УИК №1211"	"УИК №1212"	"УИК №1213"	"УИК №1214"	"УИК №1215"	"УИК №1216"	"УИК №1217"	"УИК №1218"	"УИК №1219"	"УИК №1220"	"УИК №1221"	"УИК №1222"	"УИК №1223"	"УИК №1224"	"УИК №1225"	"УИК №1226"	"УИК №1227"	"УИК №1228"	"УИК №1229"	
1778	1061	1705	108	145	133	782	943	451	292	202	91	152	396	231	172	685	224	171	258	165	568	420	444	309	188	339	201	208	
1810	1070	1750	110	150	130	820	960	460	300	200	100	150	410	230	180	720	220	180	280	170	580	400	470	330	190	360	200	220	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1014	648	932	67	79	73	374	593	304	177	139	72	91	297	169	129	338	117	102	154	97	422	294	335	182	120	111	103	146	
43	19	34	0	5	5	24	28	11	23	8	2	6	9	17	10	33	19	20	15	15	9	23	21	36	13	50	4	11	
753	403	784	43	66	52	422	339	145	100	53	26	53	104	44	41	349	84	58	111	58	149	83	114	112	57	199	93	63	
43	19	34	0	5	5	24	28	11	23	8	2	6	9	17	10	33	19	20	15	15	9	23	21	36	13	50	4	11	
1014	648	932	67	79	73	374	593	304	177	139	72	91	297	169	129	338	117	102	154	97	422	294	335	182	120	111	103	146	
10	5	10	0	0	0	7	6	1	2	1	2	2	2	0	0	12	1	0	3	0	7	4	2	0	1	2	0	1	
1047	662	956	67	84	78	391	615	314	198	146	72	95	304	186	139	359	135	122	166	112	424	313	354	218	132	159	107	156	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	2	8	2	1	2	2	5	0	2	0	0	0	1	0	0	1	1	2	3	0	3	0	1	2	1	2	0	0	
121	93	103	1	2	4	31	81	53	25	11	5	6	43	9	10	47	30	1	7	14	50	37	15	36	45	20	13	25	
57	28	58	2	1	1	18	33	7	5	4	1	5	12	9	7	31	9	8	2	4	28	16	10	12	4	9	6	9	
852	523	775	62	80	71	338	488	250	163	130	65	84	244	166	121	273	93	111	152	92	334	252	327	167	82	124	87	120	
6	6	4	0	0	0	2	3	4	2	0	0	0	2	1	0	4	0	0	2	0	6	4	0	0	0	1	0	1	
3	4	1	0	0	0	0	2	0	1	0	0	0	2	0	0	2	2	0	0	2	1	2	0	1	0	2	1	0	
4	5	3	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1	1	0	0	0	0	1	
2	1	4	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	
