"УИК №1026"	"УИК №1027"	"УИК №1028"	"УИК №1029"	"УИК №1030"	"УИК №1031"	"УИК №1032"	"УИК №1033"	"УИК №1034"	"УИК №1035"	"УИК №1036"	"УИК №1037"	"УИК №1038"	"УИК №1039"	"УИК №1040"	"УИК №1041"	"УИК №1042"	"УИК №1043"	"УИК №1044"	"УИК №1045"	"УИК №1046"	"УИК №1047"	"УИК №1048"	"УИК №1049"	"УИК №1050"	"УИК №1051"	"УИК №1052"	"УИК №1053"	"УИК №1054"	"УИК №1055"	"УИК №1056"	"УИК №1057"	"УИК №1058"	"УИК №1059"	"УИК №3671"	"УИК №3672"	"УИК №3673"	
1005	1398	1631	1810	1708	1669	1700	1307	1934	2148	1671	1346	2057	2363	2040	2086	1417	1746	1909	1588	1170	1536	2282	873	2072	1861	2402	1985	2332	2383	1359	1819	1663	2031	153	31	83	
700	1000	1200	1400	1300	1200	1300	1000	1400	1700	1300	1000	1500	1800	1600	1600	1100	1300	1400	1100	800	1200	1700	650	1500	1400	1800	1600	1700	1900	1000	1300	1300	1500	400	100	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
542	742	872	1005	972	922	961	680	1091	1178	906	786	1153	1264	1143	1139	722	993	1117	836	701	869	1325	523	1148	1083	1342	1151	1368	1389	783	1125	909	1117	0	0	0	
16	36	38	35	51	38	35	28	41	39	44	46	40	77	53	46	48	29	41	25	19	36	51	13	42	32	51	53	46	54	24	44	53	64	153	31	80	
142	222	290	360	277	240	304	292	268	483	350	168	307	459	404	415	330	278	242	239	80	295	324	114	310	285	407	396	286	457	193	131	338	319	247	69	120	
16	36	38	35	51	38	35	28	41	39	44	46	40	77	53	46	48	29	41	25	19	36	51	13	42	32	51	53	46	54	24	44	53	64	153	31	80	
542	742	872	1000	970	921	961	678	1088	1177	906	786	1150	1258	1141	1135	722	990	1117	834	701	869	1323	523	1147	1083	1342	1150	1366	1384	782	1125	908	1117	0	0	0	
6	6	16	14	14	6	8	10	17	17	25	11	17	16	27	8	10	15	19	9	11	24	22	7	31	15	22	25	24	16	13	45	8	20	1	0	1	
552	772	894	1021	1007	953	988	696	1112	1199	925	821	1173	1319	1167	1173	760	1004	1139	850	709	881	1352	529	1158	1100	1371	1178	1388	1422	793	1124	953	1161	152	31	79	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	3	10	11	9	5	10	9	14	18	12	10	14	8	5	9	5	6	4	6	9	7	16	3	16	15	13	12	14	20	9	14	13	11	2	0	0	
85	90	107	113	118	102	119	93	122	174	127	122	173	145	159	152	92	157	133	113	119	144	183	87	135	141	164	159	200	165	118	120	142	172	8	4	8	
15	50	58	77	51	69	57	53	59	56	55	40	79	88	56	50	46	71	87	34	38	48	76	22	64	51	90	45	61	81	34	43	52	61	13	1	6	
387	571	639	740	727	678	717	471	798	812	623	568	817	945	788	822	510	646	786	567	447	584	902	357	835	759	937	838	950	980	531	809	651	775	119	25	60	
25	16	33	37	43	45	30	23	56	52	53	33	36	45	66	59	30	52	58	58	42	37	61	25	37	49	65	50	59	72	47	65	32	55	4	0	4	
0	6	6	4	3	11	5	7	6	9	4	1	3	6	10	8	9	8	9	4	6	9	10	4	7	7	14	9	10	11	5	15	5	7	1	0	0	
11	9	18	15	17	14	11	13	16	31	23	14	14	20	29	22	19	26	10	24	14	15	28	9	17	18	39	16	40	26	20	23	19	14	1	0	1	
20	27	23	24	39	29	39	27	41	47	28	33	37	62	54	51	49	38	52	44	34	37	76	22	47	60	49	49	54	67	29	35	39	66	4	1	0	
