"УИК №90"	"УИК №91"	"УИК №92"	"УИК №93"	"УИК №94"	"УИК №95"	"УИК №96"	"УИК №97"	"УИК №98"	"УИК №99"	"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	
1934	1788	1520	1671	1747	1966	1745	1728	1725	1691	2287	2030	2145	1547	1688	1872	1554	1916	2665	1808	1928	101	1808	2171	2019	256	
1990	1770	1620	1680	1720	1960	1700	1610	1650	1700	2360	1810	2140	1500	1710	1810	1500	1950	2450	1870	2010	170	1780	2000	2020	267	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1283	1160	911	1150	1168	1355	1127	1094	1106	1195	1732	1314	1556	1129	1181	1196	1121	1255	1632	1077	1171	83	1314	1450	1395	171	
19	27	30	38	40	43	69	36	35	34	21	19	22	39	34	43	28	72	52	45	89	14	19	27	43	73	
688	583	679	492	512	562	504	480	509	471	607	477	562	332	495	571	351	623	766	748	750	73	447	523	582	23	
19	27	30	38	40	43	69	36	35	34	21	19	22	39	34	43	28	72	52	45	89	14	19	27	43	73	
1264	1160	911	1150	1168	1355	1127	1094	1105	1195	1732	1314	1556	1129	1181	1196	1120	1254	1631	1076	1171	83	1314	1450	1395	171	
12	16	15	22	17	10	18	21	21	19	25	25	29	9	24	15	22	23	10	9	18	1	21	30	34	7	
1271	1171	926	1166	1191	1388	1178	1109	1119	1210	1728	1308	1549	1159	1191	1224	1126	1303	1673	1112	1242	96	1312	1447	1404	237	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	10	15	3	5	17	9	10	4	4	12	9	16	10	8	6	8	10	8	9	16	1	10	11	5	2	
312	288	226	267	262	324	251	245	252	244	414	308	356	252	278	299	191	315	395	302	311	5	273	295	331	42	
88	70	79	56	84	108	79	65	58	90	129	72	108	77	87	89	52	103	138	92	101	10	77	96	92	17	
833	778	582	812	809	880	799	756	776	830	1113	871	1015	787	781	786	837	827	1085	677	776	78	907	993	935	171	
17	2	10	10	16	26	13	16	8	21	32	19	23	8	10	14	9	17	13	8	9	2	13	21	12	1	
5	4	6	5	4	12	7	7	6	9	4	10	6	10	9	9	3	12	15	5	9	0	8	14	12	1	
7	9	4	9	1	8	8	5	7	6	13	9	9	9	11	13	16	6	8	10	10	0	13	7	8	1	
8	10	4	4	10	13	12	5	8	6	11	10	16	6	7	8	10	13	11	9	10	0	11	10	9	2	
