"УИК №1101"	"УИК №1102"	"УИК №1103"	"УИК №1104"	"УИК №1105"	"УИК №1106"	"УИК №1107"	"УИК №1108"	"УИК №1109"	"УИК №1110"	"УИК №1111"	"УИК №1112"	"УИК №1113"	"УИК №1114"	"УИК №1115"	"УИК №1116"	"УИК №1117"	"УИК №1118"	"УИК №1119"	"УИК №1120"	"УИК №1121"	"УИК №1122"	"УИК №1123"	"УИК №1124"	"УИК №1125"	"УИК №1126"	"УИК №1127"	"УИК №1128"	"УИК №1129"	"УИК №1130"	"УИК №1131"	"УИК №1132"	"УИК №1133"	"УИК №1134"	"УИК №1135"	"УИК №1136"	"УИК №1137"	"УИК №1138"	"УИК №1139"	"УИК №1140"	"УИК №1141"	"УИК №1142"	"УИК №1143"	"УИК №1144"	"УИК №1145"	"УИК №1146"	"УИК №1147"	"УИК №1148"	"УИК №1149"	"УИК №1150"	"УИК №1151"	"УИК №1152"	"УИК №1153"	
2640	2368	1133	2020	1938	1773	1908	2003	2251	1199	1281	1259	674	1799	2012	1888	1877	1843	2316	2073	1975	2211	2250	2159	2532	310	2026	2074	2658	2069	1478	1875	2449	1053	571	1850	918	1652	2618	2723	1684	2195	1140	2879	2235	2035	2082	367	1720	407	535	1235	1156	
2500	2350	1050	1950	1900	1500	1850	2000	2200	1150	1250	1200	600	1800	1900	1700	1850	1800	2100	2050	1950	2050	2200	2050	2150	305	1950	2050	2600	2000	1450	1850	2400	1015	450	1750	900	1650	2600	2700	1650	2200	1050	2800	2200	2050	1900	350	1650	350	450	1200	1050	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1629	1416	598	1178	1211	962	1085	1288	1367	747	766	761	431	1162	1309	1303	1211	1161	1413	1138	1185	1414	1427	1313	1442	263	1246	1225	1760	1281	993	1270	1482	581	332	1193	608	944	1470	1758	999	1326	737	1740	1326	1235	1297	153	1009	156	343	696	795	
35	37	49	35	19	30	21	44	63	21	42	20	24	46	42	31	27	39	73	37	34	30	24	54	299	30	17	30	40	23	26	12	43	33	51	28	8	16	30	38	29	34	14	43	23	19	59	82	90	105	19	16	14	
836	897	403	737	670	508	744	668	770	382	442	419	145	592	549	366	612	600	614	875	731	606	749	683	409	12	687	795	800	696	431	568	875	401	67	529	284	690	1100	904	622	840	299	1017	851	796	544	115	551	89	88	488	241	
35	37	49	35	19	30	21	44	63	21	42	20	24	46	42	31	27	39	73	37	34	30	24	54	299	30	17	30	40	23	26	12	43	33	51	28	8	16	30	38	29	34	14	43	23	19	59	82	90	105	19	16	14	
1629	1416	598	1178	1211	962	1085	1288	1367	746	766	760	431	1162	1309	1302	1211	1160	1413	1138	1185	1414	1427	1312	1442	263	1243	1224	1760	1281	993	1270	1482	581	332	1193	608	944	1470	1758	999	1326	737	1740	1326	1235	1297	153	1008	156	343	696	794	
21	17	8	9	24	13	15	4	16	9	10	11	3	9	20	18	11	20	9	15	14	18	24	11	18	8	10	14	15	16	12	19	13	4	6	17	10	14	12	18	11	29	3	35	17	14	13	0	18	0	1	11	6	
1643	1436	639	1204	1206	979	1091	1328	1414	758	798	769	452	1199	1331	1315	1227	1179	1477	1160	1205	1426	1427	1355	1723	285	1250	1240	1785	1288	1007	1263	1512	610	377	1204	606	946	1488	1778	1017	1331	748	1748	1332	1240	1343	235	1080	261	361	701	802	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

16	11	4	9	14	8	7	14	13	6	4	6	3	18	10	10	18	10	26	13	9	5	8	8	18	4	12	8	11	14	8	15	12	8	5	8	6	4	11	7	9	12	9	17	6	5	10	1	11	1	2	6	9	
190	148	69	130	117	77	117	121	151	71	103	67	37	133	151	139	143	139	174	104	116	155	164	130	159	17	146	106	239	137	102	150	155	80	35	114	75	91	163	212	115	184	79	198	162	104	144	20	110	18	48	61	93	
106	103	47	100	98	90	97	116	118	78	68	69	26	72	92	67	67	79	128	101	97	108	98	85	140	21	85	86	128	84	68	87	99	46	29	98	48	79	125	128	67	80	40	120	131	93	117	15	87	15	16	42	59	
1252	1130	487	921	922	767	815	1015	1093	576	581	585	364	902	991	1014	939	899	1084	890	906	1083	1092	1073	1323	238	949	977	1341	996	783	939	1186	457	290	928	448	731	1123	1346	797	1004	594	1359	989	986	1025	194	830	222	279	553	598	
31	21	10	15	20	19	18	23	18	6	20	10	9	28	40	39	20	20	23	16	33	36	19	25	42	2	20	23	27	23	15	25	25	8	7	21	8	12	28	33	9	14	9	19	15	26	19	3	18	1	8	16	16	
16	10	5	8	11	6	15	12	3	9	5	7	3	12	13	7	12	13	8	15	13	12	15	9	13	1	9	16	14	9	11	13	16	6	4	13	6	7	14	18	5	9	7	11	8	13	9	2	6	3	1	6	8	
14	6	8	7	11	7	11	15	11	3	8	15	6	18	11	12	11	10	13	10	15	11	15	11	14	1	15	8	13	11	9	14	12	0	6	8	6	11	12	16	2	11	6	11	12	7	13	0	9	1	4	3	7	
18	7	9	14	13	5	11	12	7	9	9	10	4	16	23	27	17	9	21	11	16	16	16	14	14	1	14	16	12	14	11	20	7	5	1	14	9	11	12	18	13	17	4	13	9	6	6	0	9	0	3	14	12	
