"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	"УИК №253"	"УИК №254"	"УИК №255"	"УИК №256"	"УИК №3437"	"УИК №3641"	
2271	2815	2017	2345	2989	2938	2531	2274	1750	2431	2400	2769	2305	2127	2445	2283	2229	2315	1668	816	
1750	2000	1550	1800	2250	2100	1850	1700	1300	1900	1850	2150	1750	1600	1900	1750	1900	1750	1350	1000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1302	1602	1137	1370	1607	1587	1534	1256	971	1423	1366	1560	1364	1167	1403	1329	1312	1301	944	810	
74	63	60	51	78	94	58	84	40	62	66	55	73	76	63	69	44	72	14	0	
374	335	353	379	565	419	258	360	289	415	418	535	313	357	434	352	544	377	392	190	
74	63	60	51	78	93	58	84	40	62	66	56	73	76	63	38	43	72	14	0	
1301	1599	1135	1369	1604	1586	1533	1256	970	1419	1364	1556	1361	1163	1401	1327	1303	1299	943	810	
14	26	14	26	21	40	28	20	20	24	19	48	30	11	29	19	17	19	5	99	
1361	1636	1181	1394	1661	1639	1563	1320	990	1457	1411	1564	1404	1228	1435	1346	1329	1352	952	711	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

18	9	11	24	23	13	6	16	8	8	16	21	10	21	13	14	15	18	9	7	
182	203	185	185	210	244	235	168	106	213	194	194	186	131	163	169	186	169	158	30	
56	85	40	56	65	73	77	57	50	50	62	52	58	71	57	73	48	43	40	113	
952	1121	781	934	1094	1117	1053	984	717	1019	979	1054	1004	877	1038	905	861	927	612	425	
60	109	63	91	139	78	84	43	39	77	69	111	49	49	64	91	86	77	69	103	
15	13	10	10	13	16	19	13	12	8	18	11	23	10	14	9	16	15	5	1	
33	28	32	30	33	36	35	17	12	23	18	42	32	11	19	24	30	31	16	26	
45	68	59	64	84	62	54	22	46	59	55	79	42	58	67	61	87	72	43	6	
