"УИК №3301"	"УИК №3302"	"УИК №3303"	"УИК №3304"	"УИК №3305"	"УИК №3306"	"УИК №3307"	"УИК №3308"	"УИК №3309"	"УИК №3310"	"УИК №3311"	"УИК №3312"	"УИК №3313"	"УИК №3314"	"УИК №3315"	"УИК №3316"	"УИК №3317"	"УИК №3318"	"УИК №3319"	"УИК №3320"	"УИК №3321"	"УИК №3322"	"УИК №3323"	"УИК №3324"	"УИК №3325"	
131	534	115	120	673	267	898	257	237	306	575	450	119	592	381	1807	2069	966	699	387	505	1580	194	117	821	
123	502	103	105	628	249	839	235	216	277	545	413	114	548	354	1669	1922	914	649	357	465	1485	194	102	762	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62	281	80	68	384	119	462	137	126	130	309	265	59	264	180	951	1032	466	353	199	226	876	91	59	404	
6	6	11	15	43	25	89	13	15	22	47	31	9	29	30	39	68	13	50	7	28	29	11	5	17	
55	215	12	22	201	105	288	85	75	125	189	117	46	255	144	679	822	435	246	151	211	580	92	38	341	
6	6	11	15	43	25	89	13	15	22	47	31	9	29	30	39	68	13	50	7	28	29	11	5	17	
62	281	80	68	384	119	462	137	126	130	309	265	59	264	180	951	1032	466	353	199	226	876	91	59	404	
1	4	1	1	8	0	3	0	1	4	7	1	0	1	2	15	14	5	4	5	3	6	0	0	3	
67	283	90	82	419	144	548	150	140	148	349	295	68	292	208	975	1086	474	399	201	251	899	102	64	418	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	2	0	2	0	2	0	1	1	2	2	1	5	2	1	5	1	1	3	1	1	1	
9	34	15	4	39	18	53	10	10	8	18	27	0	15	12	137	141	53	36	26	30	95	2	2	26	
3	28	10	13	60	21	61	9	15	11	59	27	8	44	20	104	114	59	29	20	22	130	19	12	67	
54	215	64	64	309	103	421	130	113	128	265	238	57	225	174	705	815	348	323	153	192	640	79	49	321	
0	2	1	0	4	0	1	1	0	1	1	0	0	2	0	7	7	5	1	0	2	11	1	0	2	
1	3	0	1	2	2	3	0	0	0	4	1	0	4	0	6	4	5	4	0	2	16	0	0	0	
0	0	0	0	3	0	6	0	0	0	1	1	0	0	1	8	2	3	0	0	1	2	0	0	1	
0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	3	1	0	1	1	1	2	0	0	0	
