"УИК №2689"	"УИК №2690"	"УИК №2691"	"УИК №2692"	"УИК №2693"	"УИК №2694"	"УИК №2695"	"УИК №2696"	"УИК №2697"	"УИК №2698"	"УИК №2699"	"УИК №2700"	"УИК №2701"	"УИК №2702"	"УИК №2703"	"УИК №2704"	"УИК №2705"	"УИК №2706"	"УИК №2707"	"УИК №2708"	"УИК №2709"	"УИК №2710"	"УИК №2711"	"УИК №2712"	"УИК №2713"	"УИК №2714"	"УИК №2715"	"УИК №2716"	"УИК №2717"	"УИК №2719"	"УИК №2720"	"УИК №2721"	"УИК №2723"	"УИК №2724"	"УИК №2725"	"УИК №2726"	"УИК №2727"	"УИК №2728"	"УИК №2729"	"УИК №2730"	"УИК №2731"	"УИК №2732"	"УИК №2733"	"УИК №2734"	"УИК №2736"	"УИК №2737"	"УИК №2738"	
430	285	319	236	352	446	207	418	418	185	400	345	312	737	183	393	425	329	299	179	138	134	470	324	122	526	282	577	861	461	167	760	1079	778	650	1031	1435	731	753	810	347	453	268	524	436	552	422	
427	285	318	232	352	448	210	418	410	186	400	350	321	750	185	395	421	330	300	180	134	136	462	323	120	526	282	577	869	560	168	760	1069	775	644	1036	1387	737	754	814	346	453	268	526	436	548	415	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362	251	292	208	303	391	184	376	338	120	300	297	261	537	168	302	316	290	228	155	115	104	408	286	114	445	263	500	632	358	139	665	924	585	488	726	1007	635	516	539	251	360	229	337	349	428	385	
19	21	14	7	23	27	13	26	16	24	20	23	21	68	9	24	44	17	11	6	5	17	31	19	4	66	16	29	101	38	13	42	19	19	34	53	80	24	7	101	31	48	37	67	16	71	20	
46	13	12	17	26	30	13	16	56	42	80	30	39	145	8	69	61	23	61	19	14	15	23	18	2	15	3	48	136	164	16	53	126	171	122	257	300	78	231	174	64	45	2	122	71	49	10	
19	21	14	7	23	27	13	26	16	24	20	23	21	68	9	24	44	17	11	6	5	17	31	19	4	66	16	29	101	38	13	42	19	19	34	53	80	24	7	101	31	48	37	67	16	71	20	
362	251	292	208	303	391	184	376	338	120	300	288	261	537	168	302	316	290	228	155	115	104	408	286	114	445	263	500	632	358	139	665	924	585	488	726	1007	635	516	539	251	360	229	337	349	428	385	
6	2	0	0	3	4	2	3	0	1	4	0	0	15	0	5	5	0	0	0	0	0	0	0	0	0	5	0	14	4	3	9	11	13	0	10	42	6	6	2	0	0	0	7	2	1	0	
375	270	306	215	323	414	195	399	354	143	316	311	282	590	177	321	355	307	239	161	120	121	439	305	118	511	274	529	719	392	149	698	932	591	522	769	1045	653	517	638	282	408	266	397	363	498	405	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	1	2	0	1	1	0	1	1	1	0	0	1	1	0	0	2	0	0	2	0	1	0	0	0	4	0	0	6	3	0	1	0	2	5	2	0	2	6	3	1	0	0	0	1	4	0	
84	72	36	26	81	71	45	63	60	11	49	67	20	144	38	56	140	101	85	23	10	6	33	43	13	34	24	106	132	82	16	110	237	107	126	125	261	108	148	140	36	95	27	60	73	52	49	
27	6	10	9	16	8	4	14	10	4	13	4	2	27	3	10	9	6	3	3	7	6	10	0	5	6	11	22	25	3	5	39	17	20	30	38	29	16	17	27	19	3	10	15	15	12	17	
249	188	251	180	211	322	144	317	282	120	250	240	256	406	136	245	197	200	151	129	102	104	396	262	100	434	234	401	530	298	125	530	658	440	342	581	725	522	324	446	216	310	223	310	270	422	327	
3	1	5	0	3	5	0	3	1	1	0	0	0	5	0	4	4	0	0	1	0	0	0	0	0	10	3	0	9	3	3	7	6	2	5	7	9	0	5	6	2	0	1	1	3	0	6	
3	0	2	0	5	7	1	0	0	3	1	0	2	5	0	3	3	0	0	2	1	1	0	0	0	11	1	0	12	2	0	3	11	9	10	11	8	2	7	7	2	0	2	8	1	7	0	
2	0	0	0	3	0	1	0	0	2	3	0	0	2	0	0	0	0	0	0	0	2	0	0	0	3	1	0	3	1	0	5	1	6	2	4	9	2	8	5	5	0	2	1	0	1	6	
2	2	0	0	3	0	0	1	0	1	0	0	1	0	0	3	0	0	0	1	0	1	0	0	0	9	0	0	2	0	0	3	2	5	2	1	4	1	2	4	1	0	1	2	0	0	0	
