"УИК №1901"	"УИК №1902"	"УИК №1903"	"УИК №1904"	"УИК №1905"	"УИК №1906"	"УИК №1907"	"УИК №1908"	"УИК №1909"	"УИК №1910"	"УИК №1911"	"УИК №1912"	"УИК №1913"	"УИК №1914"	"УИК №1915"	"УИК №1916"	"УИК №1917"	"УИК №1918"	"УИК №1919"	"УИК №1920"	"УИК №1921"	"УИК №1922"	"УИК №1923"	"УИК №1924"	"УИК №1925"	"УИК №1926"	"УИК №1927"	"УИК №1928"	"УИК №1929"	"УИК №1930"	"УИК №1931"	"УИК №1932"	"УИК №1933"	"УИК №1934"	"УИК №1935"	"УИК №1936"	"УИК №1937"	"УИК №1938"	"УИК №1939"	"УИК №1940"	
1379	1041	1014	1184	783	1195	1337	1000	933	558	130	239	580	342	151	687	188	319	817	913	102	576	238	726	333	1039	637	1156	306	1711	306	718	798	2035	359	882	607	114	1048	717	
1300	950	950	1100	730	1100	1300	950	850	580	130	250	580	350	140	650	200	330	900	970	110	580	220	720	320	950	650	1100	300	1650	300	660	780	2000	360	950	650	140	1050	770	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
781	597	566	574	394	506	699	518	501	408	86	123	330	180	86	403	136	163	493	505	64	387	162	417	159	645	329	319	156	812	176	382	457	1271	184	606	416	85	494	424	
62	62	83	72	27	87	83	58	49	50	30	81	35	23	9	85	19	33	97	132	14	71	22	81	31	77	86	622	21	442	19	61	64	247	85	113	49	17	183	91	
457	291	301	454	309	507	518	374	300	122	14	46	215	147	45	162	45	134	310	333	32	122	36	222	130	228	235	159	123	396	105	217	259	482	91	231	185	38	373	255	
62	62	83	72	27	87	83	58	49	50	30	81	35	23	9	85	19	33	97	132	14	71	22	81	31	77	86	622	21	442	19	61	64	247	85	113	49	17	183	91	
781	597	566	574	394	506	699	518	501	408	86	123	330	180	86	403	136	163	493	505	64	387	162	417	159	644	329	319	156	812	176	382	457	1271	184	606	416	85	494	424	
13	12	5	4	5	8	8	6	4	5	2	1	7	0	0	10	2	4	11	5	0	5	2	7	0	12	3	7	0	11	2	4	6	16	3	2	4	1	3	6	
830	647	644	642	416	585	774	570	546	453	114	203	358	203	95	478	153	192	579	632	78	453	182	491	190	709	412	934	177	1243	193	439	515	1502	266	717	461	101	674	509	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	5	6	3	1	2	10	1	5	4	0	1	0	1	1	4	1	4	2	3	0	8	0	1	0	4	5	13	2	5	1	2	1	11	1	2	1	1	3	7	
135	91	109	117	63	66	117	104	76	60	4	8	57	17	7	59	26	23	44	56	8	46	11	35	14	127	48	79	16	152	18	39	50	170	12	75	68	14	77	35	
68	52	45	47	44	60	62	45	56	26	3	11	30	19	8	24	11	21	52	43	6	31	11	38	10	50	20	68	6	97	9	32	29	103	8	43	20	8	59	34	
599	470	465	458	305	443	560	397	394	351	103	179	263	163	78	383	112	143	468	521	61	357	156	411	164	512	329	727	152	959	159	363	423	1199	245	584	358	76	521	422	
9	10	3	2	1	4	3	8	1	4	1	4	1	2	0	2	1	0	4	2	0	5	1	4	1	9	5	30	0	15	3	0	2	7	0	3	3	1	7	4	
9	6	8	3	0	5	8	5	8	4	1	0	3	1	0	5	0	1	6	1	0	4	3	1	1	2	3	6	0	7	1	2	5	5	0	8	8	0	3	4	
0	6	4	7	1	1	9	7	2	2	1	0	2	0	0	1	2	0	1	3	3	2	0	1	0	3	1	6	1	4	1	1	4	4	0	2	1	1	1	2	
6	7	4	5	1	4	5	3	4	2	1	0	2	0	1	0	0	0	2	3	0	0	0	0	0	2	1	5	0	4	1	0	1	3	0	0	2	0	3	1	
