"УИК №1733"	"УИК №1734"	"УИК №1735"	"УИК №1736"	"УИК №1737"	"УИК №1738"	"УИК №1739"	"УИК №1740"	"УИК №1741"	"УИК №1742"	"УИК №1743"	"УИК №1744"	"УИК №1745"	"УИК №1746"	"УИК №1747"	"УИК №1748"	"УИК №1749"	"УИК №1750"	"УИК №1751"	"УИК №1752"	"УИК №1753"	"УИК №1754"	"УИК №1755"	"УИК №1756"	"УИК №1757"	"УИК №1758"	"УИК №1759"	"УИК №1760"	"УИК №1761"	"УИК №1762"	"УИК №1763"	"УИК №1764"	"УИК №1765"	"УИК №1766"	"УИК №1767"	"УИК №1768"	"УИК №1769"	"УИК №1770"	"УИК №1771"	"УИК №1772"	"УИК №1773"	"УИК №1774"	"УИК №1775"	"УИК №1776"	"УИК №1777"	
1203	1042	1164	1166	1318	145	1809	1490	1283	1251	1292	1406	1685	1149	1026	301	184	199	136	485	105	264	423	86	273	58	41	231	170	164	145	338	241	166	175	152	752	96	263	257	281	582	218	175	327	
1190	1000	1200	1190	1300	135	1700	1390	1250	1270	1380	1350	1535	1140	990	290	190	190	130	500	100	270	440	85	270	50	40	230	170	170	145	350	245	160	170	150	765	95	265	260	280	610	230	180	325	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
778	592	653	657	721	88	1267	979	861	818	881	1060	1273	723	622	200	122	132	103	271	67	186	290	71	222	36	28	192	117	133	60	180	158	97	112	97	483	63	158	219	217	369	139	115	213	
224	209	224	140	120	10	36	53	36	47	35	38	34	61	125	36	15	25	10	103	19	18	46	4	22	6	6	28	16	7	7	34	18	14	14	6	77	14	30	14	15	73	28	18	48	
188	199	323	393	459	37	397	358	353	405	464	252	228	356	243	54	53	33	17	126	14	66	104	10	26	8	6	10	37	30	78	136	69	49	44	47	205	18	77	27	48	168	63	47	64	
224	209	224	140	120	10	36	53	36	47	35	38	34	61	125	36	15	25	10	103	19	18	46	4	22	6	6	28	16	7	7	34	18	14	14	6	77	14	30	14	15	73	28	18	48	
778	592	653	657	721	88	1267	979	861	818	881	1060	1273	723	622	200	122	132	103	271	67	186	290	71	222	36	28	192	117	133	60	180	158	97	112	97	483	63	158	219	217	369	139	115	213	
10	6	7	13	12	1	23	17	9	14	14	24	8	8	9	4	0	0	0	2	0	1	2	0	0	0	0	3	0	1	0	1	2	1	1	1	3	0	1	1	6	3	4	0	1	
992	795	870	784	829	97	1280	1015	888	851	902	1074	1299	776	738	232	137	157	113	372	86	203	334	75	244	42	34	217	133	139	67	213	174	110	125	102	557	77	187	232	226	439	163	133	260	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	7	1	2	0	1	7	4	3	4	2	8	3	3	1	0	0	3	2	4	0	0	3	0	0	0	1	6	0	0	0	1	1	0	0	3	2	0	0	0	2	3	1	0	1	
117	99	162	143	149	7	150	118	105	107	86	146	149	116	80	19	6	24	11	60	14	26	36	5	6	13	4	27	15	21	21	45	33	16	9	12	99	9	32	21	40	63	31	16	28	
88	43	55	50	61	6	163	104	97	98	98	98	120	98	66	12	8	9	14	33	7	24	25	2	17	1	0	9	9	2	3	13	13	4	16	4	38	5	18	19	17	38	13	10	15	
772	623	636	568	609	83	924	756	660	620	683	790	985	542	574	190	122	118	81	266	64	151	262	67	216	27	29	175	107	115	43	148	122	90	99	82	407	61	133	188	159	330	115	99	211	
5	9	5	7	1	0	22	17	15	14	16	17	20	4	8	5	1	1	2	4	0	1	2	1	2	1	0	0	1	0	0	0	2	0	0	1	3	0	1	0	1	1	1	2	3	
4	8	4	7	5	0	5	8	3	5	9	5	9	8	3	1	0	2	1	3	0	1	6	0	2	0	0	0	0	1	0	2	1	0	0	0	8	0	1	2	2	3	2	4	2	
3	3	2	7	3	0	6	4	4	3	6	6	8	5	5	1	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	2	1	3	0	0	1	0	
0	3	5	0	1	0	3	4	1	0	2	4	5	0	1	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	2	0	1	2	1	0	1	0	
