"УИК №800"	"УИК №801"	"УИК №802"	"УИК №803"	"УИК №804"	"УИК №805"	"УИК №806"	"УИК №807"	"УИК №808"	"УИК №809"	"УИК №810"	"УИК №811"	"УИК №812"	"УИК №813"	"УИК №814"	"УИК №816"	"УИК №817"	"УИК №818"	"УИК №819"	"УИК №820"	"УИК №821"	"УИК №822"	"УИК №823"	"УИК №824"	"УИК №825"	"УИК №826"	"УИК №827"	
1128	1005	1050	494	770	567	578	349	512	449	264	295	409	122	79	392	168	399	208	263	120	71	141	528	644	162	297	
1130	1050	1080	500	780	580	590	335	525	450	280	305	410	125	80	380	170	415	210	275	115	75	140	550	675	155	310	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
583	595	581	277	422	326	356	182	299	269	169	182	202	65	48	184	97	237	109	166	79	41	89	322	372	83	178	
49	27	45	18	53	32	32	32	44	29	17	19	16	14	4	69	11	25	22	21	14	10	12	28	53	6	20	
498	428	454	205	305	222	202	121	182	152	94	104	192	46	28	127	62	153	79	88	22	24	39	200	250	66	112	
49	27	45	18	53	32	32	32	44	29	17	19	16	14	4	69	11	25	22	21	14	10	12	28	53	6	20	
583	595	581	277	422	326	356	182	299	269	169	182	202	65	48	184	97	237	109	166	79	41	89	322	372	83	178	
5	8	5	7	5	4	4	3	2	0	2	3	1	0	0	2	0	1	2	1	1	1	1	3	6	0	6	
627	614	621	288	470	354	384	211	341	298	184	198	217	79	52	251	108	261	129	186	92	50	100	347	419	89	192	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	6	8	0	0	4	3	3	2	4	4	1	4	0	0	1	0	2	1	0	1	0	1	1	1	0	1	
147	175	166	55	69	29	39	28	52	25	20	22	30	6	7	44	17	31	27	82	22	15	13	65	75	13	17	
52	44	49	35	47	36	24	27	33	26	19	26	23	9	3	20	4	25	6	17	8	3	11	32	36	6	16	
412	379	383	189	345	282	302	150	250	234	138	147	155	63	42	184	85	200	91	82	61	31	75	247	293	70	156	
3	7	3	2	8	1	4	2	1	2	0	1	2	1	0	0	2	1	2	2	0	0	0	2	6	0	1	
5	1	6	4	1	0	5	1	0	2	2	1	2	0	0	2	0	2	2	2	0	0	0	0	6	0	1	
2	2	4	2	0	1	3	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
5	0	2	1	0	1	4	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	
