"УИК №354"	"УИК №543"	"УИК №544"	"УИК №545"	"УИК №546"	"УИК №547"	"УИК №548"	"УИК №549"	"УИК №550"	"УИК №551"	"УИК №552"	"УИК №553"	"УИК №554"	"УИК №555"	"УИК №556"	"УИК №557"	"УИК №558"	"УИК №559"	"УИК №560"	"УИК №561"	"УИК №562"	"УИК №563"	"УИК №564"	"УИК №565"	"УИК №566"	"УИК №567"	"УИК №568"	"УИК №569"	"УИК №570"	
675	1214	1171	1150	402	1038	1404	1153	468	439	334	57	104	1146	582	255	77	253	387	160	162	537	961	917	338	1124	457	172	476	
804	1287	1247	1190	443	1146	1580	1222	554	560	383	64	136	1153	660	288	95	268	380	199	181	525	997	938	353	1210	464	200	536	
0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
645	909	1012	992	286	709	1368	905	393	322	265	56	83	711	376	239	67	217	353	146	141	415	763	680	282	793	375	169	413	
2	50	36	18	52	123	28	75	31	58	12	1	9	62	77	4	9	22	25	3	18	39	57	30	27	97	16	1	29	
157	328	199	180	105	314	184	242	130	180	105	7	44	221	207	45	19	29	2	50	22	71	177	228	44	320	73	30	94	
2	50	36	18	52	123	28	75	31	58	12	1	9	221	77	4	9	22	25	3	18	39	57	30	27	97	16	1	29	
645	909	1012	992	286	709	1368	905	393	322	265	56	83	711	376	239	67	217	353	146	141	415	763	679	282	793	375	169	413	
15	22	24	29	27	26	15	38	2	8	2	0	1	45	5	22	0	1	10	3	2	24	12	21	1	29	2	2	37	
632	937	1024	981	311	806	1381	942	422	372	275	57	91	887	448	221	76	238	368	146	157	430	808	688	308	861	389	168	405	
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	6	8	8	0	6	3	6	2	0	1	0	0	6	3	0	1	0	3	0	0	1	4	3	1	4	2	1	2	
114	166	197	118	35	104	89	140	75	59	34	2	8	150	77	3	3	28	39	5	33	41	106	140	30	158	48	12	32	
83	90	50	126	33	82	67	109	33	49	13	8	3	102	43	4	3	8	17	5	4	45	47	58	20	121	43	17	29	
408	647	763	695	237	606	1193	655	300	254	224	44	79	606	319	214	69	200	305	133	117	334	635	475	253	559	291	137	337	
15	6	0	21	1	1	20	12	6	1	2	1	0	6	3	0	0	1	2	0	0	0	4	5	0	9	2	0	4	
5	8	3	7	3	5	3	8	2	1	1	0	0	8	1	0	0	1	2	2	0	5	6	3	1	4	1	1	0	
3	5	3	3	1	2	3	9	1	5	0	0	0	4	1	0	0	0	0	1	2	1	1	2	1	3	1	0	1	
2	9	0	3	1	0	3	3	3	3	0	2	1	5	1	0	0	0	0	0	1	3	5	2	2	3	1	0	0	
