"УИК №3001"	"УИК №3002"	"УИК №3003"	"УИК №3004"	"УИК №3005"	"УИК №3006"	"УИК №3007"	"УИК №3008"	"УИК №3009"	"УИК №3010"	"УИК №3011"	"УИК №3012"	"УИК №3013"	"УИК №3014"	"УИК №3015"	"УИК №3016"	"УИК №3017"	"УИК №3018"	"УИК №3019"	"УИК №3020"	"УИК №3021"	"УИК №3022"	
300	1897	2323	2382	2107	1781	1743	912	1821	501	953	1393	1551	1098	272	506	72	1105	280	502	360	391	
317	1970	2400	2430	2180	1800	1800	950	1950	530	1000	1420	1600	1130	280	530	73	1150	300	522	380	410	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
202	1020	1602	1372	929	900	725	413	799	230	604	847	1193	702	155	250	40	511	168	304	294	97	
65	242	131	217	199	83	97	143	212	107	263	361	237	314	60	135	15	234	21	69	36	74	
50	708	667	841	1052	817	978	394	939	193	133	212	170	114	65	145	18	405	111	149	50	239	
65	242	131	217	199	83	97	143	212	107	263	361	237	314	60	135	15	234	21	69	36	74	
202	1020	1602	1372	929	900	725	413	799	230	604	847	1193	702	155	250	40	511	168	304	294	97	
1	56	0	0	14	3	6	5	13	3	6	6	3	2	0	3	0	7	0	2	4	0	
266	1206	1733	1589	1114	980	816	551	998	334	861	1202	1427	1014	215	382	55	738	189	371	326	171	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	4	6	11	2	7	5	0	1	1	1	3	7	1	0	2	1	2	0	0	2	0	
22	168	254	234	206	170	139	75	150	55	77	96	144	142	27	26	6	116	26	38	27	30	
9	61	98	68	70	71	54	24	69	22	49	29	39	6	9	21	1	52	11	17	8	0	
230	950	1346	1237	812	708	589	442	759	250	724	1057	1215	863	175	331	44	557	152	309	282	141	
2	3	9	17	9	8	8	3	5	2	4	9	8	1	1	1	0	2	0	2	3	0	
1	8	6	11	6	12	12	3	5	3	5	3	5	0	2	0	2	5	0	4	3	0	
0	6	6	9	7	3	6	0	5	1	0	2	6	1	1	1	1	4	0	1	1	0	
0	6	8	2	2	1	3	4	4	0	1	3	3	0	0	0	0	0	0	0	0	0	
