"УИК №329"	"УИК №330"	"УИК №331"	"УИК №332"	"УИК №333"	"УИК №334"	"УИК №335"	"УИК №336"	"УИК №337"	"УИК №338"	"УИК №339"	"УИК №340"	"УИК №341"	"УИК №342"	"УИК №343"	"УИК №344"	"УИК №345"	"УИК №346"	"УИК №347"	"УИК №348"	"УИК №349"	"УИК №350"	"УИК №3643"	
2580	2357	2536	2614	2509	2551	166	2773	2966	2777	2875	2775	2822	2697	2958	2519	2763	2203	1971	1967	2307	2190	352	
2100	2100	2200	2200	2200	2200	255	2300	2500	2400	2400	2400	2300	2800	2500	2100	2300	2000	1800	1800	2000	2000	450	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1500	1320	1464	1390	1431	1414	85	1593	1645	1607	1642	1603	1694	1495	1801	1346	1532	1353	1206	1051	1273	1186	323	
79	75	77	90	81	58	67	82	102	67	74	85	52	73	74	128	64	49	29	29	21	37	0	
521	705	659	720	688	728	103	625	753	726	684	712	554	1232	625	626	704	598	565	720	706	777	127	
79	75	77	90	81	58	66	82	102	67	74	85	52	73	74	122	64	49	29	29	21	37	0	
1499	1318	1462	1389	1431	1412	84	1590	1645	1607	1642	1603	1694	1495	1726	1319	1532	1353	1203	1051	1273	1185	323	
61	29	15	15	21	26	4	41	26	14	25	17	17	14	21	20	22	10	45	15	16	26	5	
1517	1364	1524	1464	1491	1444	146	1631	1721	1660	1691	1671	1729	1554	1779	1421	1574	1392	1187	1065	1278	1196	318	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	15	13	12	8	18	0	19	29	27	23	20	15	9	13	12	6	13	13	12	6	15	5	
168	135	185	170	158	166	0	178	188	197	182	174	201	195	198	172	194	131	112	121	143	147	36	
91	65	64	88	80	77	1	92	91	99	93	98	78	85	103	64	96	70	61	76	71	74	12	
1122	1018	1150	1070	1121	1065	143	1201	1277	1203	1243	1254	1280	1179	1321	1058	1164	1053	899	802	978	897	247	
53	53	36	53	57	45	1	51	60	55	61	44	65	27	62	43	47	55	40	27	39	23	8	
12	12	22	10	8	16	0	16	13	11	11	14	8	13	9	13	11	10	11	6	13	4	2	
21	26	18	22	20	17	1	19	28	23	21	21	26	19	28	20	24	15	14	3	9	10	3	
37	40	36	39	39	40	0	55	35	45	57	46	56	27	45	39	32	45	37	18	19	26	5	
