"УИК №1112"	"УИК №1113"	"УИК №1114"	"УИК №1115"	"УИК №1116"	"УИК №1117"	"УИК №1118"	"УИК №1119"	"УИК №1120"	"УИК №1121"	"УИК №1122"	"УИК №1123"	"УИК №1124"	"УИК №1125"	"УИК №1126"	"УИК №1127"	"УИК №1128"	"УИК №1129"	"УИК №1130"	"УИК №1131"	"УИК №1132"	"УИК №1133"	"УИК №1134"	"УИК №1135"	"УИК №1136"	"УИК №1137"	"УИК №1138"	"УИК №1139"	"УИК №1140"	"УИК №1141"	"УИК №1142"	"УИК №1143"	"УИК №1144"	"УИК №1145"	"УИК №1146"	"УИК №1147"	
1567	1603	2435	834	1805	2672	2184	1318	1638	1456	2286	2086	2184	1899	2671	2219	2330	2542	2343	2218	2065	2740	1835	2764	2238	2493	2174	1473	1610	1867	1512	1960	2315	1938	1961	1084	
1300	1500	1900	700	1630	2200	1700	1350	1450	1300	1600	2070	2000	1300	2300	1900	1900	1750	1950	1700	1600	2200	1300	2100	1850	1700	2100	1400	1250	1300	1250	1550	1850	1550	1500	1100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1120	926	1236	623	1154	1634	1166	914	1091	881	989	1542	1735	1008	1974	1676	1142	1234	1409	1165	1191	1652	912	1609	1584	1242	1328	811	1004	1092	994	1235	1269	1290	1259	874	
33	42	108	11	32	170	82	117	57	45	509	61	48	80	21	41	23	342	114	30	68	49	57	38	73	301	39	29	60	26	25	48	51	59	50	69	
147	532	556	66	444	396	452	319	302	374	102	467	217	212	305	183	735	174	427	505	341	499	331	453	193	157	733	560	186	182	231	267	530	201	191	157	
33	42	108	11	32	170	82	117	57	45	509	61	48	80	21	41	23	342	114	30	68	49	57	38	73	301	39	29	60	26	25	48	51	59	50	69	
1120	926	1236	623	1154	1634	1166	914	1091	881	987	1542	1735	1008	1974	1676	1142	1234	1409	1165	1191	1652	912	1609	1583	1242	1328	811	1004	1092	994	1235	1269	1290	1258	874	
19	14	62	7	11	22	17	20	10	10	18	19	24	10	26	12	11	20	9	7	14	17	7	21	16	18	15	16	7	17	10	19	23	11	18	15	
1134	954	1282	627	1175	1782	1231	1011	1138	916	1478	1584	1759	1078	1969	1705	1154	1556	1514	1188	1245	1684	962	1626	1640	1525	1352	824	1057	1101	1009	1264	1297	1338	1290	928	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	5	9	2	8	12	11	11	9	10	11	12	14	6	17	12	5	8	7	8	18	8	7	14	4	5	10	4	10	6	7	11	12	10	10	3	
175	130	180	85	181	251	160	112	160	121	206	178	227	148	349	248	183	254	198	188	137	247	142	233	236	207	175	106	128	164	114	161	155	170	163	143	
92	77	84	54	85	111	83	47	70	50	98	115	94	49	83	94	90	131	70	96	72	82	44	83	101	92	102	49	72	55	63	74	93	73	64	46	
800	694	971	467	848	1291	885	777	835	676	1075	1180	1350	825	1370	1261	830	1106	1183	857	950	1279	735	1214	1245	1152	1003	617	772	825	782	954	988	1026	1000	719	
25	18	11	3	18	44	36	27	27	21	36	62	27	17	68	31	16	33	23	17	24	18	12	32	25	31	24	22	22	24	16	20	18	20	19	10	
10	11	11	3	12	17	11	8	7	8	24	7	16	7	18	14	13	8	12	8	19	23	6	11	6	11	17	12	25	6	12	12	6	14	13	2	
6	12	12	7	10	18	19	7	10	18	9	13	17	15	23	17	9	9	15	2	10	14	4	24	13	15	13	4	12	8	7	14	17	15	11	1	
13	7	4	6	13	38	26	22	20	12	19	17	14	11	41	28	8	7	6	12	15	13	12	15	10	12	8	10	16	13	8	18	8	10	10	4	
