"УИК №665"	"УИК №666"	"УИК №667"	"УИК №668"	"УИК №669"	"УИК №670"	"УИК №671"	"УИК №672"	"УИК №673"	"УИК №674"	"УИК №675"	"УИК №676"	"УИК №677"	"УИК №678"	"УИК №679"	"УИК №680"	"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	"УИК №688"	"УИК №689"	"УИК №690"	"УИК №691"	"УИК №692"	"УИК №693"	"УИК №694"	"УИК №695"	"УИК №696"	"УИК №697"	"УИК №698"	"УИК №699"	"УИК №700"	"УИК №701"	"УИК №702"	"УИК №703"	"УИК №704"	"УИК №705"	"УИК №706"	"УИК №707"	"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №714"	
1373	1274	1104	1121	1236	1029	1257	64	595	1001	300	325	262	96	431	117	550	175	57	167	171	233	89	94	111	357	232	343	166	37	631	66	307	108	190	355	297	133	216	146	161	298	344	227	514	161	458	152	140	354	
1396	1300	1126	1149	1262	1042	1274	67	598	1014	305	328	263	97	428	117	557	177	61	169	173	236	90	97	114	360	234	346	168	39	636	65	310	110	192	359	300	134	223	148	166	303	343	227	519	164	462	156	143	356	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1321	1223	1057	1098	1123	971	1209	54	505	906	247	260	221	87	316	69	525	153	50	150	163	207	77	73	72	221	211	286	153	36	586	57	293	107	182	343	262	92	195	121	124	252	328	213	446	147	430	138	135	347	
24	25	25	0	87	17	21	3	30	49	23	55	31	7	33	15	11	14	5	13	6	17	0	16	24	39	17	25	0	0	12	6	0	0	0	0	18	6	21	23	12	21	0	10	58	10	2	6	0	0	
51	52	44	51	52	54	44	10	63	59	35	13	11	3	79	33	21	10	6	6	4	12	13	8	18	100	6	35	15	3	38	2	17	3	10	16	20	36	7	4	30	30	15	4	15	7	30	12	8	9	
24	25	25	0	87	17	21	3	30	49	23	55	31	7	33	15	11	14	5	13	6	17	0	16	24	39	17	25	0	0	12	6	0	0	0	0	18	6	21	23	12	21	0	10	58	10	2	6	0	0	
1321	1223	1057	1098	1123	971	1209	54	505	906	247	260	221	87	315	69	525	153	50	150	163	207	77	73	72	221	211	286	153	36	586	57	293	107	182	343	262	92	195	121	124	252	328	213	446	147	430	138	135	347	
1	0	0	0	0	0	0	0	9	0	2	3	0	0	11	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	1	0	0	0	6	0	2	0	
1344	1248	1082	1098	1210	988	1230	57	526	955	268	312	252	94	337	84	536	167	55	163	169	222	77	87	96	260	228	311	153	36	598	63	293	107	182	341	278	96	216	144	136	273	327	223	504	157	426	144	133	347	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	3	1	2	4	0	10	0	1	0	0	4	0	2	2	2	3	0	0	0	0	0	1	1	0	0	0	2	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	1	
29	25	35	27	29	54	32	3	29	57	39	15	54	10	59	11	33	5	1	4	5	23	7	9	9	29	18	25	13	5	12	2	2	2	11	23	12	13	11	5	20	23	21	3	26	12	34	4	2	14	
12	9	7	13	4	8	11	1	21	8	16	13	0	1	4	4	10	2	0	5	3	3	5	9	7	22	3	5	3	1	3	1	2	3	0	7	0	6	1	1	0	3	9	3	4	0	1	2	0	5	
1287	1196	1028	1044	1163	919	1164	53	469	890	205	274	198	80	261	63	482	160	54	154	161	194	62	67	80	205	207	276	136	30	577	60	285	100	169	310	262	75	204	138	115	247	295	216	471	140	382	137	130	326	
4	6	2	3	4	0	2	0	0	0	2	4	0	0	8	1	2	0	0	0	0	1	1	0	0	3	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	3	8	0	1	1	
2	2	3	4	2	3	3	0	3	0	3	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	2	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	
4	3	2	1	2	2	4	0	1	0	3	0	0	1	2	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	
3	4	4	4	2	2	4	0	2	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
