"УИК №1601"	"УИК №1602"	"УИК №1603"	"УИК №1604"	"УИК №1605"	"УИК №1606"	"УИК №1607"	"УИК №1608"	"УИК №1609"	"УИК №1610"	"УИК №1611"	"УИК №1612"	"УИК №1613"	"УИК №1614"	"УИК №1615"	"УИК №1616"	"УИК №1617"	"УИК №1618"	"УИК №1619"	"УИК №1620"	"УИК №1621"	"УИК №1622"	"УИК №1623"	"УИК №1624"	"УИК №1625"	"УИК №1626"	"УИК №1627"	"УИК №1628"	"УИК №1629"	"УИК №1630"	"УИК №1631"	"УИК №1632"	"УИК №1633"	"УИК №1634"	"УИК №1635"	"УИК №1636"	
1943	1825	1290	1832	1649	2316	1831	2567	2696	2276	1574	1533	2268	1752	2074	2063	658	406	711	177	909	2464	352	815	874	1328	1284	344	729	267	238	991	416	439	441	145	
1900	1700	1300	1800	1600	2100	1800	2500	2600	2200	1500	1400	2200	1700	2000	2000	650	400	650	250	800	2450	300	800	850	1300	1300	500	650	300	240	950	490	440	450	170	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1295	1167	745	954	819	1256	1077	1501	1545	1460	1073	808	1054	1026	1336	1332	562	263	285	96	514	1482	241	580	432	826	726	274	507	214	154	470	275	222	315	91	
30	67	31	52	31	129	63	73	45	24	14	48	27	27	107	97	78	23	199	61	143	89	11	46	118	186	181	36	37	40	26	129	85	150	40	18	
575	466	524	794	750	715	660	926	1010	716	413	544	1119	647	557	571	10	114	166	93	143	879	48	174	300	288	393	190	106	46	60	351	130	68	95	61	
30	67	31	52	31	129	63	73	45	24	14	48	27	27	107	97	78	23	199	61	143	89	11	46	118	186	181	36	37	40	26	129	85	150	40	18	
1295	1167	745	954	819	1255	1076	1501	1545	1460	1073	806	1054	1026	1336	1332	562	263	285	96	514	1482	241	580	432	826	726	274	507	214	154	470	275	222	315	91	
26	14	7	17	5	24	16	24	15	14	16	9	31	14	20	17	4	5	3	0	7	17	1	12	3	14	6	2	9	1	3	4	3	1	5	1	
1299	1220	769	989	845	1360	1123	1550	1575	1470	1071	845	1050	1039	1423	1412	636	281	481	157	650	1554	251	614	547	998	901	308	535	253	177	595	357	371	350	108	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	15	12	6	3	6	11	11	8	13	7	6	9	8	7	11	4	2	4	0	2	13	1	6	3	7	12	0	1	0	1	4	0	7	3	0	
131	123	89	104	92	122	144	147	162	183	127	92	97	125	161	194	54	37	42	5	49	158	32	48	43	75	95	14	55	12	21	57	38	32	49	6	
78	62	50	50	51	83	61	122	98	80	52	36	72	59	79	93	34	20	42	10	52	101	20	57	41	75	63	10	42	8	7	37	11	14	29	8	
1018	976	604	791	672	1096	873	1193	1257	1120	817	678	853	810	1132	1062	534	212	384	141	531	1238	187	488	442	817	692	277	424	231	144	485	302	312	260	90	
23	12	4	14	13	14	18	34	13	40	25	11	10	8	15	18	6	3	3	0	7	11	5	6	7	9	10	1	7	0	1	4	3	4	3	1	
8	15	2	7	5	8	4	14	8	11	6	5	4	12	12	13	0	5	4	0	3	14	2	3	4	3	5	2	2	1	1	1	1	0	1	0	
9	11	5	8	1	12	2	16	14	12	19	7	3	5	10	9	1	0	0	0	1	11	1	4	4	3	17	0	1	0	1	1	0	1	3	3	
19	6	3	9	8	19	10	13	15	11	18	10	2	12	7	12	3	2	2	1	5	8	3	2	3	9	7	4	3	1	1	6	2	1	2	0	
