"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	
941	929	855	912	847	251	259	452	453	295	416	494	525	489	351	488	350	250	545	394	
900	900	850	900	850	230	270	450	450	300	400	500	500	500	350	500	350	250	550	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
786	729	741	651	715	188	164	285	277	198	298	315	274	307	275	268	271	204	360	291	
39	42	45	110	44	36	49	82	42	60	62	77	136	105	26	144	25	22	86	45	
75	129	64	139	91	6	57	83	131	42	40	108	90	88	49	88	54	24	104	64	
39	42	45	110	44	36	49	82	42	60	62	77	136	105	26	144	25	22	86	45	
786	729	741	651	715	188	164	285	277	198	298	315	274	307	275	268	271	204	360	291	
4	6	8	0	2	0	4	1	2	2	0	3	3	4	0	2	2	0	0	1	
821	765	778	761	757	224	209	366	317	256	360	389	407	408	301	410	294	226	446	335	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	1	3	2	5	0	3	1	5	0	0	2	2	2	2	4	6	0	1	1	
66	84	70	57	48	14	11	29	19	34	34	35	34	20	30	52	33	15	35	16	
39	33	51	50	43	7	18	16	19	25	26	24	19	33	19	27	28	10	22	9	
703	644	649	642	649	198	169	318	271	194	289	322	344	348	245	316	209	200	378	297	
4	1	3	2	7	3	3	1	0	0	6	2	7	2	2	2	4	1	7	9	
1	1	0	2	2	0	3	1	1	0	3	4	1	2	2	7	4	0	0	0	
2	0	1	4	2	1	0	0	1	3	1	0	0	1	1	1	4	0	2	3	
3	1	1	2	1	1	2	0	1	0	1	0	0	0	0	1	6	0	1	0	
